Mechanism,NOx.Emissions,Temperature,HO2
RADM2,1180226048,288.50,11.1750947037748
RADM2,1223418368,288.50,11.1188324172784
RADM2,1266050560,288.50,11.0597538072188
RADM2,1308151296,288.50,10.9981286230965
RADM2,1349743872,288.50,10.9341962567511
RADM2,1390855936,288.50,10.8681692118084
RADM2,1431511552,288.50,10.8002365731275
RADM2,1471736960,288.50,10.730570945694
RADM2,1511534976,288.50,10.6593258525356
RADM2,1550928000,288.50,10.5866426736156
RADM2,1589922560,288.50,10.5126506458331
RADM2,1628536832,288.50,10.4374659956608
RADM2,1666783360,288.50,10.3611980106777
RADM2,1704672256,288.50,10.283945570122
RADM2,1742217728,288.50,10.2058023490614
RADM2,1779429248,288.50,10.126854216308
RADM2,1816326912,288.50,10.0473093386788
RADM2,1852918016,288.50,9.96713562378959
RADM2,1889202432,288.50,9.88637990917418
RADM2,1925196928,288.50,9.80510898168641
RADM2,1960896384,288.50,9.72338095456271
RADM2,1996307840,288.50,9.6412530736778
RADM2,2031438848,288.50,9.55877738073596
RADM2,1792858.5,289.50,9.40174587488185
RADM2,5504838,289.50,13.3444904432123
RADM2,9355964,289.50,15.1784956131662
RADM2,13326697,289.50,16.220502371822
RADM2,17406782,289.50,16.9040753617011
RADM2,21589202,289.50,17.3920825657925
RADM2,25868538,289.50,17.7584839194944
RADM2,30239506,289.50,18.0418839590413
RADM2,34697616,289.50,18.2644802060317
RADM2,39238804,289.50,18.4400741204405
RADM2,43859460,289.50,18.5778354505617
RADM2,48556156,289.50,18.6841531829574
RADM2,53325776,289.50,18.7636729070961
RADM2,58165480,289.50,18.8198952949525
RADM2,63072372,289.50,18.8555820263003
RADM2,68044288,289.50,18.8730489569799
RADM2,73079144,289.50,18.8744350010372
RADM2,78176032,289.50,18.8608278300917
RADM2,83333920,289.50,18.8337331841204
RADM2,88551120,289.50,18.7942907764471
RADM2,93825336,289.50,18.7435032772409
RADM2,99152552,289.50,18.684286756665
RADM2,104528888,289.50,18.6213770098087
RADM2,109950192,289.50,18.5497103788457
RADM2,115413648,289.50,18.4699026906099
RADM2,120916904,289.50,18.3825264038484
RADM2,126457360,289.50,18.2880984661571
RADM2,132033264,289.50,18.1871046001092
RADM2,137643056,289.50,18.0799854254676
RADM2,143285200,289.50,17.9671572758666
RADM2,148959648,289.50,17.8490052599178
RADM2,154664784,289.50,17.7328499106899
RADM2,160399792,289.50,17.6156762787816
RADM2,166163600,289.50,17.4942126757172
RADM2,171955328,289.50,17.3686707377607
RADM2,177773872,289.50,17.2394199610126
RADM2,183617664,289.50,17.1066980025891
RADM2,189485664,289.50,16.973944819143
RADM2,195377632,289.50,16.847438374934
RADM2,201291408,289.50,16.7181355564816
RADM2,207225040,289.50,16.5862289180918
RADM2,213177456,289.50,16.4519092793469
RADM2,219147920,289.50,16.3185610857486
RADM2,225135152,289.50,16.1941658000098
RADM2,231136896,289.50,16.0678258892544
RADM2,237152624,289.50,15.9396870702544
RADM2,243181136,289.50,15.8098881208879
RADM2,249220896,289.50,15.6899528092058
RADM2,255270704,289.50,15.572522438223
RADM2,261329440,289.50,15.4537355134821
RADM2,264361824,289.50,15.3938667368791
RADM2,325220480,289.50,14.395908944087
RADM2,385894560,289.50,13.7753124879181
RADM2,445771968,289.50,13.4431155443537
RADM2,504510976,289.50,13.1705705369578
RADM2,561957824,289.50,12.9944579402297
RADM2,618070528,289.50,12.8012305616876
RADM2,672864768,289.50,12.5940230466526
RADM2,726392576,289.50,12.4692782141334
RADM2,778724928,289.50,12.3677682678514
RADM2,829934720,289.50,12.2576410827024
RADM2,880093632,289.50,12.1400355046486
RADM2,929267648,289.50,12.015934254539
RADM2,977521344,289.50,11.8861760711741
RADM2,1024920768,289.50,11.7514843342437
RADM2,1071523712,289.50,11.6125832907987
RADM2,1117386240,289.50,11.4698146813641
RADM2,1162550400,289.50,11.407486934234
RADM2,1207060352,289.50,11.3556004877058
RADM2,1250948736,289.50,11.3004709756392
RADM2,1294250240,289.50,11.24241064826
RADM2,1336995840,289.50,11.180115860876
RADM2,1379212160,289.50,11.1169805999678
RADM2,1420923136,289.50,11.0516578527564
RADM2,1462173056,289.50,10.9843401735477
RADM2,1502961792,289.50,10.9151992999656
RADM2,1543309184,289.50,10.8443913571232
RADM2,1583230208,289.50,10.7720603270689
RADM2,1622741504,289.50,10.6983354467016
RADM2,1661855744,289.50,10.6233364119412
RADM2,1700593024,289.50,10.5471733777285
RADM2,1738961536,289.50,10.4699478253867
RADM2,1776974848,289.50,10.3918332272634
RADM2,1814644480,289.50,10.3129102480004
RADM2,1851988992,289.50,10.2331875612149
RADM2,1889010048,289.50,10.1527406273783
RADM2,1925720192,289.50,10.0716388354294
RADM2,1962119936,289.50,9.98994637013695
RADM2,1998215296,289.50,9.90772307946086
RADM2,2034011904,289.50,9.82502620927583
RADM2,2069521152,289.50,9.74190780128614
RADM2,1775524.875,289.00,9.36067716394984
RADM2,5451009.5,289.00,13.2710812825176
RADM2,9263621,289.00,15.0870062970432
RADM2,13194014,289.00,16.1182126673376
RADM2,17232150,289.00,16.7945032880645
RADM2,21370978,289.00,17.2771866258081
RADM2,25605194,289.00,17.6394662765311
RADM2,29929676,289.00,17.9195547289623
RADM2,34339944,289.00,18.1394187864781
RADM2,38831888,289.00,18.3127228658986
RADM2,43401884,289.00,18.4485256932154
RADM2,48046680,289.00,18.553152070222
RADM2,52763032,289.00,18.6311972794062
RADM2,57548124,289.00,18.686127298273
RADM2,62399076,289.00,18.7206899288084
RADM2,67313704,289.00,18.7372322518753
RADM2,72289752,289.00,18.7377318522364
RADM2,77325936,289.00,18.7233371168327
RADM2,82421376,289.00,18.6955277647893
RADM2,87574672,289.00,18.655440039983
RADM2,92784168,289.00,18.6040714084124
RADM2,98046672,289.00,18.5478750414081
RADM2,103358248,289.00,18.4845749817697
RADM2,108714880,289.00,18.412559671388
RADM2,114113312,289.00,18.3324466718204
RADM2,119550896,289.00,18.2447997681967
RADM2,125025464,289.00,18.1501376428361
RADM2,130534424,289.00,18.0489356099711
RADM2,136076944,289.00,17.941639493535
RADM2,141650928,289.00,17.8286604229916
RADM2,147255824,289.00,17.7118979205471
RADM2,152890768,289.00,17.5992831419336
RADM2,158554608,289.00,17.4820158349576
RADM2,164246048,289.00,17.3604967207419
RADM2,169964624,289.00,17.2350016203193
RADM2,175708752,289.00,17.1057994158286
RADM2,181477536,289.00,16.9731433768971
RADM2,187269728,289.00,16.8458805932525
RADM2,193084352,289.00,16.719518131092
RADM2,198920960,289.00,16.5903731724759
RADM2,204777392,289.00,16.4586434758807
RADM2,210651808,289.00,16.3245146567181
RADM2,216543184,289.00,16.1975172857654
RADM2,222451056,289.00,16.0733492488019
RADM2,228374000,289.00,15.9472504646097
RADM2,234309776,289.00,15.8193631805137
RADM2,240257776,289.00,15.6921853983194
RADM2,246217312,289.00,15.5765018938769
RADM2,252186672,289.00,15.4593594869912
RADM2,258164736,289.00,15.3408691999646
RADM2,261156816,289.00,15.2811513443041
RADM2,321200704,289.00,14.3036520128259
RADM2,381063456,289.00,13.6956071483674
RADM2,440149472,289.00,13.3652160519415
RADM2,498130080,289.00,13.0920448093708
RADM2,554856192,289.00,12.9163207907013
RADM2,610288192,289.00,12.7236927591201
RADM2,664439936,289.00,12.5172650022876
RADM2,717361472,289.00,12.3880402463916
RADM2,769122176,289.00,12.2863516235916
RADM2,819790976,289.00,12.1761585189506
RADM2,869438912,289.00,12.0585980437071
RADM2,918129856,289.00,11.9346442450929
RADM2,965921920,289.00,11.8051341271852
RADM2,1012883200,289.00,11.6708925509967
RADM2,1059067456,289.00,11.5323237070974
RADM2,1104529408,289.00,11.3900789841526
RADM2,1149312256,289.00,11.3193916045917
RADM2,1193455488,289.00,11.266911015273
RADM2,1236993536,289.00,11.2098845830855
RADM2,1279957504,289.00,11.1513229206217
RADM2,1322377344,289.00,11.0901652444761
RADM2,1364280192,289.00,11.0266509464885
RADM2,1405692032,289.00,10.9609951323697
RADM2,1446641280,289.00,10.8933868869787
RADM2,1487147904,289.00,10.8239996826631
RADM2,1527219200,289.00,10.7529879098123
RADM2,1566875520,289.00,10.6804938157512
RADM2,1606127488,289.00,10.6066475047406
RADM2,1644992512,289.00,10.5315660706151
RADM2,1683482880,289.00,10.4553588009537
RADM2,1721607296,289.00,10.3781280444415
RADM2,1759381760,289.00,10.2999657414227
RADM2,1796825472,289.00,10.2210635788413
RADM2,1833948032,289.00,10.1414449754644
RADM2,1870755328,289.00,10.0611385542293
RADM2,1907250304,289.00,9.98021370407498
RADM2,1943448320,289.00,9.89873460977009
RADM2,1979344128,289.00,9.81676285399802
RADM2,2014950528,289.00,9.73435308054826
RADM2,2050269184,289.00,9.65155906584858
RADM2,1810487.125,290.00,9.44334714592099
RADM2,5559591,290.00,13.418710587132
RADM2,9449921,290.00,15.2707742284708
RADM2,13461705,290.00,16.3236039268932
RADM2,17584580,290.00,17.0145009192879
RADM2,21811454,290.00,17.5078840314313
RADM2,26136828,290.00,17.8784625992634
RADM2,30555258,290.00,18.1652332065241
RADM2,35062280,290.00,18.3906206235873
RADM2,39653856,290.00,18.5685720272
RADM2,44326248,290.00,18.7083595143411
RADM2,49076132,290.00,18.816434521618
RADM2,53900296,290.00,18.8974929454799
RADM2,58796016,290.00,18.9550788259885
RADM2,63760312,290.00,18.9919642512582
RADM2,68791032,290.00,19.0104564035121
RADM2,73886512,290.00,19.0127080745839
RADM2,79046224,290.00,19.0000116334632
RADM2,84268376,290.00,18.9737028172265
RADM2,89551176,290.00,18.9349733809019
RADM2,94891360,290.00,18.8848398724462
RADM2,100284744,290.00,18.8242026133434
RADM2,105726736,290.00,18.7599952933271
RADM2,111214256,290.00,18.6887380571044
RADM2,116744512,290.00,18.6093015996924
RADM2,122314888,290.00,18.5222583798383
RADM2,127923024,290.00,18.4281322840318
RADM2,133567648,290.00,18.3274055653992
RADM2,139246464,290.00,18.2205275173208
RADM2,144959456,290.00,18.1079144734309
RADM2,150705392,290.00,17.989951542341
RADM2,156483120,290.00,17.8686284518781
RADM2,162291872,290.00,17.7514548199698
RADM2,168130528,290.00,17.630015503034
RADM2,173998112,290.00,17.5045897915505
RADM2,179893392,290.00,17.3753789134423
RADM2,185814848,290.00,17.2426326688901
RADM2,191762208,290.00,17.1066581039492
RADM2,197733392,290.00,16.9775270231209
RADM2,203726464,290.00,16.8481166518131
RADM2,209739952,290.00,16.7160937869504
RADM2,215773568,290.00,16.5816440439448
RADM2,221825456,290.00,16.4449460993144
RADM2,227893696,290.00,16.3170015693437
RADM2,233977760,290.00,16.1904656348355
RADM2,240075952,290.00,16.0621169142949
RADM2,246186832,290.00,15.932097655047
RADM2,252309344,290.00,15.8051887549915
RADM2,258442192,290.00,15.6875103185516
RADM2,264584256,290.00,15.5684649200127
RADM2,267658240,290.00,15.5084625697022
RADM2,329357536,290.00,14.4890202266601
RADM2,390870848,290.00,13.8547793029908
RADM2,451565632,290.00,13.5204573231684
RADM2,511088416,290.00,13.248254923659
RADM2,569279296,290.00,13.0717355342758
RADM2,626094656,290.00,12.8778975330701
RADM2,681550784,290.00,12.6699067903857
RADM2,735702976,290.00,12.5492888650158
RADM2,788623616,290.00,12.4479202986971
RADM2,840388096,290.00,12.3378243385708
RADM2,891072896,290.00,12.2201450347692
RADM2,940742016,290.00,12.0958711796737
RADM2,989467648,290.00,11.9658458488936
RADM2,1037314560,290.00,11.8307941568419
RADM2,1084344704,290.00,11.691343206055
RADM2,1130615552,290.00,11.548148722007
RADM2,1176170112,290.00,11.4937859577169
RADM2,1221051904,290.00,11.4424398775514
RADM2,1265296384,290.00,11.3878012922286
RADM2,1308939008,290.00,11.3301850540592
RADM2,1352014208,290.00,11.2698643819908
RADM2,1394548224,290.00,11.2070838720335
RADM2,1436571648,290.00,11.14205949726
RADM2,1478115328,290.00,11.0731744953907
RADM2,1519187584,290.00,11.0042495948814
RADM2,1559810432,290.00,10.9336194611953
RADM2,1600005120,290.00,10.8614272090191
RADM2,1639780608,290.00,10.7878038099751
RADM2,1679151232,290.00,10.7128689599834
RADM2,1718132992,290.00,10.6367354160697
RADM2,1756740992,290.00,10.5595619054322
RADM2,1794988160,290.00,10.481476797608
RADM2,1832882816,290.00,10.402477490512
RADM2,1870452992,290.00,10.3226437814241
RADM2,1907688448,290.00,10.2420502634537
RADM2,1944613504,290.00,10.1607645908164
RADM2,1981216384,290.00,10.0788518156425
RADM2,2017509120,290.00,9.99637178589197
RADM2,2053501824,290.00,9.91338088007776
RADM2,2089199488,290.00,9.82993460935111
RADM2,1828406.625,290.50,9.48550352847244
RADM2,5615266.5,290.50,13.4937859497253
RADM2,9545494,290.50,15.3638889804908
RADM2,13599104,290.50,16.4275589659146
RADM2,17765598,290.50,17.1258181247413
RADM2,22037806,290.50,17.6246205130237
RADM2,26410162,290.50,17.9994387450311
RADM2,30877026,290.50,18.2896406353272
RADM2,35433984,290.50,18.5178816725085
RADM2,40077056,290.50,18.698259954264
RADM2,44802476,290.50,18.8401395179172
RADM2,49606776,290.50,18.9500394542907
RADM2,54486868,290.50,19.0327111709854
RADM2,59439916,290.50,19.0917281983616
RADM2,64463144,290.50,19.1298869106626
RADM2,69554488,290.50,19.1495014290055
RADM2,74712776,290.50,19.1526586257318
RADM2,79936856,290.50,19.1409544464394
RADM2,85225208,290.50,19.1155025835998
RADM2,90575096,290.50,19.0775607117333
RADM2,95982616,290.50,19.0281523176905
RADM2,101443048,290.50,18.9681846618495
RADM2,106952368,290.50,18.9004922823699
RADM2,112507752,290.50,18.829719033997
RADM2,118106392,290.50,18.750719726901
RADM2,123745448,290.50,18.6640772281699
RADM2,129423360,290.50,18.5703171590168
RADM2,135138160,290.50,18.4699269767385
RADM2,140888752,290.50,18.3633577094389
RADM2,146674528,290.50,18.2510239560285
RADM2,152494272,290.50,18.1333160292896
RADM2,158347232,290.50,18.0105947517051
RADM2,164232464,290.50,17.8896168712139
RADM2,170148656,290.50,17.7682157181946
RADM2,176094880,290.50,17.6428125581163
RADM2,182069424,290.50,17.513684946735
RADM2,188072128,290.50,17.38106707172
RADM2,194100800,290.50,17.245099445673
RADM2,200153344,290.50,17.1098656076563
RADM2,206228144,290.50,16.980413602985
RADM2,212325200,290.50,16.8483265533537
RADM2,218442176,290.50,16.7137935436212
RADM2,224577488,290.50,16.5769967197527
RADM2,230730288,290.50,16.4419484971479
RADM2,236898864,290.50,16.3152616416973
RADM2,243081568,290.50,16.1867515918734
RADM2,249277376,290.50,16.0565571255544
RADM2,255485296,290.50,15.9248152858948
RADM2,261703632,290.50,15.8044133335977
RADM2,267931552,290.50,15.6851493599008
RADM2,271048512,290.50,15.6250342525643
RADM2,333615968,290.50,14.5830587189311
RADM2,395996128,290.50,13.9340605026517
RADM2,457535552,290.50,13.5972812870255
RADM2,517868384,290.50,13.3251378681143
RADM2,576826816,290.50,13.1481952062029
RADM2,634366848,290.50,12.9537387760781
RADM2,690506432,290.50,12.7449995002138
RADM2,745300416,290.50,12.6281259754668
RADM2,798826560,290.50,12.5268614925567
RADM2,851161536,290.50,12.4167646650686
RADM2,902383424,290.50,12.2989864820289
RADM2,952561728,290.50,12.1745174705423
RADM2,1001770048,290.50,12.0442059103887
RADM2,1050075840,290.50,11.9087803854279
RADM2,1097543552,290.50,11.7688732023669
RADM2,1144228480,290.50,11.6254991744391
RADM2,1190179968,290.50,11.5783519924473
RADM2,1235438464,290.50,11.5275029105577
RADM2,1280044160,290.50,11.4733144859769
RADM2,1324034304,290.50,11.4161015710157
RADM2,1367442176,290.50,11.3561408540686
RADM2,1410293248,290.50,11.2936760637838
RADM2,1452633472,290.50,11.2289249079578
RADM2,1494480256,290.50,11.162080808258
RADM2,1535843584,290.50,11.0933207064789
RADM2,1576748800,290.50,11.0228015950953
RADM2,1617210368,290.50,10.9489448757438
RADM2,1657246336,290.50,10.8754160191293
RADM2,1696870656,290.50,10.8005245372245
RADM2,1736098688,290.50,10.7244170141629
RADM2,1774947840,290.50,10.6472729938245
RADM2,1813427584,290.50,10.5690777310596
RADM2,1851552768,290.50,10.4899188294039
RADM2,1889344640,290.50,10.4099211889475
RADM2,1926801920,290.50,10.3291732805877
RADM2,1963932544,290.50,10.2476976557297
RADM2,2000740992,290.50,10.1655567644188
RADM2,2037233280,290.50,10.0828130566999
RADM2,2073419520,290.50,9.99952377844782
RADM2,2109307776,290.50,9.9157427060903
RADM2,1846620.375,291.00,9.52823063504749
RADM2,5671880.5,291.00,13.5697590317174
RADM2,9642711,291.00,15.4578815025896
RADM2,13738923,291.00,16.5324021833557
RADM2,17949846,291.00,17.2380599378075
RADM2,22268298,291.00,17.7423319092096
RADM2,26688560,291.00,18.1214487859904
RADM2,31204870,291.00,18.4151461440907
RADM2,35812904,291.00,18.646303251435
RADM2,40508620,291.00,18.8291778002725
RADM2,45288268,291.00,18.9732205641002
RADM2,50148304,291.00,19.08502002268
RADM2,55085656,291.00,19.1693726864228
RADM2,60097620,291.00,19.2298937190527
RADM2,65181328,291.00,19.2694072503885
RADM2,70335160,291.00,19.2902308709941
RADM2,75558112,291.00,19.2944046156773
RADM2,80848664,291.00,19.2837187190653
RADM2,86204848,291.00,19.2592001374559
RADM2,91623216,291.00,19.2221204231569
RADM2,97099200,291.00,19.1735117366365
RADM2,102627992,291.00,19.1142900118901
RADM2,108206248,291.00,19.0452740383984
RADM2,113831208,291.00,18.972727902633
RADM2,119499672,291.00,18.894235134792
RADM2,125209336,291.00,18.8080627461229
RADM2,130958792,291.00,18.7147380925623
RADM2,136745984,291.00,18.6147538355774
RADM2,142570768,291.00,18.5085592685486
RADM2,148431792,291.00,18.3965741945569
RADM2,154328128,291.00,18.2791889263845
RADM2,160259056,291.00,18.1567677559613
RADM2,166223344,291.00,18.0302266172827
RADM2,172219952,291.00,17.9089416907363
RADM2,178247376,291.00,17.7836200626613
RADM2,184304992,291.00,17.6545462277078
RADM2,190390880,291.00,17.5219890680145
RADM2,196502736,291.00,17.3861931795916
RADM2,202639200,291.00,17.2472851972527
RADM2,208799760,291.00,17.1151079420007
RADM2,214982256,291.00,16.9830104840285
RADM2,221185088,291.00,16.8484531881674
RADM2,227407040,291.00,16.7116129962119
RADM2,233646256,291.00,16.5726685846801
RADM2,239901712,291.00,16.4423093196309
RADM2,246171728,291.00,16.3136830433341
RADM2,252455328,291.00,16.1833619422014
RADM2,258751024,291.00,16.0514813246637
RADM2,265057632,291.00,15.923325158429
RADM2,271374016,291.00,15.8038825082141
RADM2,274535392,291.00,15.7436754605333
RADM2,337999136,291.00,14.678093809839
RADM2,401274624,291.00,14.0131699646884
RADM2,463687008,291.00,13.6736238651181
RADM2,524856256,291.00,13.4012540647932
RADM2,584608768,291.00,13.2238751199276
RADM2,642896064,291.00,13.0287959240749
RADM2,699738880,291.00,12.8193384726916
RADM2,755195072,291.00,12.7058372503819
RADM2,809343040,291.00,12.6046438911342
RADM2,862263616,291.00,12.4945184407088
RADM2,914036672,291.00,12.3766153575788
RADM2,964736384,291.00,12.2519312403813
RADM2,1014438720,291.00,12.1213169709811
RADM2,1063212224,291.00,11.9855063374086
RADM2,1111126016,291.00,11.8451698102873
RADM2,1158233344,291.00,11.7078942027393
RADM2,1204587520,291.00,11.6612500905555
RADM2,1250229888,291.00,11.6108572409401
RADM2,1295202816,291.00,11.5570790784614
RADM2,1339544704,291.00,11.5002330575154
RADM2,1383294464,291.00,11.4405967338582
RADM2,1426475776,291.00,11.3784147035001
RADM2,1469131392,291.00,11.3139055415989
RADM2,1511272832,291.00,11.2472635371841
RADM2,1552928640,291.00,11.1786656320501
RADM2,1594112128,291.00,11.1082714207567
RADM2,1634843904,291.00,11.0362248853524
RADM2,1675142144,291.00,10.9626587321832
RADM2,1715019008,291.00,10.8876969939775
RADM2,1754498048,291.00,10.8101895490709
RADM2,1793586944,291.00,10.7329804766021
RADM2,1832300160,291.00,10.6546863345991
RADM2,1870654208,291.00,10.5753947265974
RADM2,1908666496,291.00,10.4951889193239
RADM2,1946342528,291.00,10.414216364274
RADM2,1983683456,291.00,10.3325412462163
RADM2,2020696576,291.00,10.2501661672361
RADM2,2057387264,291.00,10.1671518426549
RADM2,2093766912,291.00,10.0835555183476
RADM2,2129843712,291.00,9.99943617491228
RADM2,1865129.75,291.50,9.57153887398698
RADM2,5729432.5,291.50,13.6466636602162
RADM2,9741587,291.50,15.5527847545134
RADM2,13881176,291.50,16.638168273686
RADM2,18137392,291.50,17.3512627876793
RADM2,22503008,291.50,17.8610563839054
RADM2,26972126,291.50,18.2445291513345
RADM2,31538936,291.50,18.5417861620074
RADM2,36199140,291.50,18.7759269937304
RADM2,40948704,291.50,18.9613689333124
RADM2,45783812,291.50,19.1076460209771
RADM2,50700940,291.50,19.2214143907021
RADM2,55696960,291.50,19.3075260640496
RADM2,60769324,291.50,19.3696274297661
RADM2,65915300,291.50,19.41057731214
RADM2,71133680,291.50,19.4326933017352
RADM2,76423224,291.50,19.4379946166778
RADM2,81782048,291.50,19.428380779174
