Mechanism,NOx.Emissions,Temperature,O3
CRI,2396436992,303.50,37.037956237793
CRI,2436333056,303.50,36.518856048584
CRI,2475693056,303.50,36.0104141235352
CRI,2514534144,303.50,35.5126419067383
CRI,1689159.75,304.00,36.5210456848145
CRI,5123398.5,304.00,36.7276992797852
CRI,8653974,304.00,36.9429359436035
CRI,12296633,304.00,37.1714134216309
CRI,16059127,304.00,37.4148101806641
CRI,19944826,304.00,37.6728858947754
CRI,23955032,304.00,37.9448776245117
CRI,28089936,304.00,38.2299461364746
CRI,32349102,304.00,38.5272750854492
CRI,36731572,304.00,38.8361358642578
CRI,41236072,304.00,39.1557769775391
CRI,45860832,304.00,39.4854393005371
CRI,50603672,304.00,39.8244323730469
CRI,55461908,304.00,40.1720199584961
CRI,60432908,304.00,40.5272827148438
CRI,65513264,304.00,40.8894195556641
CRI,70699288,304.00,41.2577590942383
CRI,75987440,304.00,41.6314849853516
CRI,81373344,304.00,42.0098915100098
CRI,86852672,304.00,42.4499092102051
CRI,92421456,304.00,42.9308052062988
CRI,98075360,304.00,43.4384498596191
CRI,103809688,304.00,43.9481658935547
CRI,109620728,304.00,44.459098815918
CRI,115504808,304.00,44.9921493530273
CRI,121458632,304.00,45.5273056030273
CRI,127479584,304.00,46.0613098144531
CRI,133565256,304.00,46.593391418457
CRI,139714192,304.00,47.1228294372559
CRI,145925008,304.00,47.6489334106445
CRI,152196688,304.00,48.1815414428711
CRI,158528240,304.00,48.7184295654297
CRI,164918320,304.00,49.2504005432129
CRI,171366176,304.00,49.7769432067871
CRI,177870368,304.00,50.2975959777832
CRI,184429552,304.00,50.8119163513184
CRI,191042352,304.00,51.3193626403809
CRI,197707232,304.00,51.8194618225098
CRI,204422880,304.00,52.3120307922363
CRI,211187248,304.00,52.7967681884766
CRI,217998704,304.00,53.2733879089355
CRI,224855280,304.00,53.7416458129883
CRI,231755696,304.00,54.2049598693848
CRI,238697824,304.00,54.6715087890625
CRI,245680032,304.00,55.1291160583496
CRI,252700432,304.00,55.5775604248047
CRI,259757824,304.00,56.0167045593262
CRI,266850064,304.00,56.4463195800781
CRI,273976416,304.00,56.8662948608398
CRI,281135168,304.00,57.2765350341797
CRI,284726112,304.00,57.4779663085938
CRI,357931616,304.00,60.9746475219727
CRI,433029376,304.00,63.5487899780273
CRI,509127200,304.00,65.1831359863281
CRI,585500160,304.00,66.0046005249023
CRI,661543552,304.00,66.2066421508789
CRI,736791104,304.00,65.8549041748047
CRI,810888640,304.00,65.2079620361328
CRI,883584896,304.00,64.2375183105469
CRI,954735936,304.00,63.1656074523926
CRI,1024272384,304.00,61.9351272583008
CRI,1092149248,304.00,60.6870155334473
CRI,1158377088,304.00,59.384334564209
CRI,1222998144,304.00,58.092960357666
CRI,1286050560,304.00,56.819164276123
CRI,1347592064,304.00,55.54296875
CRI,1407681408,304.00,54.348316192627
CRI,1466378496,304.00,53.1488990783691
CRI,1523749504,304.00,52.0117683410645
CRI,1579846400,304.00,50.9234771728516
CRI,1634725504,304.00,49.8439598083496
CRI,1688442112,304.00,48.8353996276855
CRI,1741043456,304.00,47.8730545043945
CRI,1792582400,304.00,46.9236755371094
CRI,1843096064,304.00,46.0002822875977
CRI,1892638464,304.00,45.1651992797852
CRI,1941246208,304.00,44.3430290222168
CRI,1988963200,304.00,43.5355072021484
CRI,2035829120,304.00,42.7439193725586
CRI,2081877760,304.00,42.031421661377
CRI,2127143424,304.00,41.3411979675293
CRI,2171656960,304.00,40.6639366149902
CRI,2215453184,304.00,40.0002593994141
CRI,2258558208,304.00,39.3506050109863
CRI,2301001472,304.00,38.7440719604492
CRI,2342807808,304.00,38.1828346252441
CRI,2384026368,304.00,37.6333961486816
CRI,2424650752,304.00,37.094425201416
CRI,2464708096,304.00,36.5664710998535
CRI,2504223232,304.00,36.0495376586914
CRI,2543211776,304.00,35.5436553955078
CRI,1717391.25,304.50,36.5104751586914
CRI,5209653.5,304.50,36.7223358154297
CRI,8800703,304.50,36.943115234375
CRI,12506498,304.50,37.1774635314941
CRI,16334856,304.50,37.427074432373
CRI,20289152,304.50,37.6917152404785
CRI,24370636,304.50,37.9706153869629
CRI,28579450,304.50,38.2629165649414
CRI,32915124,304.50,38.5678100585938
CRI,37376624,304.50,38.8845252990723
CRI,41962496,304.50,39.2122993469238
CRI,46670928,304.50,39.5503463745117
CRI,51499584,304.50,39.8979721069336
CRI,56445668,304.50,40.2543449401855
CRI,61506372,304.50,40.6185531616211
CRI,66678052,304.50,40.9897727966309
CRI,71957016,304.50,41.3672904968262
CRI,77339400,304.50,41.7502746582031
CRI,82820664,304.50,42.137996673584
CRI,88396296,304.50,42.6202011108398
CRI,94062560,304.50,43.1230659484863
CRI,99814480,304.50,43.6428451538086
CRI,105647760,304.50,44.1647033691406
CRI,111558520,304.50,44.6955223083496
CRI,117543200,304.50,45.2434577941895
CRI,123598632,304.50,45.7909507751465
CRI,129722336,304.50,46.3371391296387
CRI,135912272,304.50,46.8812294006348
CRI,142167168,304.50,47.4224891662598
CRI,148485696,304.50,47.9612731933594
CRI,154867168,304.50,48.5145034790039
CRI,161310016,304.50,49.0631065368652
CRI,167813360,304.50,49.606575012207
CRI,174376064,304.50,50.1444091796875
CRI,180996736,304.50,50.6761245727539
CRI,187673680,304.50,51.2012634277344
CRI,194405584,304.50,51.7192459106445
CRI,201190880,304.50,52.229663848877
CRI,208027712,304.50,52.7323036193848
CRI,214914288,304.50,53.2268753051758
CRI,221848640,304.50,53.7130966186523
CRI,228829024,304.50,54.1907081604004
CRI,235853840,304.50,54.6733551025391
CRI,242920944,304.50,55.149169921875
CRI,250028496,304.50,55.6157875061035
CRI,257175120,304.50,56.0730400085449
CRI,264359104,304.50,56.5207710266113
CRI,271579008,304.50,56.9588050842285
CRI,278833280,304.50,57.3868560791016
CRI,286120320,304.50,57.804931640625
CRI,289775616,304.50,58.0101890563965
CRI,364287104,304.50,61.5706443786621
CRI,440714112,304.50,64.1982345581055
CRI,518143808,304.50,65.853515625
CRI,595830208,304.50,66.6893005371094
CRI,673152064,304.50,66.8790130615234
CRI,749628160,304.50,66.5156402587891
CRI,824889664,304.50,65.8366851806641
CRI,898680960,304.50,64.8313751220703
CRI,970864128,304.50,63.7314834594727
CRI,1041358016,304.50,62.4586334228516
CRI,1110125440,304.50,61.1864624023438
CRI,1177184000,304.50,59.8431396484375
CRI,1242576128,304.50,58.5306167602539
CRI,1306345600,304.50,57.2196350097656
CRI,1368552192,304.50,55.9256286621094
CRI,1429260800,304.50,54.6980514526367
CRI,1488536448,304.50,53.4667549133301
CRI,1546444672,304.50,52.3182067871094
CRI,1603043968,304.50,51.2022743225098
CRI,1658395008,304.50,50.0964698791504
CRI,1712548736,304.50,49.0815200805664
CRI,1765557120,304.50,48.0963973999023
CRI,1817474304,304.50,47.1251945495605
CRI,1868348800,304.50,46.1988639831543
CRI,1918224896,304.50,45.34521484375
CRI,1967147520,304.50,44.5052795410156
CRI,2015158784,304.50,43.6807708740234
CRI,2062300288,304.50,42.8801536560059
CRI,2108606080,304.50,42.1633338928223
CRI,2154114560,304.50,41.4592437744141
CRI,2198858240,304.50,40.7687225341797
CRI,2242870528,304.50,40.0923728942871
CRI,2286177792,304.50,39.4306335449219
CRI,2328812544,304.50,38.8296661376953
CRI,2370797312,304.50,38.2580757141113
CRI,2412162048,304.50,37.6975517272949
CRI,2452955392,304.50,37.1494560241699
CRI,2493168128,304.50,36.6124534606934
CRI,2532828160,304.50,36.0868988037109
CRI,2571956480,304.50,35.5727844238281
CRI,1745898.5,305.00,36.4998168945312
CRI,5296767,305.00,36.7169303894043
CRI,8948918,305.00,36.943302154541
CRI,12718532,305.00,37.1835975646973
CRI,16613475,305.00,37.4395027160645
CRI,20637136,305.00,37.7108001708984
CRI,24790738,305.00,37.996711730957
CRI,29074350,305.00,38.2963714599609
CRI,33487454,305.00,38.6089401245117
CRI,38028904,305.00,38.9336471557617
CRI,42697168,305.00,39.2696876525879
CRI,47490316,305.00,39.6162605285645
CRI,52405808,305.00,39.9726409912109
CRI,57440868,305.00,40.3379592895508
CRI,62592344,305.00,40.711254119873
CRI,67856504,305.00,41.0917015075684
CRI,73229504,305.00,41.4785423278809
CRI,78707232,305.00,41.8709297180176
CRI,84285016,305.00,42.296501159668
CRI,89958240,305.00,42.7930717468262
CRI,95723008,305.00,43.3183975219727
CRI,101574240,305.00,43.8504943847656
CRI,107507728,305.00,44.3845901489258
CRI,113519672,305.00,44.9382514953613
CRI,119606312,305.00,45.498836517334
CRI,125764944,305.00,46.0588302612305
CRI,131993288,305.00,46.6173477172852
CRI,138289552,305.00,47.1736030578613
CRI,144652704,305.00,47.7268142700195
CRI,151081264,305.00,48.2876014709473
CRI,157574672,305.00,48.8528366088867
CRI,164131456,305.00,49.4132995605469
CRI,170750592,305.00,49.9684028625488
CRI,177430688,305.00,50.517650604248
CRI,184169984,305.00,51.0605354309082
CRI,190966992,305.00,51.5965881347656
CRI,197820464,305.00,52.1251945495605
CRI,204728336,305.00,52.6459999084473
CRI,211688688,305.00,53.1587982177734
CRI,218699600,305.00,53.6632766723633
CRI,225759056,305.00,54.1591567993164
CRI,232865408,305.00,54.6545143127441
CRI,240016608,305.00,55.1488952636719
CRI,247210816,305.00,55.6340522766113
CRI,254446320,305.00,56.1097831726074
CRI,261721312,305.00,56.5758934020996
CRI,269034304,305.00,57.0322456359863
CRI,276384192,305.00,57.4786567687988
CRI,283768896,305.00,57.9148788452148
CRI,291186464,305.00,58.3408088684082
CRI,294907328,305.00,58.5499000549316
CRI,370748896,305.00,62.1738471984863
CRI,448529024,305.00,64.8552627563477
CRI,527316544,305.00,66.530403137207
CRI,606338688,305.00,67.3807601928711
CRI,684960000,305.00,67.5564956665039
CRI,762680128,305.00,67.1816864013672
CRI,839120256,305.00,66.4688339233398
CRI,914021440,305.00,65.4403305053711
CRI,987240960,305.00,64.2995681762695
CRI,1058699712,305.00,62.9848747253418
CRI,1128359936,305.00,61.687126159668
CRI,1196251392,305.00,60.3016815185547
CRI,1262413184,305.00,58.9689750671387
CRI,1326896000,305.00,57.6195526123047
CRI,1389765120,305.00,56.3088111877441
CRI,1451089024,305.00,55.0473022460938
CRI,1510934656,305.00,53.783130645752
CRI,1569374208,305.00,52.6243476867676
CRI,1626470656,305.00,51.4801406860352
CRI,1682283264,305.00,50.3471641540527
CRI,1736868864,305.00,49.3270111083984
CRI,1790275712,305.00,48.3185119628906
CRI,1842565888,305.00,47.3249626159668
CRI,1893787776,305.00,46.3968849182129
CRI,1943989376,305.00,45.5242156982422
CRI,1993219584,305.00,44.6660919189453
CRI,2041514752,305.00,43.82421875
CRI,2088922368,305.00,43.0257835388184
CRI,2135476224,305.00,42.2941513061523
CRI,2181218048,305.00,41.5758857727051
CRI,2226185472,305.00,40.8718109130859
CRI,2270401536,305.00,40.1825370788574
CRI,2313904896,305.00,39.508487701416
CRI,2356720384,305.00,38.9141006469727
CRI,2398877440,305.00,38.3319396972656
CRI,2440403200,305.00,37.7613105773926
CRI,2481325056,305.00,37.202449798584
CRI,2521685760,305.00,36.6563377380371
CRI,2561484544,305.00,36.1220283508301
CRI,2600745984,305.00,35.5995941162109
CRI,1774675.875,305.50,36.489070892334
CRI,5384718,305.50,36.7114753723145
CRI,9098592,305.50,36.9434928894043
CRI,12932680,305.50,37.1898040771484
CRI,16894922,305.50,37.4520835876465
CRI,20988718,305.50,37.7301292419434
CRI,25215238,305.50,38.0231552124023
CRI,29574536,305.50,38.3302764892578
CRI,34065932,305.50,38.6506385803223
CRI,38688316,305.50,38.9834594726562
CRI,43439972,305.50,39.3278961181641
CRI,48318800,305.50,39.6831207275391
CRI,53322220,305.50,40.0483932495117
CRI,58447280,305.50,40.4227905273438
CRI,63690600,305.50,40.8053169250488
CRI,69048320,305.50,41.1951293945312
CRI,74516480,305.50,41.5914192199707
CRI,80090672,305.50,41.9933433532715
CRI,85766072,305.50,42.4601135253906
CRI,91538064,305.50,42.9750061035156
CRI,97402480,305.50,43.5166282653809
CRI,103354176,305.50,44.0611953735352
CRI,109389136,305.50,44.6113128662109
CRI,115503680,305.50,45.1846008300781
CRI,121693936,305.50,45.7580375671387
CRI,127957448,305.50,46.330680847168
CRI,134292208,305.50,46.9016761779785
CRI,140697040,305.50,47.4701957702637
CRI,147170544,305.50,48.0368804931641
CRI,153711680,305.50,48.6187782287598
CRI,160319424,305.50,49.1962089538574
CRI,166992560,305.50,49.7686347961426
CRI,173729792,305.50,50.3354988098145
CRI,180529328,305.50,50.8962554931641
CRI,187389632,305.50,51.4503898620605
CRI,194309280,305.50,51.9974365234375
CRI,201286512,305.50,52.5367279052734
CRI,208319136,305.50,53.0679969787598
CRI,215405264,305.50,53.5910034179688
CRI,222542512,305.50,54.1054267883301
CRI,229729200,305.50,54.6137199401855
CRI,236963424,305.50,55.1270027160645
CRI,244243392,305.50,55.6310424804688
CRI,251566960,305.50,56.125602722168
CRI,258932400,305.50,56.6104736328125
CRI,266338160,305.50,57.0854911804199
CRI,273782688,305.50,57.5504684448242
CRI,281264672,305.50,58.0052528381348
CRI,288781856,305.50,58.4496688842773
CRI,296332320,305.50,58.8834457397461
CRI,300119680,305.50,59.0963706970215
CRI,377315808,305.50,62.7833213806152
CRI,456473696,305.50,65.518913269043
CRI,536642176,305.50,67.2125930786133
CRI,617023168,305.50,68.0776596069336
CRI,696963840,305.50,68.2378463745117
CRI,775945280,305.50,67.851676940918
CRI,853576576,305.50,67.1029510498047
CRI,929595456,305.50,66.0517807006836
CRI,1003862656,305.50,64.8684463500977
CRI,1076289792,305.50,63.528995513916
CRI,1146844544,305.50,62.1876525878906
CRI,1215566464,305.50,60.758659362793
CRI,1282495872,305.50,59.406795501709
CRI,1347690112,305.50,58.017692565918
CRI,1411216512,305.50,56.6913719177246
CRI,1473149440,305.50,55.3949127197266
CRI,1533560064,305.50,54.1079864501953
CRI,1592524032,305.50,52.9292182922363
CRI,1650109440,305.50,51.7560348510742
CRI,1706373760,305.50,50.615550994873
CRI,1761378048,305.50,49.5710296630859
CRI,1815177728,305.50,48.5385894775391
CRI,1867832704,305.50,47.5221862792969
CRI,1919394432,305.50,46.5936088562012
CRI,1969913984,305.50,45.7014656066895
CRI,2019437568,305.50,44.8247261047363
CRI,2068009600,305.50,43.9651145935059
CRI,2115671552,305.50,43.1699829101562
CRI,2162464512,305.50,42.4232025146484
CRI,2208432640,305.50,41.6904602050781
CRI,2253613312,305.50,40.9725723266602
CRI,2298025984,305.50,40.270149230957
CRI,2341713664,305.50,39.6014442443848
CRI,2384701696,305.50,38.9968299865723
CRI,2427025152,305.50,38.4039192199707
CRI,2468705280,305.50,37.8230361938477
CRI,2509772288,305.50,37.2543640136719
CRI,2550248960,305.50,36.6980056762695
CRI,2590172672,305.50,36.1545372009277
CRI,2629559296,305.50,35.6236801147461
CRI,1803716.375,306.00,36.4782409667969
CRI,5473496,306.00,36.7059783935547
CRI,9249689,306.00,36.9436912536621
CRI,13148909,306.00,37.1960754394531
CRI,17179154,306.00,37.4648056030273
CRI,21343828,306.00,37.7496871948242
CRI,25644058,306.00,38.049919128418
CRI,30079846,306.00,38.3646125793457
CRI,34650488,306.00,38.6928825378418
CRI,39354684,306.00,39.0339279174805
CRI,44190668,306.00,39.3868827819824
CRI,49156232,306.00,39.7508888244629
CRI,54248548,306.00,40.125171661377
CRI,59464700,306.00,40.5087623596191
CRI,64800952,306.00,40.9006614685059
CRI,70253320,306.00,41.2999649047852
CRI,75817688,306.00,41.7058296203613
CRI,81489400,306.00,42.1174125671387
CRI,87263392,306.00,42.6259574890137
CRI,93135328,306.00,43.1632919311523
CRI,99100464,306.00,43.7175827026367
CRI,105154032,306.00,44.2747421264648
CRI,111291880,306.00,44.8479881286621
CRI,117510032,306.00,45.4343528747559
CRI,123805512,306.00,46.020809173584
CRI,130175816,306.00,46.6062316894531
CRI,136619264,306.00,47.1898155212402
CRI,143134736,306.00,47.7707099914551
CRI,149720864,306.00,48.3601684570312
CRI,156376912,306.00,48.9545135498047
CRI,163101360,306.00,49.5442504882812
CRI,169893120,306.00,50.1287422180176
CRI,176750560,306.00,50.707447052002
CRI,183671968,306.00,51.27978515625
CRI,190655600,306.00,51.8452377319336
CRI,197700160,306.00,52.4033355712891
CRI,204803136,306.00,52.9533462524414
CRI,211962704,306.00,53.4951133728027
CRI,219176160,306.00,54.0283241271973
CRI,226441936,306.00,54.5526962280273
CRI,233758224,306.00,55.0822448730469
CRI,241122704,306.00,55.6054878234863
CRI,248533360,306.00,56.1192169189453
CRI,255988640,306.00,56.6232032775879
CRI,263486400,306.00,57.1172561645508
CRI,271025504,306.00,57.6011581420898
CRI,278603776,306.00,58.0747756958008
CRI,286219520,306.00,58.5379104614258
CRI,293871328,306.00,58.9904327392578
CRI,301557024,306.00,59.4321098327637
CRI,305412384,306.00,59.6488418579102
CRI,383985728,306.00,63.4053802490234
CRI,464547168,306.00,66.1881103515625
CRI,546119936,306.00,67.8988342285156
CRI,627880896,306.00,68.7787094116211
CRI,709160832,306.00,68.921501159668
CRI,789417664,306.00,68.524169921875
CRI,868252032,306.00,67.7375869750977
CRI,945398272,306.00,66.6642761230469
CRI,1020718336,306.00,65.4367065429688
CRI,1094116608,306.00,64.0731811523438
CRI,1165566336,306.00,62.6866722106934
CRI,1235118080,306.00,61.2326049804688
CRI,1302813696,306.00,59.8428192138672
CRI,1368713472,306.00,58.4128189086914
CRI,1432892032,306.00,57.072208404541
CRI,1495427968,306.00,55.7397918701172
CRI,1556396928,306.00,54.4418029785156
CRI,1615879040,306.00,53.2320098876953
CRI,1673943040,306.00,52.0288848876953
CRI,1730651136,306.00,50.8828468322754
CRI,1786066816,306.00,49.8127174377441
CRI,1840249216,306.00,48.7557830810547
CRI,1893256064,306.00,47.7160263061523
CRI,1945146880,306.00,46.7882614135742
CRI,1995971456,306.00,45.8761863708496
CRI,2045783040,306.00,44.9804306030273
CRI,2094621824,306.00,44.102725982666
CRI,2142528384,306.00,43.3120803833008
CRI,2189554176,306.00,42.5498390197754
CRI,2235739904,306.00,41.8023414611816
CRI,2281120512,306.00,41.0704078674316
CRI,2325720576,306.00,40.3546295166016
CRI,2369583360,306.00,39.6933822631836
CRI,2412739072,306.00,39.0773391723633
CRI,2455216384,306.00,38.4735107421875
CRI,2497042944,306.00,37.8822288513184
CRI,2538249728,306.00,37.3036231994629
CRI,2578855424,306.00,36.7378082275391
CRI,2618888960,306.00,36.1848106384277
CRI,2658374400,306.00,35.6446876525879
CRI,1833014.25,306.50,36.4673271179199
CRI,5563076,306.50,36.7004241943359
CRI,9402178,306.50,36.9438896179199
CRI,13367163,306.50,37.2024040222168
CRI,17466096,306.50,37.4776611328125
CRI,21702376,306.50,37.769458770752
CRI,26077096,306.50,38.0769882202148
CRI,30590224,306.50,38.3993377685547
CRI,35240952,306.50,38.7356338500977
CRI,40027884,306.50,39.085018157959
CRI,44949160,306.50,39.4466094970703
CRI,50002368,306.50,39.8195114135742
CRI,55184616,306.50,40.2029075622559
CRI,60492860,306.50,40.595817565918
CRI,65923044,306.50,40.9972229003906
CRI,71471072,306.50,41.4061279296875
CRI,77132736,306.50,41.8216781616211
CRI,82903008,306.50,42.2661552429199
CRI,88776776,306.50,42.7938919067383
CRI,94749752,306.50,43.3539810180664
CRI,100816744,306.50,43.9210548400879
CRI,106973360,306.50,44.4909477233887
CRI,113215152,306.50,45.0877304077148
CRI,119538696,306.50,45.6873054504395
CRI,125940968,306.50,46.2868156433105
CRI,132419984,306.50,46.8852005004883
CRI,138974176,306.50,47.4814491271973
CRI,145602368,306.50,48.0762710571289
CRI,152303504,306.50,48.6875
CRI,159076448,306.50,49.2944679260254
CRI,165920064,306.50,49.8965835571289
CRI,172832720,306.50,50.493236541748
CRI,179812576,306.50,51.0838317871094
CRI,186858000,306.50,51.6678009033203
CRI,193967616,306.50,52.2446136474609
CRI,201138912,306.50,52.8138046264648
CRI,208369632,306.50,53.3745002746582
CRI,215657808,306.50,53.9267616271973
CRI,223000912,306.50,54.4702224731445
CRI,230397632,306.50,55.0134239196777
CRI,237845440,306.50,55.5561599731445
CRI,245342224,306.50,56.0893707275391
CRI,252885840,306.50,56.6127967834473
CRI,260474832,306.50,57.126220703125
CRI,268107360,306.50,57.6294212341309
CRI,275781600,306.50,58.1222190856934
CRI,283495552,306.50,58.6044425964355
CRI,291247520,306.50,59.0759124755859
CRI,299036224,306.50,59.536491394043
CRI,306859680,306.50,59.9860076904297
CRI,310783744,306.50,60.2065391540527
CRI,390758336,306.50,64.0392074584961
CRI,472746816,306.50,66.8617095947266
CRI,555746880,306.50,68.5878524780273
CRI,638909504,306.50,69.482780456543
CRI,721545856,306.50,69.6060104370117
CRI,803093376,306.50,69.1977157592773
CRI,883139712,306.50,68.371337890625
CRI,961422528,306.50,67.2765426635742
CRI,1037799808,306.50,66.0029449462891
CRI,1112166912,306.50,64.6157913208008
CRI,1184512512,306.50,63.182804107666
CRI,1254893312,306.50,61.7084541320801
CRI,1323353344,306.50,60.2757949829102
CRI,1389951488,306.50,58.8056869506836
CRI,1454777216,306.50,57.4501876831055
CRI,1517909120,306.50,56.0808486938477
CRI,1579427328,306.50,54.7732086181641
CRI,1639418368,306.50,53.5315628051758
CRI,1697953024,306.50,52.2977409362793
CRI,1755097600,306.50,51.1475639343262
CRI,1810912000,306.50,50.0512275695801
CRI,1865466496,306.50,48.9692573547363
CRI,1918820992,306.50,47.9274787902832
CRI,1971029632,306.50,46.9800643920898
CRI,2022150400,306.50,46.0476264953613
CRI,2072234112,306.50,45.1324844360352
CRI,2121326080,306.50,44.2438125610352
CRI,2169473280,306.50,43.4514274597168
CRI,2216721408,306.50,42.6734390258789
CRI,2263113216,306.50,41.910945892334
CRI,2308684544,306.50,41.1647605895996
CRI,2353466624,306.50,40.4354553222656
CRI,2397494016,306.50,39.782787322998
CRI,2440807680,306.50,39.1551475524902
CRI,2483432960,306.50,38.540283203125
CRI,2525399296,306.50,37.9384498596191
CRI,2566734592,306.50,37.3498153686523
CRI,2607463680,306.50,36.7744636535645
CRI,2647614464,306.50,36.2124519348145
CRI,2687208448,306.50,35.6637115478516
CRI,1862562.875,307.00,36.4563331604004
CRI,5653434,307.00,36.69482421875
CRI,9556016,307.00,36.9440879821777
CRI,13587381,307.00,37.2087898254395
CRI,17755664,307.00,37.4906387329102
CRI,22064282,307.00,37.7894287109375
CRI,26514288,307.00,38.1043434143066
CRI,31105554,307.00,38.4344520568848
CRI,35837192,307.00,38.778865814209
CRI,40707744,307.00,39.1366958618164
CRI,45715188,307.00,39.5070304870605
CRI,50857048,307.00,39.8889312744141
CRI,56130228,307.00,40.2815551757812
CRI,61531440,307.00,40.6838989257812
CRI,67056664,307.00,41.094898223877
CRI,72701392,307.00,41.5135307312012
CRI,78461320,307.00,41.9388694763184
CRI,84331176,307.00,42.4237442016602
CRI,90305768,307.00,42.9704780578613
CRI,96380744,307.00,43.5468940734863
CRI,102550976,307.00,44.1268768310547
CRI,108811704,307.00,44.7182807922363
CRI,115158904,307.00,45.330322265625
CRI,121589232,307.00,45.9432106018066
CRI,128100104,307.00,46.5558624267578
CRI,134689744,307.00,47.1672325134277
CRI,141356880,307.00,47.7762794494629
CRI,148099920,307.00,48.3945617675781
CRI,154918288,307.00,49.0186042785645
CRI,161810560,307.00,49.6382637023926
CRI,168775376,307.00,50.2528305053711
CRI,175811024,307.00,50.8616905212402
CRI,182915536,307.00,51.4642143249512
CRI,190087456,307.00,52.0598373413086
CRI,197324544,307.00,52.648006439209
CRI,204624592,307.00,53.2281494140625
CRI,211985200,307.00,53.7996597290039
CRI,219403968,307.00,54.3624610900879
CRI,226879168,307.00,54.919376373291
CRI,234408688,307.00,55.4818801879883
CRI,241989792,307.00,56.0348625183105
CRI,249620896,307.00,56.5780372619629
CRI,257299744,307.00,57.111156463623
CRI,265024912,307.00,57.6339950561523
CRI,272794048,307.00,58.146312713623
CRI,280605472,307.00,58.6479682922363
CRI,288457472,307.00,59.1387557983398
CRI,296347936,307.00,59.6185073852539
CRI,304275712,307.00,60.0870819091797
CRI,312238624,307.00,60.5443649291992
CRI,316233024,307.00,60.768684387207
CRI,397631904,307.00,64.6777191162109
CRI,481070432,307.00,67.5385894775391
CRI,565520384,307.00,69.2783966064453
CRI,650105344,307.00,70.188362121582
CRI,734114304,307.00,70.2899475097656
CRI,816962240,307.00,69.8708648681641
CRI,898234112,307.00,69.0028228759766
CRI,977663168,307.00,67.8873901367188
CRI,1055097600,307.00,66.5655212402344
CRI,1130434432,307.00,65.1556777954102
CRI,1203676544,307.00,63.6749458312988
CRI,1274881664,307.00,62.1812934875488
CRI,1344092672,307.00,60.704460144043
CRI,1411388032,307.00,59.2187118530273
CRI,1476854400,307.00,57.8241958618164
CRI,1540576128,307.00,56.4170417785645
CRI,1602635904,307.00,55.1012420654297
CRI,1663127552,307.00,53.8268775939941
CRI,1722120064,307.00,52.5616912841797
CRI,1779689600,307.00,51.4088287353516
CRI,1835895168,307.00,50.285701751709
CRI,1890811136,307.00,49.1781921386719
CRI,1944498944,307.00,48.1374549865723
CRI,1997019136,307.00,47.1682662963867
CRI,2048425600,307.00,46.2150802612305
CRI,2098770944,307.00,45.2802124023438
CRI,2148108544,307.00,44.3966178894043
CRI,2196483584,307.00,43.5874328613281
CRI,2243945728,307.00,42.7934455871582
CRI,2290536704,307.00,42.0157470703125
CRI,2336287744,307.00,41.255126953125
CRI,2381240576,307.00,40.5214805603027
CRI,2425427712,307.00,39.8691864013672
CRI,2468889088,307.00,39.229808807373
CRI,2511654400,307.00,38.6037673950195
CRI,2553751808,307.00,37.9912948608398
CRI,2595209728,307.00,37.3925476074219
CRI,2636053760,307.00,36.8075790405273
CRI,2676318720,307.00,36.2365112304688
CRI,2716014080,307.00,35.6791305541992
CRI,1892354.5,307.50,36.445255279541
CRI,5744556.5,307.50,36.6891708374023
CRI,9711184,307.50,36.9442749023438
CRI,13809534,307.50,37.2152252197266
CRI,18047834,307.50,37.503734588623
CRI,22429480,307.50,37.8095932006836
CRI,26955484,307.50,38.1319694519043
CRI,31625666,307.50,38.4699249267578
CRI,36439084,307.50,38.8225402832031
CRI,41394112,307.50,39.1889305114746
CRI,46488640,307.50,39.5680999755859
CRI,51720016,307.50,39.9591026306152
CRI,57085064,307.50,40.3610649108887
CRI,62580256,307.50,40.7729377746582
CRI,68201424,307.50,41.1936149597168
CRI,73943888,307.50,41.6220817565918
CRI,79803056,307.50,42.057300567627
CRI,85773584,307.50,42.5830192565918
CRI,91850104,307.50,43.1523933410645
CRI,98028128,307.50,43.741870880127
CRI,104302592,307.50,44.3348731994629
CRI,110668776,307.50,44.949951171875
CRI,117122696,307.50,45.5755271911621
CRI,123661480,307.50,46.2018165588379
CRI,130282728,307.50,46.8276786804199
CRI,136985008,307.50,47.4520416259766
CRI,143766992,307.50,48.0750198364258
CRI,150627184,307.50,48.7160911560059
CRI,157564928,307.50,49.3531265258789
CRI,164578768,307.50,49.9855270385742
CRI,171666848,307.50,50.6125946044922
CRI,178827632,307.50,51.2336769104004
CRI,186059056,307.50,51.84814453125
CRI,193359264,307.50,52.4553985595703
CRI,200725936,307.50,53.0548706054688
CRI,208156496,307.50,53.6460380554199
CRI,215648848,307.50,54.228343963623
CRI,223200640,307.50,54.8016548156738
CRI,230809744,307.50,55.381519317627
CRI,238473728,307.50,55.9545440673828
CRI,246190544,307.50,56.5177536010742
CRI,253957952,307.50,57.0708618164062
CRI,261774144,307.50,57.6136474609375
CRI,269637280,307.50,58.1458358764648
CRI,277545408,307.50,58.667236328125
CRI,285496096,307.50,59.1776885986328
CRI,293487936,307.50,59.6769790649414
CRI,301519136,307.50,60.1649436950684
CRI,309588128,307.50,60.6414489746094
CRI,317693024,307.50,61.1063499450684
