Mechanism,NOx.Emissions,Temperature,H2O2
RADM2,64110040,297.50,0.544328970786268
RADM2,70050416,297.50,0.548043666004361
RADM2,76088936,297.50,0.550775425267602
RADM2,82219480,297.50,0.552587142710337
RADM2,88436112,297.50,0.553501466882267
RADM2,94733528,297.50,0.553613266340847
RADM2,101106032,297.50,0.553004531056445
RADM2,107549584,297.50,0.551745815702276
RADM2,114066408,297.50,0.549899070723114
RADM2,120657208,297.50,0.547520306870553
RADM2,127321960,297.50,0.544658929069186
RADM2,134058640,297.50,0.541356903749346
RADM2,140863424,297.50,0.537653477294953
RADM2,147733520,297.50,0.533584287865096
RADM2,154665408,297.50,0.529181698460945
RADM2,161656560,297.50,0.524474963459198
RADM2,168704432,297.50,0.519491116790505
RADM2,175806160,297.50,0.514415121610767
RADM2,182959664,297.50,0.509304376450359
RADM2,190162336,297.50,0.503982244826062
RADM2,197412496,297.50,0.498468100129656
RADM2,204707616,297.50,0.492783813754727
RADM2,212045920,297.50,0.486943319000233
RADM2,219425040,297.50,0.480962214499669
RADM2,226843232,297.50,0.474855377241568
RADM2,234298368,297.50,0.468636629502583
RADM2,241788416,297.50,0.46231918293671
RADM2,249311440,297.50,0.455915388775097
RADM2,256865760,297.50,0.449693310367039
RADM2,264449216,297.50,0.443570125074899
RADM2,272060160,297.50,0.437386238338888
RADM2,279696544,297.50,0.431151336854896
RADM2,287356512,297.50,0.424874468940573
RADM2,295038624,297.50,0.418564294335511
RADM2,302740896,297.50,0.412229084201243
RADM2,310461632,297.50,0.405876582343367
RADM2,318198976,297.50,0.399514227256148
RADM2,325951296,297.50,0.393149041100216
RADM2,329832768,297.50,0.389967502734123
RADM2,407864192,297.50,0.330900778999776
RADM2,485738912,297.50,0.27701815841219
RADM2,562408896,297.50,0.232229707686216
RADM2,637224384,297.50,0.197427393877625
RADM2,709860032,297.50,0.173196984531998
RADM2,780209664,297.50,0.155598797735301
RADM2,848296448,297.50,0.142208356201934
RADM2,914208896,297.50,0.131868835295812
RADM2,978070272,297.50,0.12358979117888
RADM2,1040018048,297.50,0.116400639127434
RADM2,1100190208,297.50,0.11072018302194
RADM2,1158727296,297.50,0.105292684293712
RADM2,1215752832,297.50,0.101084036974175
RADM2,1271383936,297.50,0.0972021005352097
RADM2,1325728000,297.50,0.0934510246963782
RADM2,1378893824,297.50,0.0898808596994094
RADM2,1430967296,297.50,0.0873193115036308
RADM2,1482016256,297.50,0.0848090417338021
RADM2,1532111232,297.50,0.0823536377980716
RADM2,1581318528,297.50,0.0799585120336843
RADM2,1629692672,297.50,0.0776277792047253
RADM2,1677303040,297.50,0.0753644160966793
RADM2,1724176128,297.50,0.0733137509034698
RADM2,1770355840,297.50,0.0718266626731356
RADM2,1815868288,297.50,0.0703549996039499
RADM2,1860763904,297.50,0.0689015164367923
RADM2,1905056128,297.50,0.0674685654566964
RADM2,1948767232,297.50,0.0660581311873187
RADM2,1991921536,297.50,0.0646718789631961
RADM2,2034541184,297.50,0.063311154929746
RADM2,2076644352,297.50,0.0619770554322052
RADM2,2118252800,297.50,0.0606704339545239
RADM2,2159396608,297.50,0.0593919219360473
RADM2,2200087552,297.50,0.0581428342971702
RADM2,2240347648,297.50,0.0569230912406127
RADM2,2280184576,297.50,0.0557321827576729
RADM2,2319612160,297.50,0.0547075267032238
RADM2,2358641408,297.50,0.0539511942065918
RADM2,2397286400,297.50,0.0531991395380516
RADM2,2435561472,297.50,0.0524520565869935
RADM2,2132913.75,298.00,0.130020286204235
RADM2,6565175.5,298.00,0.266072275323381
RADM2,11182263,298.00,0.350205892063471
RADM2,15960321,298.00,0.404351552241167
RADM2,20886932,298.00,0.442246544940517
RADM2,25953116,298.00,0.470352146120234
RADM2,31152364,298.00,0.49198145557483
RADM2,36479308,298.00,0.509003450499534
RADM2,41929452,298.00,0.522558107896032
RADM2,47499264,298.00,0.533390720480753
RADM2,53187228,298.00,0.542016875826334
RADM2,58991120,298.00,0.548807999045664
RADM2,64908240,298.00,0.554041812428352
RADM2,70932096,298.00,0.557933699241175
RADM2,77055272,298.00,0.560656410186766
RADM2,83272176,298.00,0.562518531754819
RADM2,89576464,298.00,0.56355597966018
RADM2,95962296,298.00,0.563778190798558
RADM2,102424208,298.00,0.563268487407953
RADM2,108961080,298.00,0.562098367851149
RADM2,115576000,298.00,0.560330504217887
RADM2,122268968,298.00,0.558020407659399
RADM2,129039016,298.00,0.555220147635538
RADM2,135882480,298.00,0.551971468532031
RADM2,142795328,298.00,0.548314005310857
RADM2,149774720,298.00,0.544283451642258
RADM2,156817120,298.00,0.539912614616611
RADM2,163920688,298.00,0.535230970655221
RADM2,171081984,298.00,0.530265942266794
RADM2,178298736,298.00,0.525042509469387
RADM2,185568480,298.00,0.519688958533493
RADM2,192889232,298.00,0.51436743753186
RADM2,200258528,298.00,0.508848907454507
RADM2,207674160,298.00,0.503151909025945
RADM2,215134176,298.00,0.497297147905584
RADM2,222636304,298.00,0.491297114102451
RADM2,230178560,298.00,0.485166795627379
RADM2,237758992,298.00,0.478920236801628
RADM2,245375328,298.00,0.47257059376804
RADM2,253025792,298.00,0.466130467557946
RADM2,260708368,298.00,0.459611487757527
RADM2,268420864,298.00,0.453257459342993
RADM2,276161760,298.00,0.447031522909924
RADM2,283929120,298.00,0.440751185548649
RADM2,291720832,298.00,0.434425634354696
RADM2,299535200,298.00,0.428063612334384
RADM2,307370400,298.00,0.421673446160398
RADM2,315224896,298.00,0.415262990660636
RADM2,323096512,298.00,0.408839767596092
RADM2,330983840,298.00,0.402410910149698
RADM2,334932384,298.00,0.399196509182076
RADM2,414331776,298.00,0.339004685434574
RADM2,493579040,298.00,0.283926659960798
RADM2,571590720,298.00,0.238352365622418
RADM2,647687616,298.00,0.202003594407252
RADM2,721528192,298.00,0.176678505159344
RADM2,792997888,298.00,0.158551852202926
RADM2,862117760,298.00,0.14473573728413
RADM2,928978624,298.00,0.134049549238568
RADM2,993708928,298.00,0.125486468438574
RADM2,1056453056,298.00,0.118062476461844
RADM2,1117354880,298.00,0.112315982903066
RADM2,1176561408,298.00,0.106823203060991
RADM2,1234202112,298.00,0.10246001963532
RADM2,1290401408,298.00,0.0985336812142634
RADM2,1345275648,298.00,0.0947387585048531
RADM2,1398936960,298.00,0.0910850353474935
RADM2,1451467136,298.00,0.0884716189197832
RADM2,1502939648,298.00,0.0859330523406143
RADM2,1553436672,298.00,0.0834496083346181
RADM2,1603027968,298.00,0.0810267755668725
RADM2,1651772160,298.00,0.0786687590070834
RADM2,1699718912,298.00,0.0763786048296744
RADM2,1746910080,298.00,0.0742772648942847
RADM2,1793392640,298.00,0.0727734331129604
RADM2,1839207424,298.00,0.0712850473094662
RADM2,1884371712,298.00,0.0698149107969392
RADM2,1928916352,298.00,0.0683654244326704
RADM2,1972872576,298.00,0.0669385935569977
RADM2,2016258048,298.00,0.0655361251378217
RADM2,2059095168,298.00,0.0641593930761353
RADM2,2101406336,298.00,0.0628095075949631
RADM2,2143216896,298.00,0.061487342994937
RADM2,2184548352,298.00,0.060195279316666
RADM2,2225412608,298.00,0.0589319079646877
RADM2,2265843968,298.00,0.0576974301669253
RADM2,2305839616,298.00,0.0564921373569227
RADM2,2345417216,298.00,0.0554635712357587
RADM2,2384590592,298.00,0.0546985338967243
RADM2,2423375104,298.00,0.053937750099653
RADM2,2461782016,298.00,0.0531819345506168
RADM2,2155588.25,298.50,0.131645916390255
RADM2,6636213,298.50,0.270035577232264
RADM2,11305139,298.50,0.355664581119797
RADM2,16138223,298.50,0.410807887707421
RADM2,21122844,298.50,0.449433157356793
RADM2,26250038,298.50,0.478108441726022
RADM2,31513264,298.50,0.500203267694843
RADM2,36907216,298.50,0.517617004813786
RADM2,42427456,298.50,0.531508004275594
RADM2,48070928,298.50,0.542634603917236
RADM2,53836216,298.50,0.551520495939428
RADM2,59721228,298.50,0.558542878614787
RADM2,65721836,298.50,0.563983582058114
RADM2,71830336,298.50,0.568061819805621
RADM2,78039920,298.50,0.570953007095198
RADM2,84344928,298.50,0.572799419007453
RADM2,90738240,298.50,0.573858016661433
RADM2,97214088,298.50,0.574197966951573
RADM2,103767840,298.50,0.57379434537097
RADM2,110402456,298.50,0.572719760505436
RADM2,117119336,298.50,0.571037439556221
RADM2,123918280,298.50,0.568803171230314
RADM2,130796152,298.50,0.566069802143687
RADM2,137747984,298.50,0.5628806309943
RADM2,144771696,298.50,0.559274904166074
RADM2,151862608,298.50,0.555288814929611
RADM2,159018880,298.50,0.550955170375289
RADM2,166237344,298.50,0.546304057547076
RADM2,173514960,298.50,0.541362898953679
RADM2,180849792,298.50,0.536156896657758
RADM2,188239088,298.50,0.53070936534283
RADM2,195680800,298.50,0.525064103307216
RADM2,203172464,298.50,0.519545073629502
RADM2,210711920,298.50,0.513842079996607
RADM2,218296944,298.50,0.507973774155346
RADM2,225925472,298.50,0.501958141718717
RADM2,233595280,298.50,0.495807561673445
RADM2,241304272,298.50,0.489536133851942
RADM2,249050416,298.50,0.483157125419353
RADM2,256831712,298.50,0.476683192918159
RADM2,264645968,298.50,0.470126104712421
RADM2,272491232,298.50,0.463497129565837
RADM2,280365856,298.50,0.456993776154491
RADM2,288267552,298.50,0.450669862539499
RADM2,296194688,298.50,0.444297321156029
RADM2,304145152,298.50,0.437884978277125
RADM2,312117120,298.50,0.431441216086625
RADM2,320108704,298.50,0.42497400043473
RADM2,328118176,298.50,0.418490936349158
RADM2,336143936,298.50,0.411999184768419
RADM2,340162208,298.50,0.408752198755025
RADM2,420966752,298.50,0.347410045176133
RADM2,501624576,298.50,0.291470653168702
RADM2,581014208,298.50,0.244728071141509
RADM2,658427584,298.50,0.206985373285562
RADM2,733504896,298.50,0.180522638504321
RADM2,806122240,298.50,0.161600149928276
RADM2,876298432,298.50,0.147339682121661
RADM2,944127360,298.50,0.136289715624294
RADM2,1009742848,298.50,0.127427721152706
RADM2,1073295552,298.50,0.119803236775518
RADM2,1134936960,298.50,0.113942820456625
RADM2,1194817920,298.50,0.108384141939144
RADM2,1253078912,298.50,0.103856319377815
RADM2,1309848704,298.50,0.0998854055023202
RADM2,1365257856,298.50,0.0960466983723762
RADM2,1419410304,298.50,0.0923512169515028
RADM2,1472392576,298.50,0.0896359375612832
RADM2,1524295296,298.50,0.0870689909060474
RADM2,1575200384,298.50,0.084557395807483
RADM2,1625167872,298.50,0.0821067311362889
RADM2,1674268544,298.50,0.0797212781900036
RADM2,1722551680,298.50,0.0774041525319902
RADM2,1770057728,298.50,0.0752465104114641
RADM2,1816835968,298.50,0.0737258934457863
RADM2,1862934656,298.50,0.0722207432746202
RADM2,1908361728,298.50,0.0707339048444666
RADM2,1953156096,298.50,0.0692678206459796
RADM2,1997349248,298.50,0.0678245445917547
RADM2,2040957440,298.50,0.0664057905885862
RADM2,2084004736,298.50,0.0650129741708305
RADM2,2126514816,298.50,0.0636480798621442
RADM2,2168523264,298.50,0.0623120097187346
RADM2,2210038016,298.50,0.0610045625126787
RADM2,2251074816,298.50,0.0597259741663692
RADM2,2291668224,298.50,0.0584766887690158
RADM2,2331820800,298.50,0.0572568902013071
RADM2,2371547904,298.50,0.0562207363996592
RADM2,2410861568,298.50,0.0554469595237528
RADM2,2449778432,298.50,0.0546774223120217
RADM2,2488311296,298.50,0.0539128533483257
RADM2,2178550,299.00,0.133291613857445
RADM2,6708195,299.00,0.274071876305015
RADM2,11429699,299.00,0.361229407497277
RADM2,16318673,299.00,0.417391676776901
RADM2,21362242,299.00,0.45676359916591
RADM2,26551492,299.00,0.48602255553476
RADM2,31879860,299.00,0.508595332515682
RADM2,37342076,299.00,0.526411692014506
RADM2,42933864,299.00,0.540650357816475
RADM2,48652764,299.00,0.552081602656074
RADM2,54497212,299.00,0.561237223362099
RADM2,60464992,299.00,0.568500579944953
RADM2,66550480,299.00,0.574157332788872
RADM2,72745184,299.00,0.578431358366771
RADM2,79042936,299.00,0.581500125829137
RADM2,85437496,299.00,0.58350785314687
RADM2,91921240,299.00,0.584573500717056
RADM2,98489128,299.00,0.584876869158535
RADM2,105138664,299.00,0.584586823393352
RADM2,111874592,299.00,0.583614878646443
RADM2,118697544,299.00,0.582024706208273
RADM2,125605232,299.00,0.579873649098062
RADM2,132592656,299.00,0.577213443708757
RADM2,139656128,299.00,0.574090108784731
RADM2,146792320,299.00,0.570542280087238
RADM2,153998064,299.00,0.56660642844264
RADM2,161270544,299.00,0.562315749519371
RADM2,168606592,299.00,0.557700552406004
RADM2,176003920,299.00,0.552788537167004
RADM2,183459648,299.00,0.547605127909634
RADM2,190971776,299.00,0.542173805850865
RADM2,198537680,299.00,0.536516164828527
RADM2,206155056,299.00,0.53065213334591
RADM2,213821424,299.00,0.524858767558811
RADM2,221534848,299.00,0.518981968511412
RADM2,229293088,299.00,0.512952458286975
RADM2,237093760,299.00,0.506784891829426
RADM2,244934992,299.00,0.50049164812549
RADM2,252814464,299.00,0.494086216384915
RADM2,260730032,299.00,0.48758114212788
RADM2,268679520,299.00,0.480988471274202
RADM2,276661184,299.00,0.474319528098732
RADM2,284673248,299.00,0.467585026253658
RADM2,292712992,299.00,0.460914861832862
RADM2,300779072,299.00,0.454497162127865
RADM2,308869216,299.00,0.448036135969332
RADM2,316981664,299.00,0.441540304318977
RADM2,325114336,299.00,0.435017605271426
RADM2,333265248,299.00,0.428475727121125
RADM2,341433152,299.00,0.421922052851187
RADM2,345522720,299.00,0.418642981392381
RADM2,427770528,299.00,0.356125684497499
RADM2,509876800,299.00,0.299335362052844
RADM2,590681536,299.00,0.251365372960777
RADM2,669445760,299.00,0.212165104929163
RADM2,745791232,299.00,0.184564419303257
RADM2,819584512,299.00,0.164749908160289
RADM2,890840192,299.00,0.150021467471007
RADM2,959656576,299.00,0.138590000586802
RADM2,1026172352,299.00,0.129414479133061
RADM2,1090545280,299.00,0.121694862520449
RADM2,1152934528,299.00,0.115601958561307
RADM2,1213497600,299.00,0.109977069118194
RADM2,1272380416,299.00,0.105273983974641
RADM2,1329722752,299.00,0.10125828647789
RADM2,1385666176,299.00,0.0973770647449967
RADM2,1440307456,299.00,0.0936379654370434
RADM2,1493748608,299.00,0.0908128849896883
RADM2,1546080896,299.00,0.0882174611138709
RADM2,1597380736,299.00,0.0856776108393298
RADM2,1647726080,299.00,0.0831989824257029
RADM2,1697180032,299.00,0.0807859404372557
RADM2,1745787776,299.00,0.078441683704078
RADM2,1793600384,299.00,0.0762219107275364
RADM2,1840675200,299.00,0.0746844738830355
RADM2,1887037696,299.00,0.0731625177108342
RADM2,1932719872,299.00,0.0716589287907965
RADM2,1977756544,299.00,0.070176198185834
RADM2,2022177024,299.00,0.0687164075641178
RADM2,2065999616,299.00,0.0672813055269117
RADM2,2109251968,299.00,0.0658739868208968
RADM2,2151958784,299.00,0.0644940420513329
RADM2,2194155264,299.00,0.0631422969465945
RADM2,2235844864,299.00,0.0618192649848304
RADM2,2277051392,299.00,0.0605254873997652
RADM2,2317803776,299.00,0.0592613180749879
RADM2,2358107392,299.00,0.0580269235439523
RADM2,2397975808,299.00,0.0569793413840447
RADM2,2437426944,299.00,0.0561968076240316
RADM2,2476471808,299.00,0.0554184996504059
RADM2,2515128832,299.00,0.0546451529859215
RADM2,2201800.25,299.50,0.134956171238265
RADM2,6781117,299.50,0.27817975700728
RADM2,11555944,299.50,0.366899954862276
RADM2,16501668,299.50,0.42410316924979
RADM2,21605132,299.50,0.464238064656897
RADM2,26857484,299.50,0.49409548674717
RADM2,32252152,299.50,0.517158926793826
RADM2,37783960,299.50,0.535389677036591
RADM2,43448732,299.50,0.549987166920118
RADM2,49244780,299.50,0.561733770609862
RADM2,55170340,299.50,0.571169334051547
RADM2,61222640,299.50,0.57868332348221
RADM2,67394008,299.50,0.584566228756245
RADM2,73676496,299.50,0.589045479060246
RADM2,80064192,299.50,0.592300986035355
RADM2,86549856,299.50,0.594478910542762
RADM2,93125664,299.50,0.595700266892152
RADM2,99787576,299.50,0.596065419244951
RADM2,106537344,299.50,0.595662796865071
RADM2,113378912,299.50,0.594787552543607
RADM2,120311208,299.50,0.593297189155351
RADM2,127329480,299.50,0.591236282154739
RADM2,134428400,299.50,0.588656068334359
RADM2,141606080,299.50,0.585605119951538
RADM2,148857616,299.50,0.582121462144869
RADM2,156180944,299.50,0.57824195431877
RADM2,163572320,299.50,0.574000125208585
RADM2,171029184,299.50,0.56942650594749
RADM2,178548912,299.50,0.564549018644556
RADM2,186128912,299.50,0.559393364962801
RADM2,193766784,299.50,0.553983081630349
RADM2,201460096,299.50,0.548340095551936
RADM2,209206336,299.50,0.542484168697399
RADM2,217003216,299.50,0.536434563436217
RADM2,224848464,299.50,0.530328225778476
RADM2,232739744,299.50,0.524287446790339
RADM2,240674800,299.50,0.518106058056134
RADM2,248651776,299.50,0.511794218116535
RADM2,256667968,299.50,0.505365249647838
RADM2,264721328,299.50,0.498831864703675
RADM2,272809760,299.50,0.492206109203863
RADM2,280931584,299.50,0.485499473956708
RADM2,289084448,299.50,0.478722728125547
RADM2,297266080,299.50,0.471886363317964
RADM2,305474784,299.50,0.465031985141806
RADM2,313708544,299.50,0.458524024304907
RADM2,321964896,299.50,0.451977483217902
RADM2,330242400,299.50,0.445400660797901
RADM2,338538720,299.50,0.4388013008505
RADM2,346852448,299.50,0.432187341470325
RADM2,351014976,299.50,0.428876878455497
RADM2,434744256,299.50,0.36515870882603
RADM2,518337088,299.50,0.307510128472188
RADM2,600593600,299.50,0.258271459774306
RADM2,680743616,299.50,0.217573431493534
RADM2,758388864,299.50,0.188755233665461
RADM2,833384960,299.50,0.168002681211199
RADM2,905743488,299.50,0.15278568687993
RADM2,975564992,299.50,0.140954081739864
RADM2,1042996992,299.50,0.131447713824784
RADM2,1108200192,299.50,0.12363284007666
RADM2,1171344384,299.50,0.117294271517743
RADM2,1232594560,299.50,0.11160272705979
RADM2,1292103808,299.50,0.106713617109566
RADM2,1350026112,299.50,0.102654884592823
RADM2,1406498432,299.50,0.0987292192444755
RADM2,1461632512,299.50,0.0949461897992165
RADM2,1515524864,299.50,0.0920031203999194
RADM2,1568275328,299.50,0.0893790458311727
RADM2,1619969792,299.50,0.0868108571139281
RADM2,1670686336,299.50,0.0843041608744599
RADM2,1720480768,299.50,0.0818633841270788
RADM2,1769407616,299.50,0.0794918089686014
RADM2,1817518464,299.50,0.0772038821761356
RADM2,1864876544,299.50,0.0756495907583421
RADM2,1911502080,299.50,0.0741107800128482
RADM2,1957430912,299.50,0.072590405908457
RADM2,2002701568,299.50,0.0710909733858678
RADM2,2047339136,299.50,0.0696152788193238
RADM2,2091371392,299.50,0.0681655218381927
RADM2,2134823040,299.50,0.066742091020533
RADM2,2177716480,299.50,0.0653461590394144
RADM2,2220090112,299.50,0.0639784961120604
RADM2,2261950720,299.50,0.0626399002112699
RADM2,2303319552,299.50,0.0613308778762978
RADM2,2344222208,299.50,0.0600517482962637
RADM2,2384670208,299.50,0.0588026641268335
RADM2,2424676608,299.50,0.0577397088474818
RADM2,2464259328,299.50,0.0569484008561272
RADM2,2503430400,299.50,0.0561613013039253
RADM2,2542203904,299.50,0.0553791561219708
RADM2,2225335.75,300.00,0.136638422798541
RADM2,6854969,300.00,0.282357581760095
RADM2,11683885,300.00,0.37267550156983
RADM2,16687164,300.00,0.430942170837056
RADM2,21851464,300.00,0.471857386497021
RADM2,27167974,300.00,0.502327901497068
RADM2,32630106,300.00,0.525895049729996
RADM2,38232776,300.00,0.544552292147671
RADM2,43972220,300.00,0.55951998589876
RADM2,49846984,300.00,0.571592939646592
RADM2,55855436,300.00,0.581319048453821
RADM2,61993640,300.00,0.589093551717212
RADM2,68252320,300.00,0.59521282347319
RADM2,74624432,300.00,0.599906957443608
RADM2,81103584,300.00,0.603358585316016
RADM2,87681672,300.00,0.605715977375354
RADM2,94351352,300.00,0.607101868776994
RADM2,101110736,300.00,0.607617844927688
RADM2,107965056,300.00,0.607353223269769
RADM2,114916096,300.00,0.606384165102725
RADM2,121959728,300.00,0.604859051733797
RADM2,129090472,300.00,0.602895455781294
RADM2,136304144,300.00,0.60040300509101
RADM2,143597600,300.00,0.597430327431425
RADM2,150967824,300.00,0.594017390831425
RADM2,158411056,300.00,0.590200555095066
RADM2,165924384,300.00,0.5860136820246
RADM2,173505024,300.00,0.581487469286657
RADM2,181150240,300.00,0.576650061034911
RADM2,188857696,300.00,0.571527491999291
RADM2,196624624,300.00,0.566143354419069
RADM2,204448544,300.00,0.560519686221284
RADM2,212326912,300.00,0.554676637953833
RADM2,220257680,300.00,0.548633527497344
RADM2,228237968,300.00,0.542408118420212
RADM2,236265920,300.00,0.536017064067806
RADM2,244338992,300.00,0.529777111069052
RADM2,252454832,300.00,0.523450172096318
RADM2,260611360,300.00,0.517000997568573
RADM2,268806144,300.00,0.510442299539449
RADM2,277037536,300.00,0.503786401484518
RADM2,285302944,300.00,0.497044794212087
RADM2,293600512,300.00,0.490228413418947
RADM2,301927552,300.00,0.483347639690379
RADM2,310282848,300.00,0.476412298500151
RADM2,318663424,300.00,0.469431937766274
RADM2,327067712,300.00,0.462760912922633
RADM2,335493376,300.00,0.456131771242596
RADM2,343939008,300.00,0.449476705854934
RADM2,352402464,300.00,0.442803099742761
RADM2,356640032,300.00,0.439461550483244
RADM2,441888864,300.00,0.374517528101137
RADM2,527006272,300.00,0.316001697031609
RADM2,610751424,300.00,0.26545340925388
RADM2,692321216,300.00,0.22354318396367
RADM2,771297408,300.00,0.193101090673053
RADM2,847523392,300.00,0.171559433326252
RADM2,921007616,300.00,0.155634269360938
RADM2,991852160,300.00,0.143383596662439
RADM2,1060212864,300.00,0.133530519974556
RADM2,1126256640,300.00,0.125618349056111
RADM2,1190163328,300.00,0.119020709954398
RADM2,1252103552,300.00,0.113262448031559
RADM2,1312243840,300.00,0.108177571067625
RADM2,1370744064,300.00,0.104074256157549
RADM2,1427745536,300.00,0.100103911271354
RADM2,1483366272,300.00,0.0962766463774578
RADM2,1537703168,300.00,0.0932071364534437
RADM2,1590872704,300.00,0.0905542585361019
RADM2,1642952320,300.00,0.0879576064760634
RADM2,1694029184,300.00,0.085422689755088
RADM2,1744159360,300.00,0.0829540464097889
RADM2,1793399168,300.00,0.0805550209870276
RADM2,1841803264,300.00,0.0782278963828986
RADM2,1889433088,300.00,0.0766215979552953
RADM2,1936314368,300.00,0.0750659395754028
RADM2,1982482560,300.00,0.0735287455921885
RADM2,2027980288,300.00,0.0720139364807082
RADM2,2072830208,300.00,0.0705226987918195
RADM2,2117062528,300.00,0.0690564619376666
RADM2,2160701184,300.00,0.0676166969637571
RADM2,2203774464,300.00,0.0662045973598424
RADM2,2246315520,300.00,0.0648211137543875
RADM2,2288337152,300.00,0.0634669400367827
RADM2,2329858048,300.00,0.0621425966240707
RADM2,2370902016,300.00,0.0608484027053713
RADM2,2411488768,300.00,0.0595845317530319
RADM2,2451629056,300.00,0.0585021545096431
RADM2,2491336448,300.00,0.0577020549397123
RADM2,2530627328,300.00,0.0569061395228054
RADM2,2569511424,300.00,0.056115178476146
RADM2,2249154.25,300.50,0.138337244437459
RADM2,6929741,300.50,0.286603712984501
RADM2,11813477,300.50,0.378555048419216
RADM2,16875154,300.50,0.437908320716218
RADM2,22101232,300.50,0.479621731219737
RADM2,27482936,300.50,0.510720188362512
RADM2,33013702,300.50,0.534804256435706
RADM2,38688560,300.50,0.553900425526166
RADM2,44504204,300.50,0.569250035997726
RADM2,50459436,300.50,0.581660553056196
RADM2,56552744,300.50,0.591687920881157
RADM2,62777828,300.50,0.599733429584859
RADM2,69125336,300.50,0.606099226363455
RADM2,75588720,300.50,0.61101823600751
RADM2,82160856,300.50,0.614675643717533
RADM2,88832592,300.50,0.617221884713359
RADM2,95598504,300.50,0.61878141499605
RADM2,102459712,300.50,0.619457096728837
RADM2,109422888,300.50,0.619339080021319
RADM2,116486048,300.50,0.618505135996372
RADM2,123642824,300.50,0.617022322124683
RADM2,130887912,300.50,0.614949480226556
RADM2,138218928,300.50,0.612457862203541
RADM2,145631376,300.50,0.609570227627643
RADM2,153122528,300.50,0.606234673572459
RADM2,160688560,300.50,0.602487004730534
RADM2,168326576,300.50,0.598361193926422
RADM2,176034016,300.50,0.593888382915964
RADM2,183808048,300.50,0.589096882386286
RADM2,191646080,300.50,0.584012727067318
RADM2,199545136,300.50,0.578659842265239
RADM2,207503024,300.50,0.573060654485147
RADM2,215517024,300.50,0.567235314274939
RADM2,223584896,300.50,0.561203195026394
RADM2,231703952,300.50,0.554982226841361
RADM2,239871824,300.50,0.548589229598662
RADM2,248086288,300.50,0.542039857442944
RADM2,256344784,300.50,0.535465283224568
RADM2,264645168,300.50,0.528999122284546
RADM2,272985248,300.50,0.52241827530608
RADM2,281362880,300.50,0.515735010253593
RADM2,289775648,300.50,0.508961039979994
RADM2,298221376,300.50,0.502107300182075
RADM2,306697952,300.50,0.495184226956269
RADM2,315202912,300.50,0.488202034354401
RADM2,323734368,300.50,0.481170270294484
RADM2,332290144,300.50,0.474098205138773
RADM2,340868000,300.50,0.467216820787542
RADM2,349466560,300.50,0.460507132427068
RADM2,358083392,300.50,0.453775184094951
RADM2,362398208,300.50,0.450403159213408
RADM2,449204704,300.50,0.384207582415641
RADM2,535884896,300.50,0.324816673558104
RADM2,621154880,300.50,0.272917771715342
RADM2,704178816,300.50,0.229752425418006
RADM2,784517440,300.50,0.197909216792524
RADM2,861998912,300.50,0.175354036846542
RADM2,936629504,300.50,0.158569990471591
RADM2,1008515840,300.50,0.145880640900486
RADM2,1077818112,300.50,0.135663924538676
RADM2,1144710656,300.50,0.127654234405306
RADM2,1209385472,300.50,0.120783341661657
RADM2,1272019456,300.50,0.114958556562961
RADM2,1332791424,300.50,0.109665714009832
RADM2,1391868160,300.50,0.105517324044957
RADM2,1449395200,300.50,0.101502084515204
RADM2,1505493760,300.50,0.0976302996780198
RADM2,1560279424,300.50,0.0944254952006673
RADM2,1613857792,300.50,0.0917437584235792
RADM2,1666320512,300.50,0.0891185458762322
RADM2,1717750528,300.50,0.0865552768347655
RADM2,1768207360,300.50,0.0840585864803067
RADM2,1817753472,300.50,0.0816318748708689
RADM2,1866441600,300.50,0.0792775151081671
RADM2,1914334336,300.50,0.0776006967018184
RADM2,1961462784,300.50,0.0760283710987686
RADM2,2007866368,300.50,0.0744760572657377
RADM2,2053581440,300.50,0.0729448793035381
RADM2,2098636544,300.50,0.0714370160248556
RADM2,2143060992,300.50,0.0699542992976809
RADM2,2186880512,300.50,0.0684982279230972
RADM2,2230124032,300.50,0.0670700231464316
RADM2,2272825088,300.50,0.0656706425350428
RADM2,2314998016,300.50,0.0643008077338969
RADM2,2356659968,300.50,0.0629610530378244
RADM2,2397831168,300.50,0.0616517045748388
RADM2,2438549760,300.50,0.0603729427561817
RADM2,2478810112,300.50,0.0592669871513074
RADM2,2518633728,300.50,0.0584580717166716
RADM2,2558032384,300.50,0.0576533230878251
RADM2,2597022208,300.50,0.0568535253597791
RADM2,2273250.5,301.00,0.140051567565358
RADM2,7005426,301.00,0.290916291056931
RADM2,11944721,301.00,0.384536541497837
RADM2,17065612,301.00,0.445001091531338
RADM2,22354396,301.00,0.487530849024864
RADM2,27802364,301.00,0.519272624899259
RADM2,33402938,301.00,0.543886657933257
RADM2,39151264,301.00,0.563434965350496
RADM2,45044748,301.00,0.579178427440041
RADM2,51082224,301.00,0.591937887595151
RADM2,57261800,301.00,0.602276895023124
RADM2,63574932,301.00,0.610604677930837
RADM2,70012944,301.00,0.617227435828482
RADM2,76569280,301.00,0.6223814241757
RADM2,83235776,301.00,0.626254492708256
RADM2,90002608,301.00,0.628999186069734
RADM2,96867632,301.00,0.630741681106883
RADM2,103835864,301.00,0.631585894694808
RADM2,110911296,301.00,0.631623753299948
RADM2,118087880,301.00,0.63093358315669
RADM2,125359720,301.00,0.629583107869536
