Mechanism,NOx.Emissions,Temperature,H2O2
RADM2,243181136,289.50,0.300175273526548
RADM2,249220896,289.50,0.295202445821374
RADM2,255270704,289.50,0.290234614119811
RADM2,261329440,289.50,0.285277412803708
RADM2,264361824,289.50,0.282804446527507
RADM2,325220480,289.50,0.235924224600836
RADM2,385894560,289.50,0.196440766431216
RADM2,445771968,289.50,0.167431263298212
RADM2,504510976,289.50,0.147060238986363
RADM2,561957824,289.50,0.13190683267883
RADM2,618070528,289.50,0.12046698361079
RADM2,672864768,289.50,0.111557985071897
RADM2,726392576,289.50,0.104373391873747
RADM2,778724928,289.50,0.0979747255547281
RADM2,829934720,289.50,0.0930932622655867
RADM2,880093632,289.50,0.0884184322980097
RADM2,929267648,289.50,0.0844475531169842
RADM2,977521344,289.50,0.0811407746548198
RADM2,1024920768,289.50,0.0779394743188888
RADM2,1071523712,289.50,0.0748536094219432
RADM2,1117386240,289.50,0.0721487175558977
RADM2,1162550400,289.50,0.0700317304147546
RADM2,1207060352,289.50,0.0679599015951382
RADM2,1250948736,289.50,0.0659368323829845
RADM2,1294250240,289.50,0.0639664432533493
RADM2,1336995840,289.50,0.0620528975425749
RADM2,1379212160,289.50,0.0601958830004357
RADM2,1420923136,289.50,0.0583976894619198
RADM2,1462173056,289.50,0.057087345267659
RADM2,1502961792,289.50,0.0558738472156151
RADM2,1543309184,289.50,0.0546772870035905
RADM2,1583230208,289.50,0.0534993195577815
RADM2,1622741504,289.50,0.0523413291875219
RADM2,1661855744,289.50,0.051204443463071
RADM2,1700593024,289.50,0.0500895713795302
RADM2,1738961536,289.50,0.0489974311124186
RADM2,1776974848,289.50,0.0479291883959121
RADM2,1814644480,289.50,0.0468854191582047
RADM2,1851988992,289.50,0.0458655405322084
RADM2,1889010048,289.50,0.0448696704791196
RADM2,1925720192,289.50,0.0438978124683853
RADM2,1962119936,289.50,0.0429498797638317
RADM2,1998215296,289.50,0.0420257127708989
RADM2,2034011904,289.50,0.041237891573731
RADM2,2069521152,289.50,0.0406253815310453
RADM2,1775524.875,289.00,0.105175486375675
RADM2,5451009.5,289.00,0.207616965286483
RADM2,9263621,289.00,0.269269079256063
RADM2,13194014,289.00,0.308412739791208
RADM2,17232150,289.00,0.335588362654349
RADM2,21370978,289.00,0.355563412046678
RADM2,25605194,289.00,0.370768304946978
RADM2,29929676,289.00,0.382582382441043
RADM2,34339944,289.00,0.391843529845559
RADM2,38831888,289.00,0.399096200531801
RADM2,43401884,289.00,0.404715011503853
RADM2,48046680,289.00,0.408970690646271
RADM2,52763032,289.00,0.412065381816262
RADM2,57548124,289.00,0.41415518237109
RADM2,62399076,289.00,0.415364881378721
RADM2,67313704,289.00,0.41579720222451
RADM2,72289752,289.00,0.415538353726319
RADM2,77325936,289.00,0.414663248182734
RADM2,82421376,289.00,0.413233613993924
RADM2,87574672,289.00,0.411680578515927
RADM2,92784168,289.00,0.409683370561353
RADM2,98046672,289.00,0.407280847936065
RADM2,103358248,289.00,0.404510425155991
RADM2,108714880,289.00,0.401405075844963
RADM2,114113312,289.00,0.397995608691915
RADM2,119550896,289.00,0.394310251117247
RADM2,125025464,289.00,0.390374926828585
RADM2,130534424,289.00,0.386213616643261
RADM2,136076944,289.00,0.381848386243888
RADM2,141650928,289.00,0.377467251899688
RADM2,147255824,289.00,0.373188563385085
RADM2,152890768,289.00,0.368756275515025
RADM2,158554608,289.00,0.364186930612576
RADM2,164246048,289.00,0.359495627710871
RADM2,169964624,289.00,0.354695356419299
RADM2,175708752,289.00,0.349799078591673
RADM2,181477536,289.00,0.344818978925687
RADM2,187269728,289.00,0.339766631496374
RADM2,193084352,289.00,0.334652805467073
RADM2,198920960,289.00,0.32948777040076
RADM2,204777392,289.00,0.3242811297266
RADM2,210651808,289.00,0.319436116447136
RADM2,216543184,289.00,0.314588105565505
RADM2,222451056,289.00,0.309713116264376
RADM2,228374000,289.00,0.304818392748984
RADM2,234309776,289.00,0.299910790646507
RADM2,240257776,289.00,0.294996860272789
RADM2,246217312,289.00,0.290082818876769
RADM2,252186672,289.00,0.285174550640477
RADM2,258164736,289.00,0.280277551167885
RADM2,261156816,289.00,0.277834921735831
RADM2,321200704,289.00,0.231713592757643
RADM2,381063456,289.00,0.192946048027665
RADM2,440149472,289.00,0.164630753474171
RADM2,498130080,289.00,0.144766892917758
RADM2,554856192,289.00,0.129942237525604
RADM2,610288192,289.00,0.11874880245788
RADM2,664439936,289.00,0.109953310345468
RADM2,717361472,289.00,0.102899216924968
RADM2,769122176,289.00,0.096603169907894
RADM2,819790976,289.00,0.0917835321634364
RADM2,869438912,289.00,0.0871685501557806
RADM2,918129856,289.00,0.0832466595657166
RADM2,965921920,289.00,0.0799817712060502
RADM2,1012883200,289.00,0.0768216115720755
RADM2,1059067456,289.00,0.0737753955148968
RADM2,1104529408,289.00,0.0710807870896168
RADM2,1149312256,289.00,0.0689896265115841
RADM2,1193455488,289.00,0.066944130794333
RADM2,1236993536,289.00,0.0649480677572534
RADM2,1279957504,289.00,0.0630035121296224
RADM2,1322377344,289.00,0.0611139333583921
RADM2,1364280192,289.00,0.0592812673949616
RADM2,1405692032,289.00,0.0575067181374234
RADM2,1446641280,289.00,0.0561650205510578
RADM2,1487147904,289.00,0.0549670899074872
RADM2,1527219200,289.00,0.0537860658789135
RADM2,1566875520,289.00,0.0526235548192755
RADM2,1606127488,289.00,0.0514808889962026
RADM2,1644992512,289.00,0.0503591682243787
RADM2,1683482880,289.00,0.0492592633349886
RADM2,1721607296,289.00,0.048181861278529
RADM2,1759381760,289.00,0.0471274824720425
RADM2,1796825472,289.00,0.0460973377525153
RADM2,1833948032,289.00,0.0450913889560312
RADM2,1870755328,289.00,0.0441091572989105
RADM2,1907250304,289.00,0.0431506427811534
RADM2,1943448320,289.00,0.0422157517276922
RADM2,1979344128,289.00,0.0413043141356262
RADM2,2014950528,289.00,0.0404578696933111
RADM2,2050269184,289.00,0.0398535163204095
RADM2,1810487.125,290.00,0.107486373968069
RADM2,5559591,290.00,0.212934295196199
RADM2,9449921,290.00,0.276795086850967
RADM2,13461705,290.00,0.317372989000475
RADM2,17584580,290.00,0.345456774297759
RADM2,21811454,290.00,0.366188218636765
RADM2,26136828,290.00,0.381983916719619
RADM2,30555258,290.00,0.394269672465697
RADM2,35062280,290.00,0.403913236191045
RADM2,39653856,290.00,0.41147849016987
RADM2,44326248,290.00,0.417355150439391
RADM2,49076132,290.00,0.421822965446239
RADM2,53900296,290.00,0.425091711830916
RADM2,58796016,290.00,0.42732359317732
RADM2,63760312,290.00,0.42864636840001
RADM2,68791032,290.00,0.429167451576618
RADM2,73886512,290.00,0.428975882593718
RADM2,79046224,290.00,0.428148710929221
RADM2,84268376,290.00,0.42675080136334
RADM2,89551176,290.00,0.424967339096582
RADM2,94891360,290.00,0.4229753769458
RADM2,100284744,290.00,0.4205644443811
RADM2,105726736,290.00,0.417774259631187
RADM2,111214256,290.00,0.414640155543822
RADM2,116744512,290.00,0.411192524474302
RADM2,122314888,290.00,0.407460482021449
RADM2,127923024,290.00,0.403470618026702
RADM2,133567648,290.00,0.399247412907755
RADM2,139246464,290.00,0.394813487458734
RADM2,144959456,290.00,0.390189769383653
RADM2,150705392,290.00,0.385690673843087
RADM2,156483120,290.00,0.381179088293493
RADM2,162291872,290.00,0.376524728062932
RADM2,168130528,290.00,0.371742803206843
RADM2,173998112,290.00,0.366847330290909
RADM2,179893392,290.00,0.361851631991428
RADM2,185814848,290.00,0.356770279985597
RADM2,191762208,290.00,0.351613127502759
RADM2,197733392,290.00,0.346391193506435
RADM2,203726464,290.00,0.34111494184863
RADM2,209739952,290.00,0.335794281269841
RADM2,215773568,290.00,0.330511257251587
RADM2,221825456,290.00,0.325555582492143
RADM2,227893696,290.00,0.320570514578122
RADM2,233977760,290.00,0.315563575270517
RADM2,240075952,290.00,0.310541814485532
RADM2,246186832,290.00,0.305511921316892
RADM2,252309344,290.00,0.300480251791413
RADM2,258442192,290.00,0.295452773357852
RADM2,264584256,290.00,0.290435175909209
RADM2,267658240,290.00,0.287931761766558
RADM2,329357536,290.00,0.240272635121386
RADM2,390870848,290.00,0.200051364362963
RADM2,451565632,290.00,0.170315289649281
RADM2,511088416,290.00,0.149411163996582
RADM2,569279296,290.00,0.133951447156555
RADM2,626094656,290.00,0.122239968147753
RADM2,681550784,290.00,0.113188916572859
RADM2,735702976,290.00,0.105866398980581
RADM2,788623616,290.00,0.0993585561048782
RADM2,840388096,290.00,0.0944149480819334
RADM2,891072896,290.00,0.0896799093319522
RADM2,940742016,290.00,0.0856547818783859
RADM2,989467648,290.00,0.0823059190246944
RADM2,1037314560,290.00,0.0790634224756559
RADM2,1084344704,290.00,0.0759374368941579
RADM2,1130615552,290.00,0.0732180427398532
RADM2,1176170112,290.00,0.0710752637300693
RADM2,1221051904,290.00,0.0689767548633924
RADM2,1265296384,290.00,0.0669274358156002
RADM2,1308939008,290.00,0.0649313103284754
RADM2,1352014208,290.00,0.0629913621263967
RADM2,1394548224,290.00,0.0611096589997473
RADM2,1436571648,290.00,0.0592874846438995
RADM2,1478115328,290.00,0.0580065613597913
RADM2,1519187584,290.00,0.0567773952853123
RADM2,1559810432,290.00,0.0555652121536632
RADM2,1600005120,290.00,0.0543717119938503
RADM2,1639780608,290.00,0.0531983242180178
RADM2,1679151232,290.00,0.0520462110908948
RADM2,1718132992,290.00,0.0509163163020521
RADM2,1756740992,290.00,0.0498098194634533
RADM2,1794988160,290.00,0.0487278793703805
RADM2,1832882816,290.00,0.0476698645834883
RADM2,1870452992,290.00,0.0466360214335104
RADM2,1907688448,290.00,0.0456264748205371
RADM2,1944613504,290.00,0.0446412455612499
RADM2,1981216384,290.00,0.0436802503889222
RADM2,2017509120,290.00,0.0427433262395471
RADM2,2053501824,290.00,0.0420116615107435
RADM2,2089199488,290.00,0.0413909496954634
RADM2,1828406.625,290.50,0.108683007038479
RADM2,5615266.5,290.50,0.215700568517718
RADM2,9545494,290.50,0.280677897590564
RADM2,13599104,290.50,0.321992210672306
RADM2,17765598,290.50,0.350601520038296
RADM2,22037806,290.50,0.371659120146361
RADM2,26410162,290.50,0.387761156517286
RADM2,30877026,290.50,0.400292354818532
RADM2,35433984,290.50,0.410135481132556
RADM2,40077056,290.50,0.41786546445266
RADM2,44802476,290.50,0.423878571131908
RADM2,49606776,290.50,0.428459517864965
RADM2,54486868,290.50,0.431821828295043
RADM2,59439916,290.50,0.434130786874931
RADM2,64463144,290.50,0.435516123165058
RADM2,69554488,290.50,0.436087499444682
RADM2,74712776,290.50,0.43593526011243
RADM2,79936856,290.50,0.435137065268876
RADM2,85225208,290.50,0.433759972384706
RADM2,90575096,290.50,0.431860547323026
RADM2,95982616,290.50,0.429863811213238
RADM2,101443048,290.50,0.427453322737747
RADM2,106952368,290.50,0.424656726449868
RADM2,112507752,290.50,0.421511325843227
RADM2,118106392,290.50,0.41804804062906
RADM2,123745448,290.50,0.414295875383885
RADM2,129423360,290.50,0.410281753016051
RADM2,135138160,290.50,0.406030431499005
RADM2,140888752,290.50,0.401564836938206
RADM2,146674528,290.50,0.396906119082274
RADM2,152494272,290.50,0.392193749698677
RADM2,158347232,290.50,0.387644555344124
RADM2,164232464,290.50,0.382949949528921
RADM2,170148656,290.50,0.378125308841959
RADM2,176094880,290.50,0.373184816382377
RADM2,182069424,290.50,0.368141905848773
RADM2,188072128,290.50,0.363009178272478
RADM2,194100800,290.50,0.357799678774029
RADM2,200153344,290.50,0.352524703872703
RADM2,206228144,290.50,0.347193884753239
RADM2,212325200,290.50,0.341816963622676
RADM2,218442176,290.50,0.33640334962115
RADM2,224577488,290.50,0.331282890009277
RADM2,230730288,290.50,0.32624322687802
RADM2,236898864,290.50,0.321180498863427
RADM2,243081568,290.50,0.316101866904006
RADM2,249277376,290.50,0.311014103360208
RADM2,255485296,290.50,0.305923592014423
RADM2,261703632,290.50,0.300836411337713
RADM2,267931552,290.50,0.295758251223077
RADM2,271048512,290.50,0.293224278191673
RADM2,333615968,290.50,0.244765763213195
RADM2,395996128,290.50,0.20378414233857
RADM2,457535552,290.50,0.17328737056399
RADM2,517868384,290.50,0.151822887595188
RADM2,576826816,290.50,0.136044203680186
RADM2,634366848,290.50,0.124088642139419
RADM2,690506432,290.50,0.114848353049979
RADM2,745300416,290.50,0.107379528879736
RADM2,798826560,290.50,0.100755674636854
RADM2,851161536,290.50,0.0957496096298804
RADM2,902383424,290.50,0.0909540012750121
RADM2,952561728,290.50,0.0868691507616148
RADM2,1001770048,290.50,0.0834780300440485
RADM2,1050075840,290.50,0.0801941221761915
RADM2,1097543552,290.50,0.0770279118267325
RADM2,1144228480,290.50,0.0742902336869911
RADM2,1190179968,290.50,0.0721207052412076
RADM2,1235438464,290.50,0.0699954122440616
RADM2,1280044160,290.50,0.0679197045827529
RADM2,1324034304,290.50,0.0658977247769421
RADM2,1367442176,290.50,0.0639325190010531
RADM2,1410293248,290.50,0.0620262174955144
RADM2,1452633472,290.50,0.0601819080681132
RADM2,1494480256,290.50,0.0589218465685271
RADM2,1535843584,290.50,0.0576767487936447
RADM2,1576748800,290.50,0.0564487033505312
RADM2,1617210368,290.50,0.0552412803001001
RADM2,1657246336,290.50,0.0540524049130742
RADM2,1696870656,290.50,0.0528849880554461
RADM2,1736098688,290.50,0.0517402648503307
RADM2,1774947840,290.50,0.0506199943073327
RADM2,1813427584,290.50,0.0495235207009781
RADM2,1851552768,290.50,0.0484512673037951
RADM2,1889344640,290.50,0.0474034561603887
RADM2,1926801920,290.50,0.0463802017625081
RADM2,1963932544,290.50,0.0453815630907517
RADM2,2000740992,290.50,0.0444074672867334
RADM2,2037233280,290.50,0.0434577582253404
RADM2,2073419520,290.50,0.0427796756352627
RADM2,2109307776,290.50,0.0421507169445778
RADM2,1846620.375,291.00,0.10990793691823
RADM2,5671880.5,291.00,0.21854652809683
RADM2,9642711,291.00,0.284644308123916
RADM2,13738923,291.00,0.32670802174728
RADM2,17949846,291.00,0.355853263522832
RADM2,22268298,291.00,0.377239933735396
RADM2,26688560,291.00,0.39365577464423
RADM2,31204870,291.00,0.406439076838794
RADM2,35812904,291.00,0.416487844212554
RADM2,40508620,291.00,0.424388246766938
RADM2,45288268,291.00,0.430543073415279
RADM2,50148304,291.00,0.435242120122581
RADM2,55085656,291.00,0.438702657534762
RADM2,60097620,291.00,0.441092717906599
RADM2,65181328,291.00,0.44254538922317
RADM2,70335160,291.00,0.443171138675424
RADM2,75558112,291.00,0.443062142529982
RADM2,80848664,291.00,0.442296671510078
RADM2,86204848,291.00,0.440943920265724
RADM2,91623216,291.00,0.439060898749233
RADM2,97099200,291.00,0.43692149898078
RADM2,102627992,291.00,0.434514230152061
RADM2,108206248,291.00,0.431714830551044
RADM2,113831208,291.00,0.428559909781967
RADM2,119499672,291.00,0.425083440669383
RADM2,125209336,291.00,0.421313511855814
RADM2,130958792,291.00,0.417277323805365
RADM2,136745984,291.00,0.413000023069543
RADM2,142570768,291.00,0.408504730042836
RADM2,148431792,291.00,0.403812816518467
RADM2,154328128,291.00,0.39894421099973
RADM2,160259056,291.00,0.394288379723662
RADM2,166223344,291.00,0.389554971613748
RADM2,172219952,291.00,0.384688947363543
RADM2,178247376,291.00,0.379704656605639
RADM2,184304992,291.00,0.374615671816514
RADM2,190390880,291.00,0.369434705049798
RADM2,196502736,291.00,0.364173829980885
RADM2,202639200,291.00,0.358844731707109
RADM2,208799760,291.00,0.35345987248192
RADM2,214982256,291.00,0.348027245911098
RADM2,221185088,291.00,0.34255628889035
RADM2,227407040,291.00,0.337182087806198
RADM2,233646256,291.00,0.33208824579134
RADM2,239901712,291.00,0.326970062136667
RADM2,246171728,291.00,0.32183480880299
RADM2,252455328,291.00,0.316689313661911
RADM2,258751024,291.00,0.311540043762548
RADM2,265057632,291.00,0.306393105331537
RADM2,271374016,291.00,0.301254327039757
RADM2,274535392,291.00,0.298689711852873
RADM2,337999136,291.00,0.249410797570349
RADM2,401274624,291.00,0.207737188562263
RADM2,463687008,291.00,0.176352280001346
RADM2,524856256,291.00,0.15429869881789
RADM2,584608768,291.00,0.13818998723103
RADM2,642896064,291.00,0.12597660414837
RADM2,699738880,291.00,0.116537945960005
RADM2,755195072,291.00,0.108914079144373
RADM2,809343040,291.00,0.102202538099228
RADM2,862263616,291.00,0.097098239171256
RADM2,914036672,291.00,0.0922417003890175
RADM2,964736384,291.00,0.0880914785561515
RADM2,1014438720,291.00,0.084657912624575
RADM2,1063212224,291.00,0.0813323852710823
RADM2,1111126016,291.00,0.0781261860760551
RADM2,1158233344,291.00,0.0753654916252344
RADM2,1204587520,291.00,0.0731687210819842
RADM2,1250229888,291.00,0.0710165398709606
RADM2,1295202816,291.00,0.0689143395127267
RADM2,1339544704,291.00,0.0668663735492458
RADM2,1383294464,291.00,0.0648757852994564
RADM2,1426475776,291.00,0.0629447674538319
RADM2,1469131392,291.00,0.0611127953797919
RADM2,1511272832,291.00,0.0598368785076353
RADM2,1552928640,291.00,0.0585759357685234
RADM2,1594112128,291.00,0.0573321008723315
RADM2,1634843904,291.00,0.0561071744620278
RADM2,1675142144,291.00,0.0549026622775894
RADM2,1715019008,291.00,0.0537198202588129
RADM2,1754498048,291.00,0.0525630372560926
RADM2,1793586944,291.00,0.0514278862551176
RADM2,1832300160,291.00,0.0503168028076484
RADM2,1870654208,291.00,0.0492302136556599
RADM2,1908666496,291.00,0.0481684032938023
RADM2,1946342528,291.00,0.0471314515193555
RADM2,1983683456,291.00,0.0461193687406602
RADM2,2020696576,291.00,0.0451321376104818
RADM2,2057387264,291.00,0.04418487450919
RADM2,2093766912,291.00,0.0435424300782028
RADM2,2129843712,291.00,0.0429051794093027
RADM2,1865129.75,291.50,0.111161600757637
RADM2,5729432.5,291.50,0.2214599198469
RADM2,9741587,291.50,0.288696927475129
RADM2,13881176,291.50,0.331523364316411
RADM2,18137392,291.50,0.361215168886986
