Mechanism,NOx.Emissions,Temperature,O3,VOCR,H2O2,OH,HO2,HCHO,RO2NO2,RONO2,HNO3
MOZART,460455712,288.00,53.0255165100098,27.9782657623291,0.104442933468452,0.21513060701351,9.96598897157197,3.32110117184925,0.695611290790765,1.2558223350112,0.724233728544021
MOZART,518584064,288.00,52.6316070556641,27.749792098999,0.0912666886510038,0.207317493792873,9.42547775939495,3.38683459055744,0.711480263593245,1.25696586472657,0.813593914461563
MOZART,576149376,288.00,52.0380516052246,27.5373649597168,0.0799574087495536,0.197830819651315,8.92627985416006,3.44032069499178,0.72232431147512,1.24396537515281,0.888534967824484
MOZART,632998272,288.00,51.3372573852539,27.3589706420898,0.0707558664436725,0.187569212006973,8.46236275497958,3.47088313645827,0.72843375775733,1.21937171471131,0.950396983334656
MOZART,689026560,288.00,50.5794219970703,27.2199115753174,0.0632607785600037,0.17670592636701,8.07576228112339,3.48112516590504,0.731641525142379,1.19180720847822,1.00318331419658
MOZART,744175296,288.00,49.7517395019531,27.091121673584,0.0567727635736315,0.166284426007281,7.69019310037367,3.47637496567188,0.733373806127702,1.15891773955212,1.04718467230924
MOZART,798422080,288.00,48.951587677002,26.9727745056152,0.0514814718632906,0.156493050397673,7.37497302810697,3.46072659418439,0.732819582793809,1.12306541844021,1.08276054788803
MOZART,851756992,288.00,48.0998153686523,26.8648643493652,0.04677737017178,0.147180417809853,7.066262072003,3.4372693580309,0.730543847637932,1.0888774326645,1.11123854562578
MOZART,904186176,288.00,47.3094749450684,26.7673568725586,0.0429219160213989,0.138480332344433,6.79093109870466,3.41810246773377,0.726980975418456,1.05415187690028,1.13377018884364
MOZART,955728768,288.00,46.4941177368164,26.6800975799561,0.0393732407788505,0.130441772834555,6.5480823888131,3.39399774951232,0.722462811797442,1.01932773333147,1.15133291789249
MOZART,1006393856,288.00,45.6997032165527,26.6028461456299,0.0364505960137596,0.12306216430006,6.30442616514348,3.36604588646594,0.71724820527308,0.984977099882656,1.16544873751678
MOZART,1056205184,288.00,44.9494857788086,26.5353488922119,0.0338247936604308,0.1163099429052,6.10858022151439,3.33538263674882,0.711532111008495,0.951606127230775,1.17737242177895
MOZART,1105186816,288.00,44.1965637207031,26.4772853851318,0.0313953620045826,0.1101559503878,5.91951314354855,3.30286775707123,0.70583450195727,0.9209359941309,1.18620724354201
MOZART,1153361920,288.00,43.4472503662109,26.4282684326172,0.029406369700391,0.104627576405242,5.73750812485341,3.26915339243783,0.700270508247058,0.891162033056503,1.19243970253535
MOZART,1200755712,288.00,42.7655334472656,26.3878955841064,0.027583166653522,0.0995508471664242,5.59292889779073,3.23473225982696,0.694457935601633,0.862400595380564,1.19647747265361
MOZART,1247392000,288.00,42.099781036377,26.3557529449463,0.0258810403663823,0.0948846510802175,5.44811374833531,3.19997650599646,0.688476553545314,0.834715185860091,1.19866161440996
MOZART,1293295104,288.00,41.4418907165527,26.3313884735107,0.0243863627208407,0.0905901533800567,5.3284824469424,3.16516701737157,0.682388923145538,0.808132727403432,1.19927912045625
MOZART,1338487296,288.00,40.7941856384277,26.3143672943115,0.0231016438617671,0.0866313856588696,5.22049894632892,3.13051429223776,0.676243172570423,0.782654829833973,1.19857213043417
MOZART,1382989952,288.00,40.1583251953125,26.3042335510254,0.021890029719418,0.0829758150752181,5.13010901120881,3.09617287364006,0.670076272246689,0.758263729583319,1.19674492538024
MOZART,1426830336,288.00,40,26.3005542755127,0.0207492079074001,0.0795933482425522,5.05395725269864,3.06225267365789,0.663916255305708,0.73506756237407,1.19396947884098
MOZART,1470024192,288.00,40,26.3028793334961,0.0197482776659319,0.0764577745733519,4.98337699231244,3.02884584080232,0.657787158075962,0.713572201327395,1.19039345047867
MOZART,1512588416,288.00,40,26.3286476135254,0.0188796426409121,0.0735456007617923,4.93547303720421,2.99601254916126,0.651706411058939,0.692959689629902,1.18614118527205
MOZART,1554544384,288.00,40,26.3665637969971,0.0180534094618157,0.0708357661806727,4.88684787081084,2.96379454312046,0.645687503464387,0.67320116148295,1.1813193756538
MOZART,1595908608,288.00,40,26.4361038208008,0.0172684921917465,0.0683095683425179,4.83758302513571,2.9322191341663,0.639740538321831,0.654264808996885,1.17651022257803
MOZART,1636698112,288.00,40,26.6872978210449,0.0165235793797569,0.0659502698762901,4.78775049120306,2.90130230951036,0.633873176170141,0.636117158947513,1.17156528922635
MOZART,1676937600,288.00,40,26.9358425140381,0.01592714848897,0.0637430646460713,4.73985824547829,2.87103985030512,0.628088581144937,0.618717244105227,1.1662251164779
MOZART,1716632832,288.00,40,27.1815242767334,0.0153548580100749,0.0616747253853571,4.71492029446852,2.84144885398518,0.622393914184727,0.602039418318157,1.16055476340193
MOZART,1755799552,288.00,40,27.4243125915527,0.0148060487481505,0.0597335088293668,4.68942983403164,2.812522881257,0.616791395735561,0.586049098139085,1.15460796479283
MOZART,1794450048,288.00,40,27.6641521453857,0.0142801855410046,0.0579087830205466,4.66342155863719,2.78425438260399,0.611282580109673,0.570713531988787,1.14843123899533
MOZART,1832595968,288.00,40,27.9010410308838,0.0137766482249946,0.056191078130546,4.63692799435034,2.75663269988513,0.605868355485484,0.556001022999908,1.14206510914983
MOZART,1870256512,288.00,40,28.1349220275879,0.0133696491377844,0.0545717374826442,4.60995391166064,2.72964872927162,0.600549943108319,0.541883315996472,1.13554587954923
MOZART,1907443456,288.00,40,28.3658638000488,0.0129849672680926,0.0530430530770211,4.58257216895408,2.70328270879361,0.595325566621341,0.528326604687379,1.12890219394757
MOZART,1944163584,288.00,40,28.5938396453857,0.0126128326533026,0.0515982215450444,4.55479317457153,2.67752198190863,0.590194559890733,0.515305353943063,1.12216158587586
MOZART,1980430336,288.00,40,28.8188762664795,0.0122530596780024,0.050230900304005,4.52664294936511,2.65235144958353,0.585156256782682,0.50286674824207,1.11534714797301
MOZART,2016249216,288.00,40,29.0410079956055,0.0119054063482671,0.0489354345619471,4.49814708050611,2.62775512460678,0.580209547074162,0.491147178482976,1.10847930834268
MOZART,2051636608,288.00,40,29.2602577209473,0.0115695846999997,0.0477066743585514,4.46932942044231,2.60371746385601,0.575352987475242,0.479861150814997,1.10157594157556
MOZART,2086596736,288.00,40,29.4766616821289,0.0112841255436869,0.0465398864737086,4.44021165321717,2.58030352640048,0.570584801629082,0.468988070601029,1.09465170261558
MOZART,1369522.625,288.50,40,31.5552768707275,0.0465514675418444,0.0278969538848551,6.10500539011127,0.570308578140555,0.00584915406040554,0.00953634914091506,0.000113845808865157
MOZART,4152808.5,288.50,40,31.5378074645996,0.0627403615172106,0.0300981231582918,7.08094693990802,0.574540970355031,0.0169773466118794,0.029070917548224,0.000387578641056208
MOZART,7011774.5,288.50,40,31.5133686065674,0.0790899984393079,0.0326983042421916,7.92857012682502,0.582878134647302,0.0282951717611724,0.0471977804061829,0.000739846714708364
MOZART,9959972,288.50,40,31.4808559417725,0.0950187359349819,0.0356920879841533,8.67002390020355,0.597054627959892,0.0402520829168029,0.0629811480745701,0.00118852334658054
MOZART,13003588,288.50,40,31.4400081634521,0.109660572289449,0.039043485648314,9.29505951374754,0.616573181400071,0.0529262675352804,0.0765267016422655,0.00174524381491709
MOZART,16145316,288.50,40,31.3914794921875,0.122544585590134,0.0427092917781001,9.80520612620106,0.640326625056531,0.0662413249252758,0.0883642603533019,0.00242105641090617
MOZART,19386512,288.50,40,31.3363609313965,0.133673017099767,0.0466467278215435,10.2211459782064,0.669665989327939,0.0800741001283356,0.0991111220871588,0.003225487802197
MOZART,22727806,288.50,40,31.2757740020752,0.143272907426883,0.050814766890811,10.5643436706937,0.711727621283131,0.0943014555332411,0.109285788751912,0.00416643976264286
MOZART,26169410,288.50,40,31.2107715606689,0.151613291365926,0.0551748757630661,10.8524413414135,0.758906437692275,0.108814492139064,0.119278684151958,0.00525020261640807
MOZART,29711222,288.50,40,31.1548137664795,0.158931784399741,0.0596911165244227,11.0986853388284,0.808563105358928,0.123520346728689,0.12953077499489,0.00648147507886776
MOZART,33352774,288.50,40,31.0980377197266,0.165417235464815,0.0643305666982869,11.3126964393362,0.860845561501122,0.138339506516871,0.140117861757716,0.00786349197562375
MOZART,37093216,288.50,40,31.0392913818359,0.171213113131508,0.0690635293095279,11.5014031284999,0.914230746662525,0.153202756036919,0.151189200048307,0.00939815499728658
MOZART,40931488,288.50,40,30.9789218902588,0.17642638738824,0.073863360089757,11.6698152877182,0.968474522800022,0.168048769344509,0.162856506058517,0.0110861085936276
MOZART,44866088,288.50,40,30.91721534729,0.181136272647819,0.0787061591573344,11.8215836425462,1.02337438523392,0.182823034489132,0.175204045715915,0.0129268366844126
MOZART,48895232,288.50,40,30.854398727417,0.185401138885766,0.0835761716994413,11.9593900754777,1.07899178480864,0.197475827357074,0.188360049779845,0.014918732915703
MOZART,53016992,288.50,40,30.7906475067139,0.189264479089069,0.0884407564544221,12.0852442636599,1.13520071121087,0.21196469579543,0.202476452271227,0.0170592567849681
MOZART,57228996,288.50,40.1392593383789,30.726131439209,0.192758073391808,0.0932910161881989,12.200644140814,1.19144039079089,0.226249852186555,0.217433709925885,0.0193449284369152
MOZART,61528840,288.50,40.4143600463867,30.6609573364258,0.19590555566662,0.0981117788466206,12.3067302876256,1.24755727970438,0.240296366138537,0.233243535596728,0.0217714856559637
MOZART,65913768,288.50,40.690975189209,30.5952377319336,0.198724522948446,0.102889519007585,12.4043744026414,1.30340649384664,0.254073817540501,0.249904680282853,0.0243340226441235
MOZART,70380824,288.50,40.9683799743652,30.5290546417236,0.201228339546944,0.10761243241994,12.4942469564848,1.35885114271872,0.267556143906944,0.267403821307965,0.0270482490571933
MOZART,74926912,288.50,41.2458953857422,30.4626941680908,0.20342728890288,0.112270314030737,12.5768666314752,1.41376266249438,0.280760498183596,0.285716866832431,0.029892421871125
MOZART,79548968,288.50,41.5228576660156,30.4105529785156,0.205329642177787,0.116853561874485,12.6526358834589,1.46802037193083,0.293949253826753,0.30480987178727,0.0328594616794131
MOZART,84243632,288.50,41.7986488342285,30.3581771850586,0.206942310509994,0.121352946680191,12.7218695647469,1.52205592574006,0.306825731488658,0.324640259119491,0.0359430089857948
MOZART,89007640,288.50,42.0726928710938,30.3056182861328,0.208271497270651,0.125760458904306,12.7848114039875,1.57568080805248,0.319376941559923,0.345157874503954,0.0391365273522126
MOZART,93837816,288.50,42.4060363769531,30.2529029846191,0.209323114397364,0.130069335835779,12.8416548228483,1.62856050867077,0.331593280611386,0.366306346366585,0.0424334144211169
MOZART,98730664,288.50,42.7637519836426,30.2000713348389,0.210103059949951,0.13427419712133,12.89254987491,1.68060854122132,0.343468420371806,0.388024196107395,0.0458270990599807
MOZART,103683152,288.50,43.1174011230469,30.1471424102783,0.210617481788411,0.138366572431485,12.9376162560924,1.73174596884706,0.354999057927685,0.41024611485696,0.0510537931375232
MOZART,108692032,288.50,43.4858131408691,30.0941467285156,0.210872944106377,0.142347600178526,12.9769493761867,1.78190084909602,0.36618483245654,0.432904101455023,0.056760957045654
MOZART,113754152,288.50,43.8505897521973,30.0410995483398,0.210876524575632,0.146216358790606,13.0106272977493,1.83100912209966,0.377027797870966,0.455928517162363,0.0628316287887287
MOZART,118866776,288.50,44.2095527648926,29.9880275726318,0.210814615764221,0.1501268456338,13.0387142055488,1.87901449955064,0.387645693322725,0.479249140372673,0.069265121416251
MOZART,124026936,288.50,44.5637512207031,29.9349555969238,0.210604991779384,0.153918083790547,13.0612690801835,1.92586702141284,0.398291233327797,0.502795416412738,0.0760589646819909
MOZART,129231944,288.50,44.9284439086914,29.8818912506104,0.210178097148628,0.157591292988292,13.0783370244636,1.97152649761279,0.408617861769045,0.526499066566544,0.0832099458780711
MOZART,134479312,288.50,45.2858963012695,29.8288497924805,0.209541328732854,0.161146784935159,13.0899622738379,2.01595939941512,0.418630186072022,0.550292977852251,0.0907131661453953
MOZART,139766784,288.50,45.6357231140137,29.7758598327637,0.208702610748901,0.164584979759491,13.0961890637549,2.05913885942266,0.428334312463363,0.574112146711769,0.0985625123184342
MOZART,145092112,288.50,45.9775695800781,29.7229290008545,0.207670283747241,0.167906555087645,13.0970633643868,2.10107997666853,0.437737290859275,0.597894289633416,0.106750691619695
MOZART,150453056,288.50,46.3111152648926,29.6700668334961,0.206453118489769,0.171112676436956,13.0926320132674,2.14423945266162,0.446847170376685,0.621580176218828,0.11526939125428
MOZART,155847840,288.50,46.637508392334,29.6172885894775,0.205060246560862,0.17420479392783,13.0932183498023,2.18624962577962,0.455672416466157,0.645113518160656,0.12410927840989
MOZART,161274736,288.50,46.9701080322266,29.573205947876,0.2036620871948,0.177184642283744,13.0933259026578,2.227095619034,0.464222521534552,0.668442634577104,0.133260472101604
MOZART,166731808,288.50,47.2935333251953,29.5331993103027,0.202287936401646,0.18005406464839,13.0892519045744,2.26676055703479,0.472505756743402,0.691515511519469,0.142711120698635
MOZART,172217744,288.50,47.607593536377,29.4932537078857,0.200767333313756,0.182814971928097,13.0810327847453,2.30524044297908,0.480532058588778,0.71428746251101,0.152449872170557
MOZART,177730752,288.50,47.9120979309082,29.4533863067627,0.1991085074593,0.185469234371613,13.0687093091719,2.34253216824243,0.488708684631689,0.736838368098347,0.162464403041795
MOZART,183269904,288.50,48.2068901062012,29.4135971069336,0.197319799388751,0.188018627359995,13.0523231112178,2.37863706509245,0.496671648253511,0.759470597522238,0.172741682069599
MOZART,188833696,288.50,48.491828918457,29.3738975524902,0.19540974394161,0.190464858511666,13.0319158242465,2.41356001851045,0.504391639566393,0.781721964937532,0.183267914732888
MOZART,194420912,288.50,48.7667999267578,29.3342895507812,0.193386806568441,0.192809527024829,13.007539489962,2.4473083559684,0.511876097064601,0.803557276274347,0.194029264877216
MOZART,200030336,288.50,49.0317192077637,29.2947864532471,0.191471713484326,0.195054096572417,12.9792452827071,2.47989295765194,0.519132403731248,0.824944612620726,0.205011646547959
MOZART,205661104,288.50,49.2913398742676,29.2553844451904,0.189618279411441,0.197199908854619,12.9470878462712,2.51132714623736,0.526168053571752,0.845855052666877,0.216200460312344
MOZART,211312176,288.50,49.5507202148438,29.2161026000977,0.187671503337761,0.19924831912415,12.9111252938907,2.54426035795063,0.532990096502317,0.86626283923863,0.227580815304051
MOZART,216982576,288.50,49.7998390197754,29.1769218444824,0.185638365790552,0.201200547108454,12.8714218103343,2.57670729197912,0.539605360394546,0.886144768674768,0.239137681878887
MOZART,222671136,288.50,50.0386772155762,29.1378726959229,0.18352580566372,0.203057785429922,12.8280424477323,2.60810906205222,0.546020562097738,0.90548085696085,0.250855891614776
MOZART,228377056,288.50,50.2672386169434,29.0989532470703,0.181340678584441,0.204821199605888,12.7810583297472,2.63847610426637,0.552242029883132,0.924253507061934,0.262720289967433
MOZART,231236416,288.50,50.3776664733887,29.0795402526855,0.180223044821126,0.205668069922817,12.7562379062529,2.65327471105081,0.555281876035707,0.933423560667279,0.268702421424294
MOZART,289139136,288.50,52.1126441955566,28.6991386413574,0.159411470135318,0.218767305703096,12.0908812475951,2.90350987697252,0.609143679941582,1.08645981100608,0.394973276307553
MOZART,347954016,288.50,53.045539855957,28.4007701873779,0.139851477620745,0.224572340975018,11.3709120244665,3.09942427278997,0.64930660848006,1.18772391921595,0.521480192361423
MOZART,407140192,288.50,53.3685874938965,28.1418285369873,0.122068688490629,0.223733669937019,10.687386739483,3.24369642257238,0.680019207610627,1.24318577654492,0.638467834157552
MOZART,466284736,288.50,53.2635879516602,27.8969287872314,0.106522658749331,0.219321224593019,10.0578772740945,3.35093908176987,0.701677160819258,1.26606869432777,0.74395878346678
MOZART,525068832,288.50,52.8562316894531,27.6673202514648,0.0930700030932208,0.211176386165184,9.51249929520559,3.41598638264884,0.717509274217321,1.26688814994225,0.835264635234978
MOZART,583271360,288.50,52.2477340698242,27.4539756774902,0.0815291653633032,0.20145742170817,9.00969663458762,3.47006223755386,0.728297422369906,1.25259447258941,0.911723918584073
MOZART,640735552,288.50,51.5313720703125,27.2831249237061,0.0721132251135792,0.190881395433808,8.53836792935603,3.49993545256666,0.734328708951182,1.22775578592638,0.97473218385602
MOZART,697357696,288.50,50.7587547302246,27.1433944702148,0.0644803793692361,0.179717650266795,8.14984711661193,3.50953555106059,0.737461314237464,1.19901943929079,1.02826269721135
MOZART,753079872,288.50,49.9174423217773,27.0140628814697,0.0578800479766883,0.169152425356575,7.75833130378656,3.50419004924163,0.739090677548404,1.16502352209835,1.07291131534737
MOZART,807879296,288.50,49.1026229858398,26.8952903747559,0.0524672354174083,0.159121427514321,7.44283194104023,3.48798590010801,0.738427874402703,1.12881592961855,1.10892495186476
MOZART,861745280,288.50,48.2397689819336,26.7870674133301,0.0476907680013738,0.149593147114394,7.12956039691792,3.46401485273873,0.736040783877456,1.09409725723708,1.13767184561908
MOZART,914687232,288.50,47.4360771179199,26.6893615722656,0.0437473807179956,0.140701361152351,6.85424677085433,3.44470985069734,0.732365501576737,1.05852915321947,1.16033804786753
MOZART,966721344,288.50,46.6078948974609,26.6020088195801,0.0401198137212067,0.13249359834093,6.60795463486297,3.42008599218957,0.72773631565326,1.0229407321205,1.17792664511285
MOZART,1017862528,288.50,45.8061866760254,26.524772644043,0.0371606669047342,0.124964790034973,6.36084370939094,3.39164474283393,0.722412796250183,0.987892434523019,1.19182197444445
MOZART,1068134464,288.50,45.044548034668,26.4573879241943,0.0344760817116985,0.118080987153955,6.16571941072785,3.36051741989252,0.716590564664443,0.954897272364974,1.20366272504668
MOZART,1117560192,288.50,44.280689239502,26.3995170593262,0.0319933454728805,0.111910060753874,5.9740788704854,3.32756289189717,0.710851433272097,0.923649379203084,1.21235754768634
MOZART,1166164864,288.50,43.520923614502,26.3507823944092,0.0299848028351146,0.106274628583047,5.79231627939603,3.2934301952281,0.705191960381768,0.893348728325805,1.21840515454608
MOZART,1213975936,288.50,42.8360290527344,26.310754776001,0.0281210298103129,0.101101818702955,5.64589390864012,3.25861093664059,0.699287405758753,0.864107452258622,1.22222254539395
MOZART,1261015296,288.50,42.1611328125,26.2790279388428,0.0263815913559284,0.096349204927338,5.4991948494898,3.22347526449107,0.693218260572337,0.835984947933355,1.22415821923738
MOZART,1307309568,288.50,41.4945259094238,26.2551441192627,0.0248749441184026,0.0919766921046034,5.38027782048811,3.18830251089253,0.687046530778446,0.809004307988914,1.22450594108869
MOZART,1352882304,288.50,40.8385238647461,26.2386341094971,0.0235615971178049,0.0879471801916616,5.27101886443893,3.1533020639074,0.680820122500592,0.783163645046159,1.22351295761547
