Mechanism,NOx.Emissions,Temperature,HCHO
RADM2,141650928,289.00,3.51135831522242
RADM2,147255824,289.00,3.55385965100652
RADM2,152890768,289.00,3.59469698452131
RADM2,158554608,289.00,3.63623597898766
RADM2,164246048,289.00,3.67633745668172
RADM2,169964624,289.00,3.71498742879339
RADM2,175708752,289.00,3.75224740167823
RADM2,181477536,289.00,3.78817466284431
RADM2,187269728,289.00,3.82282472344286
RADM2,193084352,289.00,3.85624998600065
RADM2,198920960,289.00,3.88849974441996
RADM2,204777392,289.00,3.91962151624625
RADM2,210651808,289.00,3.94965971040051
RADM2,216543184,289.00,3.97865651535767
RADM2,222451056,289.00,4.00665189914662
RADM2,228374000,289.00,4.03368360935019
RADM2,234309776,289.00,4.05978850537281
RADM2,240257776,289.00,4.08500122617284
RADM2,246217312,289.00,4.10935419026259
RADM2,252186672,289.00,4.13287848388677
RADM2,258164736,289.00,4.1556025287548
RADM2,261156816,289.00,4.16667322866715
RADM2,321200704,289.00,4.35216751526468
RADM2,381063456,289.00,4.48225900839816
RADM2,440149472,289.00,4.57117987906486
RADM2,498130080,289.00,4.62918769983389
RADM2,554856192,289.00,4.66405980503737
RADM2,610288192,289.00,4.68176830636935
RADM2,664439936,289.00,4.68684691057319
RADM2,717361472,289.00,4.68593475133616
RADM2,769122176,289.00,4.6795749497619
RADM2,819790976,289.00,4.66777105856409
RADM2,869438912,289.00,4.65194061050056
RADM2,918129856,289.00,4.6331374292663
RADM2,965921920,289.00,4.61215154956562
RADM2,1012883200,289.00,4.58957760685053
RADM2,1059067456,289.00,4.56586413122295
RADM2,1104529408,289.00,4.54155690832181
RADM2,1149312256,289.00,4.5185810648718
RADM2,1193455488,289.00,4.4950647648534
RADM2,1236993536,289.00,4.4711834235045
RADM2,1279957504,289.00,4.44707382030174
RADM2,1322377344,289.00,4.42284697754758
RADM2,1364280192,289.00,4.39859038081636
RADM2,1405692032,289.00,4.37437019940035
RADM2,1446641280,289.00,4.35026725753573
RADM2,1487147904,289.00,4.32630686830748
RADM2,1527219200,289.00,4.3025116802653
RADM2,1566875520,289.00,4.27891055920782
RADM2,1606127488,289.00,4.25552304506027
RADM2,1644992512,289.00,4.23236468094501
RADM2,1683482880,289.00,4.20944701318149
RADM2,1721607296,289.00,4.1867789235539
RADM2,1759381760,289.00,4.16436929384645
RADM2,1796825472,289.00,4.14221945632676
RADM2,1833948032,289.00,4.12035339181216
RADM2,1870755328,289.00,4.09875422491268
RADM2,1907250304,289.00,4.07742195562832
RADM2,1943448320,289.00,4.05635480760225
RADM2,1979344128,289.00,4.03555189265603
RADM2,2014950528,289.00,4.01501143443284
RADM2,2050269184,289.00,3.9947307683974
RADM2,1810487.125,290.00,0.972261715581624
RADM2,5559591,290.00,1.14346088153638
RADM2,9449921,290.00,1.30166388778719
RADM2,13461705,290.00,1.44540734936527
RADM2,17584580,290.00,1.58355861756831
RADM2,21811454,290.00,1.71407088522813
RADM2,26136828,290.00,1.83747494997277
RADM2,30555258,290.00,1.95470217789762
RADM2,35062280,290.00,2.06635708543956
RADM2,39653856,290.00,2.17286344472711
RADM2,44326248,290.00,2.27456853352237
RADM2,49076132,290.00,2.37174813122465
RADM2,53900296,290.00,2.46464182396267
RADM2,58796016,290.00,2.55345700139742
RADM2,63760312,290.00,2.63837973690784
RADM2,68791032,290.00,2.71960343134481
RADM2,73886512,290.00,2.79730905106135
RADM2,79046224,290.00,2.87164847456722
RADM2,84268376,290.00,2.9427871250931
RADM2,89551176,290.00,3.01088354248691
RADM2,94891360,290.00,3.07608338800947
RADM2,100284744,290.00,3.13852566158346
RADM2,105726736,290.00,3.1983324877416
RADM2,111214256,290.00,3.25562732328422
RADM2,116744512,290.00,3.31054517133111
RADM2,122314888,290.00,3.36320615801355
RADM2,127923024,290.00,3.41372041745558
RADM2,133567648,290.00,3.46219364288913
RADM2,139246464,290.00,3.50872575438643
RADM2,144959456,290.00,3.55341156499378
RADM2,150705392,290.00,3.59634100277617
RADM2,156483120,290.00,3.63759911081729
RADM2,162291872,290.00,3.67832231340515
RADM2,168130528,290.00,3.71881681004993
RADM2,173998112,290.00,3.75785358386338
RADM2,179893392,290.00,3.79549502937948
RADM2,185814848,290.00,3.83178777596527
RADM2,191762208,290.00,3.86679799291301
RADM2,197733392,290.00,3.90057941501709
RADM2,203726464,290.00,3.93318222435823
RADM2,209739952,290.00,3.96465171803584
RADM2,215773568,290.00,3.99503452541694
RADM2,221825456,290.00,4.02437327906568
RADM2,227893696,290.00,4.05270927927859
RADM2,233977760,290.00,4.0800807177277
RADM2,240075952,290.00,4.10652356563901
RADM2,246186832,290.00,4.13207201788168
RADM2,252309344,290.00,4.15675893705725
RADM2,258442192,290.00,4.18061540941039
RADM2,264584256,290.00,4.20367030073976
RADM2,267658240,290.00,4.21490620183818
RADM2,329357536,290.00,4.40362279974238
RADM2,390870848,290.00,4.53675452760649
RADM2,451565632,290.00,4.6284442944966
RADM2,511088416,290.00,4.68886618421038
RADM2,569279296,290.00,4.72575045762369
RADM2,626094656,290.00,4.74506212100323
RADM2,681550784,290.00,4.75136330280179
RADM2,735702976,290.00,4.74808903305757
RADM2,788623616,290.00,4.74124872695825
RADM2,840388096,290.00,4.72990047128974
RADM2,891072896,290.00,4.71434180582264
RADM2,940742016,290.00,4.69566074912109
RADM2,989467648,290.00,4.67467264897437
RADM2,1037314560,290.00,4.65199478938416
RADM2,1084344704,290.00,4.62809746082371
RADM2,1130615552,290.00,4.60335547458612
RADM2,1176170112,290.00,4.57802640241312
RADM2,1221051904,290.00,4.55272131105744
RADM2,1265296384,290.00,4.52854331811636
RADM2,1308939008,290.00,4.50410730934436
RADM2,1352014208,290.00,4.47952785975758
RADM2,1394548224,290.00,4.45489645173325
RADM2,1436571648,290.00,4.43030678809464
RADM2,1478115328,290.00,4.40579839278143
RADM2,1519187584,290.00,4.38141967151751
RADM2,1559810432,290.00,4.35720037827991
RADM2,1600005120,290.00,4.33316893477809
RADM2,1639780608,290.00,4.30934310458042
RADM2,1679151232,290.00,4.28574287170136
RADM2,1718132992,290.00,4.2623815588172
RADM2,1756740992,290.00,4.23926937997976
RADM2,1794988160,290.00,4.21641610515167
RADM2,1832882816,290.00,4.19382439886817
RADM2,1870452992,290.00,4.17152001830345
RADM2,1907688448,290.00,4.14948253535385
RADM2,1944613504,290.00,4.127713282287
RADM2,1981216384,290.00,4.1062122591029
RADM2,2017509120,290.00,4.08497813353392
RADM2,2053501824,290.00,4.06400868513401
RADM2,2089199488,290.00,4.04330302572475
RADM2,1828406.625,290.50,0.978833791798195
RADM2,5615266.5,290.50,1.15108123033281
RADM2,9545494,290.50,1.31037425354918
RADM2,13599104,290.50,1.45509693183499
RADM2,17765598,290.50,1.59447721692629
RADM2,22037806,290.50,1.72585268298775
RADM2,26410162,290.50,1.85005633035473
RADM2,30877026,290.50,1.96802174556865
RADM2,35433984,290.50,2.08035788595851
RADM2,40077056,290.50,2.18750106917298
RADM2,44802476,290.50,2.28979901706339
RADM2,49606776,290.50,2.38753150583193
RADM2,54486868,290.50,2.4809414522764
RADM2,59439916,290.50,2.57024290739594
RADM2,64463144,290.50,2.65561506118672
RADM2,69554488,290.50,2.73726508126515
RADM2,74712776,290.50,2.81537215762739
RADM2,79936856,290.50,2.89009594034439
RADM2,85225208,290.50,2.96159430313025
RADM2,90575096,290.50,3.03003200308183
RADM2,95982616,290.50,3.0955571439506
RADM2,101443048,290.50,3.15831027997149
RADM2,106952368,290.50,3.21842485995205
RADM2,112507752,290.50,3.27600790939186
RADM2,118106392,290.50,3.33120464546255
RADM2,123745448,290.50,3.38413563838458
RADM2,129423360,290.50,3.43491257659423
RADM2,135138160,290.50,3.48364159741266
RADM2,140888752,290.50,3.5304235090905
RADM2,146674528,290.50,3.57535401285247
RADM2,152494272,290.50,3.61852370289739
RADM2,158347232,290.50,3.66001828844276
RADM2,164232464,290.50,3.70022523732416
RADM2,170148656,290.50,3.7409342290573
RADM2,176094880,290.50,3.78018194524543
RADM2,182069424,290.50,3.81803122451174
RADM2,188072128,290.50,3.85454024254273
RADM2,194100800,290.50,3.8897596255083
RADM2,200153344,290.50,3.92374177593524
RADM2,206228144,290.50,3.95653998452872
RADM2,212325200,290.50,3.98820576563708
RADM2,218442176,290.50,4.01878308409209
RADM2,224577488,290.50,4.04831590472554
RADM2,230730288,290.50,4.07684419556631
RADM2,236898864,290.50,4.10440659237565
RADM2,243081568,290.50,4.13103906637957
RADM2,249277376,290.50,4.15677625653643
RADM2,255485296,290.50,4.18165102544776
RADM2,261703632,290.50,4.20569401526905
RADM2,267931552,290.50,4.22893453588813
RADM2,271048512,290.50,4.24026280754219
RADM2,333615968,290.50,4.4307828517276
RADM2,395996128,290.50,4.56560655948124
RADM2,457535552,290.50,4.65883465139427
RADM2,517868384,290.50,4.72059635825417
RADM2,576826816,290.50,4.75859618376262
RADM2,634366848,290.50,4.77879691374028
RADM2,690506432,290.50,4.78577932838675
RADM2,745300416,290.50,4.78300110628993
RADM2,798826560,290.50,4.77411843391451
RADM2,851161536,290.50,4.76302863816613
RADM2,902383424,290.50,4.74762762436853
RADM2,952561728,290.50,4.72901984238661
RADM2,1001770048,290.50,4.70803618313198
RADM2,1050075840,290.50,4.68530636510422
RADM2,1097543552,290.50,4.66131799825575
RADM2,1144228480,290.50,4.63643745618469
RADM2,1190179968,290.50,4.61094140646878
RADM2,1235438464,290.50,4.58504390010717
RADM2,1280044160,290.50,4.55911042251955
RADM2,1324034304,290.50,4.53449811033124
RADM2,1367442176,290.50,4.50972814647344
RADM2,1410293248,290.50,4.4848937896802
RADM2,1452633472,290.50,4.46009673638059
RADM2,1494480256,290.50,4.43537118144377
RADM2,1535843584,290.50,4.41076464241519
RADM2,1576748800,290.50,4.38631175825321
RADM2,1617210368,290.50,4.36204450338096
RADM2,1657246336,290.50,4.33798064136681
RADM2,1696870656,290.50,4.31414060031443
RADM2,1736098688,290.50,4.29053903516774
RADM2,1774947840,290.50,4.26718749224619
RADM2,1813427584,290.50,4.24409263288794
RADM2,1851552768,290.50,4.22126023025271
RADM2,1889344640,290.50,4.19871781787151
RADM2,1926801920,290.50,4.17644141492701
RADM2,1963932544,290.50,4.15443457413289
RADM2,2000740992,290.50,4.13269685139994
RADM2,2037233280,290.50,4.11122735854974
RADM2,2073419520,290.50,4.09002520740387
RADM2,2109307776,290.50,4.0690890656947
RADM2,1846620.375,291.00,0.985470927084009
RADM2,5671880.5,291.00,1.15879128514962
RADM2,9642711,291.00,1.31919264401148
RADM2,13738923,291.00,1.46491108132807
RADM2,17949846,291.00,1.60555713168975
RADM2,22268298,291.00,1.73781511403348
RADM2,26688560,291.00,1.86283855008185
RADM2,31204870,291.00,1.98156202557698
RADM2,35812904,291.00,2.09459916078458
RADM2,40508620,291.00,2.20239892989582
RADM2,45288268,291.00,2.30530972089582
RADM2,50148304,291.00,2.40361508474507
RADM2,55085656,291.00,2.4975599366428
RADM2,60097620,291.00,2.58736143621263
RADM2,65181328,291.00,2.67321009772559
RADM2,70335160,291.00,2.75530664950452
RADM2,75558112,291.00,2.83383516652691
RADM2,80848664,291.00,2.90896307042487
RADM2,86204848,291.00,2.98084068539595
RADM2,91623216,291.00,3.04963965191973
RADM2,97099200,291.00,3.11550962805995
RADM2,102627992,291.00,3.17859361054218
RADM2,108206248,291.00,3.2390217175049
RADM2,113831208,291.00,3.29692562139883
RADM2,119499672,291.00,3.35242056337393
RADM2,125209336,291.00,3.40564065837157
RADM2,130958792,291.00,3.45669892709566
RADM2,136745984,291.00,3.50570261709038
RADM2,142570768,291.00,3.55275320274018
RADM2,148431792,291.00,3.59794705140359
RADM2,154328128,291.00,3.64137542341325
RADM2,160259056,291.00,3.68312447207586
RADM2,166223344,291.00,3.72327479958301
RADM2,172219952,291.00,3.76368181065345
RADM2,178247376,291.00,3.80315690051702
RADM2,184304992,291.00,3.8412300007451
RADM2,190390880,291.00,3.87796017520259
RADM2,196502736,291.00,3.91340249095151
RADM2,202639200,291.00,3.94760890642942
RADM2,208799760,291.00,3.98062161011126
RADM2,214982256,291.00,4.01249922177271
RADM2,221185088,291.00,4.04328748260241
RADM2,227407040,291.00,4.07302902516449
RADM2,233646256,291.00,4.10176426157705
RADM2,239901712,291.00,4.12953227169055
RADM2,246171728,291.00,4.156369026731
RADM2,252455328,291.00,4.18230960974597
RADM2,258751024,291.00,4.20738643924778
RADM2,265057632,291.00,4.23163060148113
RADM2,271374016,291.00,4.25507140633385
RADM2,274535392,291.00,4.26649915397093
RADM2,337999136,291.00,4.45895587120049
RADM2,401274624,291.00,4.59559235110873
RADM2,463687008,291.00,4.69046534945505
RADM2,524856256,291.00,4.75365791174909
RADM2,584608768,291.00,4.79284789633994
RADM2,642896064,291.00,4.81400208585114
RADM2,699738880,291.00,4.82171369498019
RADM2,755195072,291.00,4.81946615948914
RADM2,809343040,291.00,4.80987116802112
RADM2,862263616,291.00,4.79760942084795
RADM2,914036672,291.00,4.78237982548535
RADM2,964736384,291.00,4.76385286773962
RADM2,1014438720,291.00,4.74287631391235
RADM2,1063212224,291.00,4.72009364926862
RADM2,1111126016,291.00,4.69600669461556
RADM2,1158233344,291.00,4.67098093537288
RADM2,1204587520,291.00,4.64530902632987
RADM2,1250229888,291.00,4.61920768302093
RADM2,1295202816,291.00,4.59284832388107
RADM2,1339544704,291.00,4.56636595203008
RADM2,1383294464,291.00,4.54123005866336
RADM2,1426475776,291.00,4.51619985852858
RADM2,1469131392,291.00,4.49116432932328
RADM2,1511272832,291.00,4.46620385119445
RADM2,1552928640,291.00,4.44135661581413
RADM2,1594112128,291.00,4.41665815031911
RADM2,1634843904,291.00,4.39213909686487
RADM2,1675142144,291.00,4.36782254809032
RADM2,1715019008,291.00,4.3437284880099
RADM2,1754498048,291.00,4.31987601245964
RADM2,1793586944,291.00,4.29626867415323
RADM2,1832300160,291.00,4.2729180194101
RADM2,1870654208,291.00,4.24982982138999
RADM2,1908666496,291.00,4.22703427815918
RADM2,1946342528,291.00,4.20450430027586
RADM2,1983683456,291.00,4.18224521681054
RADM2,2020696576,291.00,4.16025658367403
RADM2,2057387264,291.00,4.13853840086631
RADM2,2093766912,291.00,4.11708978020897
RADM2,2129843712,291.00,4.09590894534517
RADM2,1865129.75,291.50,0.992173343483671
RADM2,5729432.5,291.50,1.16659326643287
RADM2,9741587,291.50,1.32812216779854
RADM2,13881176,291.50,1.47485401669201
RADM2,18137392,291.50,1.61680469012992
RADM2,22503008,291.50,1.74996594992649
RADM2,26972126,291.50,1.8758299358268
RADM2,31538936,291.50,1.99533234379601
RADM2,36199140,291.50,2.10909134601422
RADM2,40948704,291.50,2.21756879525969
RADM2,45783812,291.50,2.32111330156215
RADM2,50700940,291.50,2.42001085837273
RADM2,55696960,291.50,2.51451259813962
RADM2,60769324,291.50,2.60483346004037
