Mechanism,NOx.Emissions,Temperature,OH
RADM2,1661855744,289.50,0.0935499101144613
RADM2,1700593024,289.50,0.0909541268256236
RADM2,1738961536,289.50,0.0884838534907784
RADM2,1776974848,289.50,0.0862303799328487
RADM2,1814644480,289.50,0.0839109868828319
RADM2,1851988992,289.50,0.0817517779275363
RADM2,1889010048,289.50,0.0797029475296633
RADM2,1925720192,289.50,0.0777504078372342
RADM2,1962119936,289.50,0.0758851531959537
RADM2,1998215296,289.50,0.0741018235813316
RADM2,2034011904,289.50,0.0723939679904417
RADM2,2069521152,289.50,0.0707583270405029
RADM2,1775524.875,289.00,0.0288595238201808
RADM2,5451009.5,289.00,0.0315779202103312
RADM2,9263621,289.00,0.0347660573561063
RADM2,13194014,289.00,0.0381564795222129
RADM2,17232150,289.00,0.0416672515175971
RADM2,21370978,289.00,0.0452525996817894
RADM2,25605194,289.00,0.0488843449227006
RADM2,29929676,289.00,0.052544669055252
RADM2,34339944,289.00,0.0562211139188556
RADM2,38831888,289.00,0.0599052464534885
RADM2,43401884,289.00,0.063590991738853
RADM2,48046680,289.00,0.0672738300071425
RADM2,52763032,289.00,0.0709501088522885
RADM2,57548124,289.00,0.0746168670471073
RADM2,62399076,289.00,0.0782719023059361
RADM2,67313704,289.00,0.081913398590136
RADM2,72289752,289.00,0.0855400955146815
RADM2,77325936,289.00,0.0891517084765023
RADM2,82421376,289.00,0.0927501890395088
RADM2,87574672,289.00,0.0963322168345479
RADM2,92784168,289.00,0.0998910427030958
RADM2,98046672,289.00,0.103422594110742
RADM2,103358248,289.00,0.10691875309372
RADM2,108714880,289.00,0.110373129635476
RADM2,114113312,289.00,0.113778710303207
RADM2,119550896,289.00,0.117128515545427
RADM2,125025464,289.00,0.120417971384221
RADM2,130534424,289.00,0.12365321711439
RADM2,136076944,289.00,0.126834401813734
RADM2,141650928,289.00,0.129959126684946
RADM2,147255824,289.00,0.133030291968837
RADM2,152890768,289.00,0.136049158050433
RADM2,158554608,289.00,0.139015874007532
RADM2,164246048,289.00,0.141932255878774
RADM2,169964624,289.00,0.144798452741957
RADM2,175708752,289.00,0.147614071573793
RADM2,181477536,289.00,0.150378245012545
RADM2,187269728,289.00,0.153130817488051
RADM2,193084352,289.00,0.155851040081235
RADM2,198920960,289.00,0.158521660425029
RADM2,204777392,289.00,0.161139764726093
RADM2,210651808,289.00,0.163702222350653
RADM2,216543184,289.00,0.166208979088603
RADM2,222451056,289.00,0.168660305990484
RADM2,228374000,289.00,0.171054603858092
RADM2,234309776,289.00,0.173388972450617
RADM2,240257776,289.00,0.175662761246753
RADM2,246217312,289.00,0.177876295507154
RADM2,252186672,289.00,0.180027203539566
RADM2,258164736,289.00,0.18211491613785
RADM2,261156816,289.00,0.183134770911399
RADM2,321200704,289.00,0.20006229745767
RADM2,381063456,289.00,0.210305975108585
RADM2,440149472,289.00,0.215568299430542
RADM2,498130080,289.00,0.216053710295691
RADM2,554856192,289.00,0.213205158822866
RADM2,610288192,289.00,0.208470949379126
RADM2,664439936,289.00,0.201837719172697
RADM2,717361472,289.00,0.195273593302236
RADM2,769122176,289.00,0.187867245631662
RADM2,819790976,289.00,0.180586258837281
RADM2,869438912,289.00,0.173658383137952
RADM2,918129856,289.00,0.166697466377416
RADM2,965921920,289.00,0.159863441928643
RADM2,1012883200,289.00,0.153681429561348
RADM2,1059067456,289.00,0.147876299421736
RADM2,1104529408,289.00,0.142292454945528
RADM2,1149312256,289.00,0.136961066945183
RADM2,1193455488,289.00,0.131893953224382
RADM2,1236993536,289.00,0.12709328218747
RADM2,1279957504,289.00,0.122554757683337
RADM2,1322377344,289.00,0.118437649011122
RADM2,1364280192,289.00,0.11456441806508
RADM2,1405692032,289.00,0.11088782751181
RADM2,1446641280,289.00,0.107399461231946
RADM2,1487147904,289.00,0.104090659160637
RADM2,1527219200,289.00,0.10095120946867
RADM2,1566875520,289.00,0.0979711917061671
RADM2,1606127488,289.00,0.0951414037071892
RADM2,1644992512,289.00,0.0924528127123868
RADM2,1683482880,289.00,0.0898968874059151
RADM2,1721607296,289.00,0.0874644323980989
RADM2,1759381760,289.00,0.0851475804469239
RADM2,1796825472,289.00,0.0830728511696556
RADM2,1833948032,289.00,0.0808666962602914
RADM2,1870755328,289.00,0.0788273187501097
RADM2,1907250304,289.00,0.0768947148251271
RADM2,1943448320,289.00,0.0750527434255008
RADM2,1979344128,289.00,0.0732919584398029
RADM2,2014950528,289.00,0.0716073793143035
RADM2,2050269184,289.00,0.0699935104992409
RADM2,1810487.125,290.00,0.0306286198931572
RADM2,5559591,290.00,0.0334666850980957
RADM2,9449921,290.00,0.0368307306582247
RADM2,13461705,290.00,0.040416770001302
RADM2,17584580,290.00,0.0441343298441654
RADM2,21811454,290.00,0.0479329100824995
RADM2,26136828,290.00,0.0517815940137296
RADM2,30555258,290.00,0.055660896491937
RADM2,35062280,290.00,0.0595572649899657
RADM2,39653856,290.00,0.0634614566842953
RADM2,44326248,290.00,0.0673669019873868
RADM2,49076132,290.00,0.0712686881081462
RADM2,53900296,290.00,0.0751628848136981
RADM2,58796016,290.00,0.0790463208126882
RADM2,63760312,290.00,0.0829169632260429
RADM2,68791032,290.00,0.0867730705540228
RADM2,73886512,290.00,0.0906141345768594
RADM2,79046224,290.00,0.0944421271872539
RADM2,84268376,290.00,0.0982562352335771
RADM2,89551176,290.00,0.102049811201259
RADM2,94891360,290.00,0.105809831111702
RADM2,100284744,290.00,0.109531266977332
RADM2,105726736,290.00,0.11320879943124
RADM2,111214256,290.00,0.116836580557958
RADM2,116744512,290.00,0.120409419739585
RADM2,122314888,290.00,0.123915431409806
RADM2,127923024,290.00,0.127361039466492
RADM2,133567648,290.00,0.130749049282765
RADM2,139246464,290.00,0.134077915870529
RADM2,144959456,290.00,0.137350525918067
RADM2,150705392,290.00,0.140568139810407
RADM2,156483120,290.00,0.14373174688203
RADM2,162291872,290.00,0.146843054751357
RADM2,168130528,290.00,0.149902266706296
RADM2,173998112,290.00,0.152908759330599
RADM2,179893392,290.00,0.15586140776451
RADM2,185814848,290.00,0.158783305514304
RADM2,191762208,290.00,0.161688899573929
RADM2,197733392,290.00,0.164540866283598
RADM2,203726464,290.00,0.167335600671087
RADM2,209739952,290.00,0.170072452215092
RADM2,215773568,290.00,0.172751597098467
RADM2,221825456,290.00,0.175370866916866
RADM2,227893696,290.00,0.177927524059804
RADM2,233977760,290.00,0.180421853130351
RADM2,240075952,290.00,0.182851902564597
RADM2,246186832,290.00,0.185216439082571
RADM2,252309344,290.00,0.187514364929572
RADM2,258442192,290.00,0.189744663666065
RADM2,264584256,290.00,0.191906440825257
RADM2,267658240,290.00,0.19296139664414
RADM2,329357536,290.00,0.210319229480144
RADM2,390870848,290.00,0.220506311777655
RADM2,451565632,290.00,0.225530084516611
RADM2,511088416,290.00,0.225391482821385
RADM2,569279296,290.00,0.222023869558483
RADM2,626094656,290.00,0.216532344897262
RADM2,681550784,290.00,0.209414110401498
RADM2,735702976,290.00,0.202172846064212
RADM2,788623616,290.00,0.194134001951264
RADM2,840388096,290.00,0.186569862207012
RADM2,891072896,290.00,0.179144893364125
RADM2,940742016,290.00,0.171734100464643
RADM2,989467648,290.00,0.164547778072448
RADM2,1037314560,290.00,0.158221715894011
RADM2,1084344704,290.00,0.152101448840439
RADM2,1130615552,290.00,0.146235522064005
RADM2,1176170112,290.00,0.140651433642308
RADM2,1221051904,290.00,0.135358006270528
RADM2,1265296384,290.00,0.130353396804971
RADM2,1308939008,290.00,0.125800967407975
RADM2,1352014208,290.00,0.121556559848184
RADM2,1394548224,290.00,0.117530632578675
RADM2,1436571648,290.00,0.113714390009324
RADM2,1478115328,290.00,0.110098806157047
RADM2,1519187584,290.00,0.106672327492442
RADM2,1559810432,290.00,0.103424708304978
RADM2,1600005120,290.00,0.100344937166343
RADM2,1639780608,290.00,0.0974227480372153
RADM2,1679151232,290.00,0.0946482746778249
RADM2,1718132992,290.00,0.0920110274321533
RADM2,1756740992,290.00,0.0896548460471713
RADM2,1794988160,290.00,0.0871423294851806
RADM2,1832882816,290.00,0.0848401549209156
RADM2,1870452992,290.00,0.0826616132856318
RADM2,1907688448,290.00,0.0805876565024115
RADM2,1944613504,290.00,0.0786094822048666
RADM2,1981216384,290.00,0.0767191824934017
RADM2,2017509120,290.00,0.0749111059641927
RADM2,2053501824,290.00,0.0731804889039442
RADM2,2089199488,290.00,0.0715229064125397
RADM2,1828406.625,290.50,0.0315411284872343
RADM2,5615266.5,290.50,0.034440020822181
RADM2,9545494,290.50,0.0378948649261239
RADM2,13599104,290.50,0.0415820196743126
RADM2,17765598,290.50,0.0454065496140188
RADM2,22037806,290.50,0.0493154948572484
RADM2,26410162,290.50,0.0532765224623387
RADM2,30877026,290.50,0.0572692257115245
RADM2,35433984,290.50,0.0612795269172225
RADM2,40077056,290.50,0.065297769903834
RADM2,44802476,290.50,0.0693171038688815
RADM2,49606776,290.50,0.0733324533909452
RADM2,54486868,290.50,0.0773397527118781
RADM2,59439916,290.50,0.0813358305403258
RADM2,64463144,290.50,0.0853186743260057
RADM2,69554488,290.50,0.0892869626975198
RADM2,74712776,290.50,0.0932412242034275
RADM2,79936856,290.50,0.0971823465342574
RADM2,85225208,290.50,0.101108662729169
RADM2,90575096,290.50,0.105009534054346
RADM2,95982616,290.50,0.108870804895172
RADM2,101443048,290.50,0.112688328178338
RADM2,106952368,290.50,0.116458383735141
RADM2,112507752,290.50,0.12017527272791
RADM2,118106392,290.50,0.123833560593256
RADM2,123745448,290.50,0.127419437306008
RADM2,129423360,290.50,0.130946048817505
RADM2,135138160,290.50,0.134412216057887
RADM2,140888752,290.50,0.137819090991961
RADM2,146674528,290.50,0.141169763595919
RADM2,152494272,290.50,0.14446504702139
RADM2,158347232,290.50,0.147706350731198
RADM2,164232464,290.50,0.150894623402245
RADM2,170148656,290.50,0.154029607536514
RADM2,176094880,290.50,0.157110191826779
RADM2,182069424,290.50,0.16013503457285
RADM2,188072128,290.50,0.163147869779862
RADM2,194100800,290.50,0.166124126716079
RADM2,200153344,290.50,0.169042500808812
RADM2,206228144,290.50,0.171902084038743
RADM2,212325200,290.50,0.174703120351359
RADM2,218442176,290.50,0.177442723058377
RADM2,224577488,290.50,0.180118615335234
RADM2,230730288,290.50,0.182730797181931
RADM2,236898864,290.50,0.185277045984013
RADM2,243081568,290.50,0.187756236881727
RADM2,249277376,290.50,0.190167123042574
RADM2,255485296,290.50,0.192508674474491
RADM2,261703632,290.50,0.194779901842995
RADM2,267931552,290.50,0.196979856471186
RADM2,271048512,290.50,0.19805286425624
RADM2,333615968,290.50,0.215628825016821
RADM2,395996128,290.50,0.225777743397861
RADM2,457535552,290.50,0.230668809790904
RADM2,517868384,290.50,0.23019710053071
RADM2,576826816,290.50,0.226554791094881
RADM2,634366848,290.50,0.22066449687462
RADM2,690506432,290.50,0.213293006303891
RADM2,745300416,290.50,0.20569779061487
RADM2,798826560,290.50,0.197329254173796
RADM2,851161536,290.50,0.189619736470741
RADM2,902383424,290.50,0.181935168970179
RADM2,952561728,290.50,0.174290784712636
RADM2,1001770048,290.50,0.167028229355187
RADM2,1050075840,290.50,0.16051993989661
RADM2,1097543552,290.50,0.154236391995861
RADM2,1144228480,290.50,0.148225588704129
RADM2,1190179968,290.50,0.142511043656028
RADM2,1235438464,290.50,0.137100929025434
RADM2,1280044160,290.50,0.132015248342429
RADM2,1324034304,290.50,0.127451367059987
RADM2,1367442176,290.50,0.123121185555825
RADM2,1410293248,290.50,0.11901756164813
RADM2,1452633472,290.50,0.115131022120421
RADM2,1494480256,290.50,0.111450752056028
RADM2,1535843584,290.50,0.107965177596758
RADM2,1576748800,290.50,0.104662799423321
RADM2,1617210368,290.50,0.10153256544982
RADM2,1657246336,290.50,0.0985633964853058
RADM2,1696870656,290.50,0.0957453585273722
RADM2,1736098688,290.50,0.0930681652079081
RADM2,1774947840,290.50,0.0905886964833874
RADM2,1813427584,290.50,0.0881063478468461
RADM2,1851552768,290.50,0.0857821368734253
RADM2,1889344640,290.50,0.0835761039368055
RADM2,1926801920,290.50,0.0814740392122634
RADM2,1963932544,290.50,0.0794685836775534
RADM2,2000740992,290.50,0.0775519988396693
RADM2,2037233280,290.50,0.0757200292050841
RADM2,2073419520,290.50,0.0739661221269179
RADM2,2109307776,290.50,0.0722865845415206
RADM2,1846620.375,291.00,0.0324723124637324
RADM2,5671880.5,291.00,0.0354331737291002
RADM2,9642711,291.00,0.0389803681412164
RADM2,13738923,291.00,0.0427709523885284
RADM2,17949846,291.00,0.0467049359256788
RADM2,22268298,291.00,0.0507268516471496
RADM2,26688560,291.00,0.0548028927739499
RADM2,31204870,291.00,0.05891169713515
RADM2,35812904,291.00,0.0630386923759253
RADM2,40508620,291.00,0.0671737784754128
RADM2,45288268,291.00,0.0713098064755377
RADM2,50148304,291.00,0.075441572205872
RADM2,55085656,291.00,0.0795648879355244
RADM2,60097620,291.00,0.083676623030722
RADM2,65181328,291.00,0.0877749140189808
RADM2,70335160,291.00,0.0918589003148264
RADM2,75558112,291.00,0.095930391180634
RADM2,80848664,291.00,0.0999883024142313
RADM2,86204848,291.00,0.104028554704944
RADM2,91623216,291.00,0.108036978885631
RADM2,97099200,291.00,0.112000334137261
RADM2,102627992,291.00,0.115915144236617
RADM2,108206248,291.00,0.119779389857154
RADM2,113831208,291.00,0.123586687758581
RADM2,119499672,291.00,0.127328716689225
RADM2,125209336,291.00,0.130998944330996
RADM2,130958792,291.00,0.134607955207602
RADM2,136745984,291.00,0.138154231436004
RADM2,142570768,291.00,0.141642950081573
RADM2,148431792,291.00,0.145075086926266
RADM2,154328128,291.00,0.14845194301269
RADM2,160259056,291.00,0.151774412807636
RADM2,166223344,291.00,0.155042875781865
RADM2,172219952,291.00,0.158256464573639
RADM2,178247376,291.00,0.161413823930243
RADM2,184304992,291.00,0.164515008061784
RADM2,190390880,291.00,0.167618333492617
RADM2,196502736,291.00,0.170665551461023
RADM2,202639200,291.00,0.173653097652361
RADM2,208799760,291.00,0.176581446405082
RADM2,214982256,291.00,0.1794466132762
RADM2,221185088,291.00,0.182247554721127
RADM2,227407040,291.00,0.184982766409346
RADM2,233646256,291.00,0.187650676247708
RADM2,239901712,291.00,0.190249942536025
RADM2,246171728,291.00,0.192779277784216
RADM2,252455328,291.00,0.19523759779011
RADM2,258751024,291.00,0.19762373703637
RADM2,265057632,291.00,0.199936679083461
RADM2,271374016,291.00,0.202175543017116
RADM2,274535392,291.00,0.203266914476467
RADM2,337999136,291.00,0.221062426176977
RADM2,401274624,291.00,0.231165780961717
RADM2,463687008,291.00,0.235914776212584
RADM2,524856256,291.00,0.235094983844913
RADM2,584608768,291.00,0.231167759630682
RADM2,642896064,291.00,0.224864912931264
RADM2,699738880,291.00,0.217232739500688
RADM2,755195072,291.00,0.209273272539293
RADM2,809343040,291.00,0.200565407923285
RADM2,862263616,291.00,0.192707449390289
RADM2,914036672,291.00,0.184755883552226
RADM2,964736384,291.00,0.176871985482253
RADM2,1014438720,291.00,0.169530744152137
RADM2,1063212224,291.00,0.162835660211767
RADM2,1111126016,291.00,0.156385375569418
RADM2,1158233344,291.00,0.150225887502256
RADM2,1204587520,291.00,0.144379015579003
RADM2,1250229888,291.00,0.138850072390305
RADM2,1295202816,291.00,0.13376467631037
RADM2,1339544704,291.00,0.129104802478082
RADM2,1383294464,291.00,0.124688318480989
RADM2,1426475776,291.00,0.12050565623492
RADM2,1469131392,291.00,0.116548196332604
RADM2,1511272832,291.00,0.112802406575675
RADM2,1552928640,291.00,0.109257194220655
RADM2,1594112128,291.00,0.10590005028498
RADM2,1634843904,291.00,0.102719204398815
RADM2,1675142144,291.00,0.0997031572428676
RADM2,1715019008,291.00,0.0968411752156305
RADM2,1754498048,291.00,0.0942802896842197
RADM2,1793586944,291.00,0.0915660166504566
RADM2,1832300160,291.00,0.0890780775964634
RADM2,1870654208,291.00,0.0867259551933647
RADM2,1908666496,291.00,0.0844902354460095
RADM2,1946342528,291.00,0.0823596155467496
RADM2,1983683456,291.00,0.0803263637788425
RADM2,2020696576,291.00,0.0783837242075008
RADM2,2057387264,291.00,0.0765265672011961
RADM2,2093766912,291.00,0.0747499935213614
RADM2,2129843712,291.00,0.0730486770248243
RADM2,1865129.75,291.50,0.0334221718226516
RADM2,5729432.5,291.50,0.0364547598379929
RADM2,9741587,291.50,0.0400873622762466
RADM2,13881176,291.50,0.0439837578793296
