Mechanism,NOx.Emissions,Temperature,O3,H2O2,OH,HO2,HCHO,RO2NO2,RONO2,HNO3
MCM,1257620.25,288.00,40,0.065889863010149,0.0253814117211768,4.39255749828948,0.632728147653694,0.00608105319571672,0.00793355745681845,9.74520621534539e-05
MCM,3812375.25,288.00,40,0.0775322792079258,0.0271249849973865,5.35370315787875,0.651967924092389,0.0179109366227337,0.0223665582582688,0.000342574438868398
MCM,6433517,288.00,40,0.0906074382189814,0.0292634026819588,6.237594208508,0.676774913888067,0.029704523563101,0.03447987034777,0.000665471855138683
MCM,9132058,288.00,40,0.102817004909994,0.031723721685608,6.95202012276908,0.705535241340982,0.0417295364929515,0.0447765505229292,0.00107353492415085
MCM,11912804,288.00,40,0.113293444070628,0.0344360465435924,7.50299909008101,0.736796235134562,0.0540794596604055,0.0540287259376271,0.00157148361164261
MCM,14777688,288.00,40,0.122099400035047,0.0373462654031098,7.92897865420361,0.769669217248747,0.0667843835788773,0.0628027560511946,0.00216360501563428
MCM,17727660,288.00,40,0.129543639704188,0.04041098984847,8.26722804797564,0.805787492286214,0.0798374630295307,0.0715001460815934,0.00285363724837617
MCM,20763094,288.00,40,0.135923550192985,0.0436023050618631,8.54352266016489,0.853041637327578,0.0932144986198757,0.0802681809908279,0.00364474683073324
MCM,23884058,288.00,40,0.141487210836289,0.0468923097780068,8.7751585511886,0.905530317396597,0.106893757734206,0.0892519738671105,0.00453946429057606
MCM,27090376,288.00,40,0.146445314208599,0.0502593978804824,8.97358402862647,0.960768020696889,0.120848997475775,0.098555011374124,0.0055396776575678
MCM,30381676,288.00,40,0.150875409388185,0.0536838368897508,9.14656631684219,1.01894870319086,0.135052566352378,0.108367620432759,0.00664644511302881
MCM,33757360,288.00,40,0.154867937918191,0.0571478831596327,9.29951948780428,1.07819175809709,0.149478235345057,0.11870923688484,0.00786013355097426
MCM,37216492,288.00,40,0.158487528656437,0.0606355853656655,9.43624692273382,1.13815001867579,0.164096888854992,0.12958623063497,0.00918047929343579
MCM,40758032,288.00,40,0.161782282015466,0.0641322661209393,9.55953372017149,1.20001319992014,0.178881853774016,0.141037237444408,0.0106065182678416
MCM,44380592,288.00,40,0.164787003487099,0.0676250030908106,9.6725743733983,1.26245447429341,0.19380506921518,0.153090637389219,0.012136829735665
MCM,48082756,288.00,40,0.167528532712957,0.0711022834034604,9.77869955148813,1.3252168251654,0.208841749449462,0.165769550863892,0.0137695167767848
MCM,51862672,288.00,40,0.170025965529064,0.0745540646362661,9.87576166677773,1.38817735084729,0.223964319312486,0.179087480955964,0.0155023199138737
MCM,55718552,288.00,40,0.172294609135371,0.0779716935006385,9.96462027474943,1.45122613925963,0.239149422487372,0.1930535731276,0.0173326318575473
MCM,59648308,288.00,40.190544128418,0.174345871073456,0.0813477703167503,10.0459319682389,1.51425272321148,0.254373022645638,0.207670255991665,0.019257604191858
MCM,63649668,288.00,40.4245872497559,0.176187398004402,0.0846760609221099,10.1201633878611,1.57713275772409,0.2696077805453,0.222929369408931,0.0212742115590636
MCM,67720200,288.00,40.6600303649902,0.177826295355565,0.0879514966715608,10.1877204589096,1.63975932832017,0.284831269681263,0.238820602183054,0.0233793175791197
MCM,71857624,288.00,40.8963966369629,0.179268100364283,0.0911700118069562,10.248921503142,1.70203073857067,0.300022368060482,0.255331783494128,0.0255697320955539
MCM,76059368,288.00,41.133186340332,0.180517351067166,0.0943283266167244,10.3040128512921,1.76384462591272,0.315159676134158,0.272486422314699,0.0278421903587844
MCM,80322784,288.00,41.3699378967285,0.181578030389318,0.0974239067782871,10.3531922618361,1.82510251356405,0.330222793554213,0.290190316221128,0.0301934414970173
MCM,84645240,288.00,41.6061820983887,0.182453774311142,0.10045479395147,10.3966219314189,1.88571025461215,0.345192707751352,0.308408049098929,0.0326202224953942
MCM,89024240,288.00,41.8414726257324,0.183224879712895,0.103419531239605,10.4344345663865,1.94557969734888,0.360051460868149,0.327101207231451,0.0358969035052503
MCM,93457096,288.00,42.0800666809082,0.183855305979641,0.106317034440518,10.4667437911266,2.00462779709198,0.374782371803661,0.346227352343575,0.0397665997353691
MCM,97941392,288.00,42.3692474365234,0.18432415316294,0.109146497178844,10.4936450154303,2.06277750436357,0.389370341524753,0.365762337084519,0.0438787409184904
MCM,102474432,288.00,42.6732521057129,0.184634682542928,0.111907336695916,10.5152215060245,2.11995287990874,0.403799521597747,0.385721649065474,0.0482340903329437
MCM,107053760,288.00,42.975715637207,0.184790432955495,0.114599261612398,10.5315495907421,2.17608842056904,0.418057172213437,0.406008171527361,0.0528327277760088
MCM,111677136,288.00,43.2745742797852,0.184795262425652,0.117221960220168,10.5430525421113,2.2311306135947,0.432132329919455,0.426576024503689,0.0576742473223923
MCM,116342352,288.00,43.5862350463867,0.184653181634076,0.119775269888898,10.5550498896712,2.28502794463736,0.446014974953002,0.447377246359792,0.0627572577238666
