Mechanism,Temperature,Max.NOx.Mixing.Ratio,Total.NOx.Emissions,Reaction,Rate,Net.Reaction.Rate
CB05,295,8.07721611817414e-10,114662816,C2O3 + NO2 = PAN,62114600,14568020
CB05,295,8.07721611817414e-10,114662816,CXO3 + NO2 = PANX,55726328,14568020
CB05,295,8.52809600715432e-10,120550520,HO2NO2 = HO2 + NO2,-254167968,15334460
CB05,295,8.52809600715432e-10,120550520,PAN = C2O3 + NO2,-52263080,15334460
CB05,295,8.52809600715432e-10,120550520,PANX = CXO3 + NO2,-46892240,15334460
CB05,295,8.52809600715432e-10,120550520,PAN = UNITY,-5280085.5,15334460
CB05,295,8.52809600715432e-10,120550520,PANX = UNITY,-4638575.5,15334460
CB05,295,8.52809600715432e-10,120550520,Others,-55637.8466796875,15334460
CB05,295,8.52809600715432e-10,120550520,HO2 + NO2 = HO2NO2,254409024,15334460
CB05,295,8.52809600715432e-10,120550520,C2O3 + NO2 = PAN,65398128,15334460
CB05,295,8.52809600715432e-10,120550520,CXO3 + NO2 = PANX,58824732,15334460
CB05,295,8.98706276064587e-10,126501400,HO2NO2 = HO2 + NO2,-266289920,16112275
CB05,295,8.98706276064587e-10,126501400,PAN = C2O3 + NO2,-54926536,16112275
CB05,295,8.98706276064587e-10,126501400,PANX = CXO3 + NO2,-49423536,16112275
CB05,295,8.98706276064587e-10,126501400,PAN = UNITY,-5548968.5,16112275
CB05,295,8.98706276064587e-10,126501400,PANX = UNITY,-4895151.5,16112275
CB05,295,8.98706276064587e-10,126501400,Others,-60368.015625,16112275
CB05,295,8.98706276064587e-10,126501400,HO2 + NO2 = HO2NO2,266543328,16112275
CB05,295,8.98706276064587e-10,126501400,C2O3 + NO2 = PAN,68724672,16112275
CB05,295,8.98706276064587e-10,126501400,CXO3 + NO2 = PANX,61988696,16112275
CB05,295,9.45411304797972e-10,132511872,HO2NO2 = HO2 + NO2,-278350912,16900194
CB05,295,9.45411304797972e-10,132511872,PAN = C2O3 + NO2,-57619916,16900194
CB05,295,9.45411304797972e-10,132511872,PANX = CXO3 + NO2,-52001068,16900194
CB05,295,9.45411304797972e-10,132511872,PAN = UNITY,-5820838,16900194
CB05,295,9.45411304797972e-10,132511872,PANX = UNITY,-5157195,16900194
CB05,295,9.45411304797972e-10,132511872,Others,-65288.5078125,16900194
CB05,295,9.45411304797972e-10,132511872,HO2 + NO2 = HO2NO2,278616512,16900194
CB05,295,9.45411304797972e-10,132511872,C2O3 + NO2 = PAN,72088584,16900194
CB05,295,9.45411304797972e-10,132511872,CXO3 + NO2 = PANX,65210296,16900194
CB05,295,9.92919857445429e-10,138578656,HO2NO2 = HO2 + NO2,-290329600,17694896
CB05,295,9.92919857445429e-10,138578656,PAN = C2O3 + NO2,-60335304,17694896
CB05,295,9.92919857445429e-10,138578656,PANX = CXO3 + NO2,-54614532,17694896
CB05,295,9.92919857445429e-10,138578656,PAN = UNITY,-6094999.5,17694896
CB05,295,9.92919857445429e-10,138578656,PANX = UNITY,-5423631,17694896
CB05,295,9.92919857445429e-10,138578656,Others,-70382.517578125,17694896
CB05,295,9.92919857445429e-10,138578656,HO2 + NO2 = HO2NO2,290607296,17694896
CB05,295,9.92919857445429e-10,138578656,C2O3 + NO2 = PAN,75479624,17694896
CB05,295,9.92919857445429e-10,138578656,CXO3 + NO2 = PANX,68476360,17694896
CB05,295,1.04123831778935e-09,144699024,HO2NO2 = HO2 + NO2,-302243712,18499732
CB05,295,1.04123831778935e-09,144699024,PAN = C2O3 + NO2,-63075540,18499732
CB05,295,1.04123831778935e-09,144699024,PANX = CXO3 + NO2,-57262964,18499732
CB05,295,1.04123831778935e-09,144699024,PAN = UNITY,-6371123.5,18499732
CB05,295,1.04123831778935e-09,144699024,PANX = UNITY,-5693616,18499732
CB05,295,1.04123831778935e-09,144699024,Others,-75668.091796875,18499732
CB05,295,1.04123831778935e-09,144699024,HO2 + NO2 = HO2NO2,302533536,18499732
CB05,295,1.04123831778935e-09,144699024,C2O3 + NO2 = PAN,78902080,18499732
CB05,295,1.04123831778935e-09,144699024,CXO3 + NO2 = PANX,71786704,18499732
CB05,295,1.09036801809737e-09,150870304,HO2NO2 = HO2 + NO2,-314070752,19309306
CB05,295,1.09036801809737e-09,150870304,PAN = C2O3 + NO2,-65828784,19309306
CB05,295,1.09036801809737e-09,150870304,PANX = CXO3 + NO2,-59932104,19309306
CB05,295,1.09036801809737e-09,150870304,PAN = UNITY,-6648352,19309306
CB05,295,1.09036801809737e-09,150870304,PANX = UNITY,-5965795.5,19309306
CB05,295,1.09036801809737e-09,150870304,Others,-81116.69140625,19309306
CB05,295,1.09036801809737e-09,150870304,HO2 + NO2 = HO2NO2,314372480,19309306
CB05,295,1.09036801809737e-09,150870304,C2O3 + NO2 = PAN,82340864,19309306
CB05,295,1.09036801809737e-09,150870304,CXO3 + NO2 = PANX,75122968,19309306
CB05,295,1.14031195597164e-09,157089776,HO2NO2 = HO2 + NO2,-325809792,20123064
CB05,295,1.14031195597164e-09,157089776,PAN = C2O3 + NO2,-68590696,20123064
CB05,295,1.14031195597164e-09,157089776,PANX = CXO3 + NO2,-62614624,20123064
CB05,295,1.14031195597164e-09,157089776,PAN = UNITY,-6926020.5,20123064
CB05,295,1.14031195597164e-09,157089776,PANX = UNITY,-6239025.5,20123064
CB05,295,1.14031195597164e-09,157089776,Others,-86724.759765625,20123064
CB05,295,1.14031195597164e-09,157089776,HO2 + NO2 = HO2NO2,326123168,20123064
CB05,295,1.14031195597164e-09,157089776,C2O3 + NO2 = PAN,85790464,20123064
CB05,295,1.14031195597164e-09,157089776,CXO3 + NO2 = PANX,78476240,20123064
CB05,295,1.19107401719276e-09,163355296,HO2NO2 = HO2 + NO2,-337449568,20937974
CB05,295,1.19107401719276e-09,163355296,PAN = C2O3 + NO2,-71353128,20937974
CB05,295,1.19107401719276e-09,163355296,PANX = CXO3 + NO2,-65300228,20937974
CB05,295,1.19107401719276e-09,163355296,PAN = UNITY,-7203422,20937974
CB05,295,1.19107401719276e-09,163355296,PANX = UNITY,-6512193,20937974
CB05,295,1.19107401719276e-09,163355296,Others,-92472.505859375,20937974
CB05,295,1.19107401719276e-09,163355296,HO2 + NO2 = HO2NO2,337774656,20937974
CB05,295,1.19107401719276e-09,163355296,C2O3 + NO2 = PAN,89240944,20937974
CB05,295,1.19107401719276e-09,163355296,CXO3 + NO2 = PANX,81833616,20937974
CB05,295,1.24265020495784e-09,169664352,HO2NO2 = HO2 + NO2,-348996384,21754966
CB05,295,1.24265020495784e-09,169664352,PAN = C2O3 + NO2,-74117040,21754966
CB05,295,1.24265020495784e-09,169664352,PANX = CXO3 + NO2,-67986992,21754966
CB05,295,1.24265020495784e-09,169664352,PAN = UNITY,-7480194,21754966
CB05,295,1.24265020495784e-09,169664352,PANX = UNITY,-6784566.5,21754966
CB05,295,1.24265020495784e-09,169664352,Others,-98367.8046875,21754966
CB05,295,1.24265020495784e-09,169664352,HO2 + NO2 = HO2NO2,349332608,21754966
CB05,295,1.24265020495784e-09,169664352,C2O3 + NO2 = PAN,92693120,21754966
CB05,295,1.24265020495784e-09,169664352,CXO3 + NO2 = PANX,85192616,21754966
CB05,295,1.2950504002518e-09,176014960,HO2NO2 = HO2 + NO2,-360450464,22574830
CB05,295,1.2950504002518e-09,176014960,PAN = C2O3 + NO2,-76878880,22574830
CB05,295,1.2950504002518e-09,176014960,PANX = CXO3 + NO2,-70669888,22574830
CB05,295,1.2950504002518e-09,176014960,PAN = UNITY,-7755925,22574830
CB05,295,1.2950504002518e-09,176014960,PANX = UNITY,-7055490.5,22574830
CB05,295,1.2950504002518e-09,176014960,Others,-104406.814453125,22574830
CB05,295,1.2950504002518e-09,176014960,HO2 + NO2 = HO2NO2,360798432,22574830
CB05,295,1.2950504002518e-09,176014960,C2O3 + NO2 = PAN,96143632,22574830
CB05,295,1.2950504002518e-09,176014960,CXO3 + NO2 = PANX,88547960,22574830
CB05,295,1.34828548326027e-09,182405440,HO2NO2 = HO2 + NO2,-371785632,23391490
CB05,295,1.34828548326027e-09,182405440,PAN = C2O3 + NO2,-79628512,23391490
CB05,295,1.34828548326027e-09,182405440,PANX = CXO3 + NO2,-73338032,23391490
CB05,295,1.34828548326027e-09,182405440,PAN = UNITY,-8029989.5,23391490
CB05,295,1.34828548326027e-09,182405440,PANX = UNITY,-7324162.5,23391490
CB05,295,1.34828548326027e-09,182405440,Others,-110553.208984375,23391490
CB05,295,1.34828548326027e-09,182405440,HO2 + NO2 = HO2NO2,372144896,23391490
CB05,295,1.34828548326027e-09,182405440,C2O3 + NO2 = PAN,99578728,23391490
CB05,295,1.34828548326027e-09,182405440,CXO3 + NO2 = PANX,91884936,23391490
CB05,295,1.40236056100917e-09,188834096,HO2NO2 = HO2 + NO2,-383003200,24206026
CB05,295,1.40236056100917e-09,188834096,PAN = C2O3 + NO2,-82365376,24206026
CB05,295,1.40236056100917e-09,188834096,PANX = CXO3 + NO2,-75989592,24206026
CB05,295,1.40236056100917e-09,188834096,PAN = UNITY,-8302070.5,24206026
CB05,295,1.40236056100917e-09,188834096,PANX = UNITY,-7590153,24206026
CB05,295,1.40236056100917e-09,188834096,Others,-116808.875,24206026
CB05,295,1.40236056100917e-09,188834096,HO2 + NO2 = HO2NO2,383373056,24206026
CB05,295,1.40236056100917e-09,188834096,C2O3 + NO2 = PAN,102998112,24206026
CB05,295,1.40236056100917e-09,188834096,CXO3 + NO2 = PANX,95201808,24206026
CB05,295,1.45728296097047e-09,195299232,HO2NO2 = HO2 + NO2,-394086848,25015558
CB05,295,1.45728296097047e-09,195299232,PAN = C2O3 + NO2,-85081984,25015558
CB05,295,1.45728296097047e-09,195299232,PANX = CXO3 + NO2,-78617032,25015558
CB05,295,1.45728296097047e-09,195299232,PAN = UNITY,-8571672,25015558
CB05,295,1.45728296097047e-09,195299232,PANX = UNITY,-7852884,25015558
CB05,295,1.45728296097047e-09,195299232,Others,-123148.4609375,25015558
CB05,295,1.45728296097047e-09,195299232,HO2 + NO2 = HO2NO2,394467520,25015558
CB05,295,1.45728296097047e-09,195299232,C2O3 + NO2 = PAN,106392520,25015558
CB05,295,1.45728296097047e-09,195299232,CXO3 + NO2 = PANX,98489048,25015558
CB05,295,1.51306212003988e-09,201799328,HO2NO2 = HO2 + NO2,-405047328,25823496
CB05,295,1.51306212003988e-09,201799328,PAN = C2O3 + NO2,-87782992,25823496
CB05,295,1.51306212003988e-09,201799328,PANX = CXO3 + NO2,-81223568,25823496
CB05,295,1.51306212003988e-09,201799328,PAN = UNITY,-8838718,25823496
CB05,295,1.51306212003988e-09,201799328,PANX = UNITY,-8112223,25823496
CB05,295,1.51306212003988e-09,201799328,Others,-129591.08203125,25823496
CB05,295,1.51306212003988e-09,201799328,HO2 + NO2 = HO2NO2,405438816,25823496
CB05,295,1.51306212003988e-09,201799328,C2O3 + NO2 = PAN,109768032,25823496
CB05,295,1.51306212003988e-09,201799328,CXO3 + NO2 = PANX,101751096,25823496
CB05,295,1.56970880738072e-09,208332576,HO2NO2 = HO2 + NO2,-415856192,26623130
CB05,295,1.56970880738072e-09,208332576,PAN = C2O3 + NO2,-90457024,26623130
CB05,295,1.56970880738072e-09,208332576,PANX = CXO3 + NO2,-83798304,26623130
CB05,295,1.56970880738072e-09,208332576,PAN = UNITY,-9102584,26623130
CB05,295,1.56970880738072e-09,208332576,PANX = UNITY,-8367536.5,26623130
CB05,295,1.56970880738072e-09,208332576,Others,-136090.7421875,26623130
CB05,295,1.56970880738072e-09,208332576,HO2 + NO2 = HO2NO2,416257760,26623130
CB05,295,1.56970880738072e-09,208332576,C2O3 + NO2 = PAN,113109552,26623130
CB05,295,1.56970880738072e-09,208332576,CXO3 + NO2 = PANX,104973488,26623130
CB05,295,1.62722413321603e-09,214897680,HO2NO2 = HO2 + NO2,-426525440,27419438
CB05,295,1.62722413321603e-09,214897680,PAN = C2O3 + NO2,-93106712,27419438
CB05,295,1.62722413321603e-09,214897680,PANX = CXO3 + NO2,-86343400,27419438
CB05,295,1.62722413321603e-09,214897680,PAN = UNITY,-9363175,27419438
CB05,295,1.62722413321603e-09,214897680,PANX = UNITY,-8618718,27419438
CB05,295,1.62722413321603e-09,214897680,PANX + OH = ALD2 + NO2,-103330.921875,27419438
CB05,295,1.62722413321603e-09,214897680,Others,-39332.84375,27419438
CB05,295,1.62722413321603e-09,214897680,HO2 + NO2 = HO2NO2,426937440,27419438
CB05,295,1.62722413321603e-09,214897680,C2O3 + NO2 = PAN,116421880,27419438
CB05,295,1.62722413321603e-09,214897680,CXO3 + NO2 = PANX,108160216,27419438
CB05,295,1.68561142821488e-09,221492736,HO2NO2 = HO2 + NO2,-437038688,28208304
CB05,295,1.68561142821488e-09,221492736,PAN = C2O3 + NO2,-95726272,28208304
CB05,295,1.68561142821488e-09,221492736,PANX = CXO3 + NO2,-88853056,28208304
CB05,295,1.68561142821488e-09,221492736,PAN = UNITY,-9620146,28208304
CB05,295,1.68561142821488e-09,221492736,PANX = UNITY,-8865403,28208304
CB05,295,1.68561142821488e-09,221492736,PANX + OH = ALD2 + NO2,-108234.5078125,28208304
CB05,295,1.68561142821488e-09,221492736,Others,-41048.56640625,28208304
CB05,295,1.68561142821488e-09,221492736,HO2 + NO2 = HO2NO2,437460576,28208304
CB05,295,1.68561142821488e-09,221492736,C2O3 + NO2 = PAN,119697080,28208304
CB05,295,1.68561142821488e-09,221492736,CXO3 + NO2 = PANX,111303336,28208304
CB05,295,1.74489178661474e-09,228116688,HO2NO2 = HO2 + NO2,-447385152,28987552
CB05,295,1.74489178661474e-09,228116688,PAN = C2O3 + NO2,-98311848,28987552
CB05,295,1.74489178661474e-09,228116688,PANX = CXO3 + NO2,-91323376,28987552
CB05,295,1.74489178661474e-09,228116688,PAN = UNITY,-9873140,28987552
CB05,295,1.74489178661474e-09,228116688,PANX = UNITY,-9107287,28987552
CB05,295,1.74489178661474e-09,228116688,PANX + OH = ALD2 + NO2,-113166.703125,28987552
CB05,295,1.74489178661474e-09,228116688,Others,-42763.50390625,28987552
CB05,295,1.74489178661474e-09,228116688,HO2 + NO2 = HO2NO2,447816928,28987552
CB05,295,1.74489178661474e-09,228116688,C2O3 + NO2 = PAN,122929832,28987552
CB05,295,1.74489178661474e-09,228116688,CXO3 + NO2 = PANX,114397720,28987552
CB05,295,1.80507553348974e-09,234768112,HO2NO2 = HO2 + NO2,-457554176,29754666
CB05,295,1.80507553348974e-09,234768112,PAN = C2O3 + NO2,-100857720,29754666
CB05,295,1.80507553348974e-09,234768112,PANX = CXO3 + NO2,-93748968,29754666
CB05,295,1.80507553348974e-09,234768112,PAN = UNITY,-10121689,29754666
CB05,295,1.80507553348974e-09,234768112,PANX = UNITY,-9343954,29754666
CB05,295,1.80507553348974e-09,234768112,PANX + OH = ALD2 + NO2,-118107.6875,29754666
CB05,295,1.80507553348974e-09,234768112,Others,-44473.0625,29754666
CB05,295,1.80507553348974e-09,234768112,HO2 + NO2 = HO2NO2,457994176,29754666
CB05,295,1.80507553348974e-09,234768112,C2O3 + NO2 = PAN,126112848,29754666
CB05,295,1.80507553348974e-09,234768112,CXO3 + NO2 = PANX,117436632,29754666
CB05,295,1.8661727718694e-09,241445936,HO2NO2 = HO2 + NO2,-467566048,30517728
CB05,295,1.8661727718694e-09,241445936,PAN = C2O3 + NO2,-103372920,30517728
CB05,295,1.8661727718694e-09,241445936,PANX = CXO3 + NO2,-96138528,30517728
CB05,295,1.8661727718694e-09,241445936,PAN = UNITY,-10366041,30517728
CB05,295,1.8661727718694e-09,241445936,PANX = UNITY,-9575674,30517728
CB05,295,1.8661727718694e-09,241445936,PANX + OH = ALD2 + NO2,-123095.53125,30517728
CB05,295,1.8661727718694e-09,241445936,Others,-46181.9140625,30517728
CB05,295,1.8661727718694e-09,241445936,HO2 + NO2 = HO2NO2,468015744,30517728
CB05,295,1.8661727718694e-09,241445936,C2O3 + NO2 = PAN,129258944,30517728
CB05,295,1.8661727718694e-09,241445936,CXO3 + NO2 = PANX,120431536,30517728
CB05,295,1.92820204247823e-09,248148992,HO2NO2 = HO2 + NO2,-477398240,31270570
CB05,295,1.92820204247823e-09,248148992,PAN = C2O3 + NO2,-105847608,31270570
CB05,295,1.92820204247823e-09,248148992,PANX = CXO3 + NO2,-98482720,31270570
CB05,295,1.92820204247823e-09,248148992,PAN = UNITY,-10605720,31270570
CB05,295,1.92820204247823e-09,248148992,PANX = UNITY,-9801984,31270570
CB05,295,1.92820204247823e-09,248148992,PANX + OH = ALD2 + NO2,-128090.6875,31270570
CB05,295,1.92820204247823e-09,248148992,Others,-47882.140625,31270570
CB05,295,1.92820204247823e-09,248148992,HO2 + NO2 = HO2NO2,477857440,31270570
CB05,295,1.92820204247823e-09,248148992,C2O3 + NO2 = PAN,132354856,31270570
CB05,295,1.92820204247823e-09,248148992,CXO3 + NO2 = PANX,123370408,31270570
CB05,295,1.99116256816012e-09,254875600,HO2NO2 = HO2 + NO2,-487035776,32008876
CB05,295,1.99116256816012e-09,254875600,PAN = C2O3 + NO2,-108275528,32008876
CB05,295,1.99116256816012e-09,254875600,PANX = CXO3 + NO2,-100775744,32008876
CB05,295,1.99116256816012e-09,254875600,PAN = UNITY,-10840348,32008876
CB05,295,1.99116256816012e-09,254875600,PANX = UNITY,-10022583,32008876
CB05,295,1.99116256816012e-09,254875600,PANX + OH = ALD2 + NO2,-133067.171875,32008876
CB05,295,1.99116256816012e-09,254875600,Others,-49568.04296875,32008876
CB05,295,1.99116256816012e-09,254875600,HO2 + NO2 = HO2NO2,487503520,32008876
CB05,295,1.99116256816012e-09,254875600,C2O3 + NO2 = PAN,135392304,32008876
CB05,295,1.99116256816012e-09,254875600,CXO3 + NO2 = PANX,126245544,32008876
CB05,295,2.05506833772517e-09,261624864,HO2NO2 = HO2 + NO2,-496474528,32732028
CB05,295,2.05506833772517e-09,261624864,PAN = C2O3 + NO2,-110654896,32732028
CB05,295,2.05506833772517e-09,261624864,PANX = CXO3 + NO2,-103015992,32732028
CB05,295,2.05506833772517e-09,261624864,PAN = UNITY,-11069659,32732028
CB05,295,2.05506833772517e-09,261624864,PANX = UNITY,-10237269,32732028
CB05,295,2.05506833772517e-09,261624864,PANX + OH = ALD2 + NO2,-138017.9375,32732028
CB05,295,2.05506833772517e-09,261624864,Others,-51236.921875,32732028
CB05,295,2.05506833772517e-09,261624864,HO2 + NO2 = HO2NO2,496949920,32732028
CB05,295,2.05506833772517e-09,261624864,C2O3 + NO2 = PAN,138368832,32732028
CB05,295,2.05506833772517e-09,261624864,CXO3 + NO2 = PANX,129054864,32732028
CB05,295,2.11992823295759e-09,268395520,HO2NO2 = HO2 + NO2,-505711296,33440258
CB05,295,2.11992823295759e-09,268395520,PAN = C2O3 + NO2,-112984080,33440258
CB05,295,2.11992823295759e-09,268395520,PANX = CXO3 + NO2,-105202176,33440258
CB05,295,2.11992823295759e-09,268395520,PAN = UNITY,-11293497,33440258
CB05,295,2.11992823295759e-09,268395520,PANX = UNITY,-10445932,33440258
CB05,295,2.11992823295759e-09,268395520,PANX + OH = ALD2 + NO2,-142935.140625,33440258
CB05,295,2.11992823295759e-09,268395520,Others,-52886.57421875,33440258
CB05,295,2.11992823295759e-09,268395520,HO2 + NO2 = HO2NO2,506193408,33440258
CB05,295,2.11992823295759e-09,268395520,C2O3 + NO2 = PAN,141282672,33440258
CB05,295,2.11992823295759e-09,268395520,CXO3 + NO2 = PANX,131796992,33440258
CB05,295,2.18575491039985e-09,275186656,HO2NO2 = HO2 + NO2,-514757600,34139288
CB05,295,2.18575491039985e-09,275186656,PAN = C2O3 + NO2,-115266536,34139288
CB05,295,2.18575491039985e-09,275186656,PANX = CXO3 + NO2,-107338184,34139288
CB05,295,2.18575491039985e-09,275186656,PAN = UNITY,-11511911,34139288
CB05,295,2.18575491039985e-09,275186656,PANX = UNITY,-10648683,34139288
CB05,295,2.18575491039985e-09,275186656,PANX + OH = ALD2 + NO2,-147836.609375,34139288
CB05,295,2.18575491039985e-09,275186656,Others,-54519.09765625,34139288
CB05,295,2.18575491039985e-09,275186656,HO2 + NO2 = HO2NO2,515247392,34139288
CB05,295,2.18575491039985e-09,275186656,C2O3 + NO2 = PAN,144139664,34139288
CB05,295,2.18575491039985e-09,275186656,CXO3 + NO2 = PANX,134477664,34139288
CB05,295,2.21903828645509e-09,278589664,HO2NO2 = HO2 + NO2,-519204416,34483644
CB05,295,2.21903828645509e-09,278589664,PAN = C2O3 + NO2,-116388072,34483644
CB05,295,2.21903828645509e-09,278589664,PANX = CXO3 + NO2,-108385424,34483644
CB05,295,2.21903828645509e-09,278589664,PAN = UNITY,-11618972,34483644
CB05,295,2.21903828645509e-09,278589664,PANX = UNITY,-10747738,34483644
CB05,295,2.21903828645509e-09,278589664,PANX + OH = ALD2 + NO2,-150271.796875,34483644
CB05,295,2.21903828645509e-09,278589664,Others,-55326.96875,34483644
CB05,295,2.21903828645509e-09,278589664,HO2 + NO2 = HO2NO2,519697664,34483644
CB05,295,2.21903828645509e-09,278589664,C2O3 + NO2 = PAN,145543840,34483644
CB05,295,2.21903828645509e-09,278589664,CXO3 + NO2 = PANX,135792304,34483644
CB05,295,2.94270541267849e-09,347472384,HO2NO2 = HO2 + NO2,-596834240,40533864
CB05,295,2.94270541267849e-09,347472384,PAN = C2O3 + NO2,-135784512,40533864
CB05,295,2.94270541267849e-09,347472384,PANX = CXO3 + NO2,-126218832,40533864
CB05,295,2.94270541267849e-09,347472384,PAN = UNITY,-13431130,40533864
CB05,295,2.94270541267849e-09,347472384,PANX = UNITY,-12389864,40533864
CB05,295,2.94270541267849e-09,347472384,PANX + OH = ALD2 + NO2,-195195.359375,40533864
CB05,295,2.94270541267849e-09,347472384,Others,-69839.4296875,40533864
CB05,295,2.94270541267849e-09,347472384,HO2 + NO2 = HO2NO2,597388928,40533864
CB05,295,2.94270541267849e-09,347472384,C2O3 + NO2 = PAN,169854336,40533864
CB05,295,2.94270541267849e-09,347472384,CXO3 + NO2 = PANX,158214480,40533864
CB05,295,3.7776963779379e-09,417349280,HO2NO2 = HO2 + NO2,-652325120,44792088
CB05,295,3.7776963779379e-09,417349280,PAN = C2O3 + NO2,-148852176,44792088
CB05,295,3.7776963779379e-09,417349280,PANX = CXO3 + NO2,-137869344,44792088
CB05,295,3.7776963779379e-09,417349280,PAN = UNITY,-14577301,44792088
CB05,295,3.7776963779379e-09,417349280,PANX = UNITY,-13385208,44792088
CB05,295,3.7776963779379e-09,417349280,PANX + OH = ALD2 + NO2,-228644.9375,44792088
CB05,295,3.7776963779379e-09,417349280,Others,-80180.5,44792088
CB05,295,3.7776963779379e-09,417349280,HO2 + NO2 = HO2NO2,652902976,44792088
CB05,295,3.7776963779379e-09,417349280,C2O3 + NO2 = PAN,186282496,44792088
CB05,295,3.7776963779379e-09,417349280,CXO3 + NO2 = PANX,172924256,44792088
CB05,295,4.71559102876995e-09,487532608,HO2NO2 = HO2 + NO2,-687583680,47324184
CB05,295,4.71559102876995e-09,487532608,PAN = C2O3 + NO2,-155872432,47324184
CB05,295,4.71559102876995e-09,487532608,PANX = CXO3 + NO2,-143903584,47324184
CB05,295,4.71559102876995e-09,487532608,PAN = UNITY,-15107769,47324184
CB05,295,4.71559102876995e-09,487532608,PANX = UNITY,-13818699,47324184
CB05,295,4.71559102876995e-09,487532608,PANX + OH = ALD2 + NO2,-248224.4375,47324184
CB05,295,4.71559102876995e-09,487532608,Others,-85977.4296875,47324184
CB05,295,4.71559102876995e-09,487532608,HO2 + NO2 = HO2NO2,688157248,47324184
CB05,295,4.71559102876995e-09,487532608,C2O3 + NO2 = PAN,195172928,47324184
CB05,295,4.71559102876995e-09,487532608,CXO3 + NO2 = PANX,180614320,47324184
CB05,295,5.75042591322017e-09,557487616,HO2NO2 = HO2 + NO2,-706691776,48403168
CB05,295,5.75042591322017e-09,557487616,PAN = C2O3 + NO2,-158013840,48403168
CB05,295,5.75042591322017e-09,557487616,PANX = CXO3 + NO2,-145544320,48403168
CB05,295,5.75042591322017e-09,557487616,PAN = UNITY,-15159026,48403168
CB05,295,5.75042591322017e-09,557487616,PANX = UNITY,-13831712,48403168
CB05,295,5.75042591322017e-09,557487616,PANX + OH = ALD2 + NO2,-255338.53125,48403168
CB05,295,5.75042591322017e-09,557487616,Others,-87905.015625,48403168
CB05,295,5.75042591322017e-09,557487616,HO2 + NO2 = HO2NO2,707234560,48403168
CB05,295,5.75042591322017e-09,557487616,C2O3 + NO2 = PAN,197962288,48403168
CB05,295,5.75042591322017e-09,557487616,CXO3 + NO2 = PANX,182790112,48403168
CB05,295,6.85457424154379e-09,626804608,HO2NO2 = HO2 + NO2,-714241408,48419928
CB05,295,6.85457424154379e-09,626804608,PAN = C2O3 + NO2,-156661552,48419928
CB05,295,6.85457424154379e-09,626804608,PANX = CXO3 + NO2,-144092656,48419928
CB05,295,6.85457424154379e-09,626804608,PAN = UNITY,-14883966,48419928
CB05,295,6.85457424154379e-09,626804608,PANX = UNITY,-13564740,48419928
CB05,295,6.85457424154379e-09,626804608,PANX + OH = ALD2 + NO2,-253127.203125,48419928
CB05,295,6.85457424154379e-09,626804608,Others,-87045.4921875,48419928
CB05,295,6.85457424154379e-09,626804608,HO2 + NO2 = HO2NO2,714747968,48419928
CB05,295,6.85457424154379e-09,626804608,C2O3 + NO2 = PAN,196377856,48419928
CB05,295,6.85457424154379e-09,626804608,CXO3 + NO2 = PANX,181078960,48419928
CB05,295,8.00392996325172e-09,695194368,HO2NO2 = HO2 + NO2,-714172480,47691512
CB05,295,8.00392996325172e-09,695194368,PAN = C2O3 + NO2,-153024832,47691512
CB05,295,8.00392996325172e-09,695194368,PANX = CXO3 + NO2,-140629776,47691512
CB05,295,8.00392996325172e-09,695194368,PAN = UNITY,-14409216,47691512
CB05,295,8.00392996325172e-09,695194368,PANX = UNITY,-13128030,47691512
CB05,295,8.00392996325172e-09,695194368,PANX + OH = ALD2 + NO2,-244784.71875,47691512
CB05,295,8.00392996325172e-09,695194368,Others,-84401.328125,47691512
CB05,295,8.00392996325172e-09,695194368,HO2 + NO2 = HO2NO2,714632256,47691512
CB05,295,8.00392996325172e-09,695194368,C2O3 + NO2 = PAN,191923504,47691512
CB05,295,8.00392996325172e-09,695194368,CXO3 + NO2 = PANX,176829552,47691512
CB05,295,9.18026810126094e-09,762461120,HO2NO2 = HO2 + NO2,-709465984,46469012
CB05,295,9.18026810126094e-09,762461120,PAN = C2O3 + NO2,-148011824,46469012
CB05,295,9.18026810126094e-09,762461120,PANX = CXO3 + NO2,-135950752,46469012
CB05,295,9.18026810126094e-09,762461120,PAN = UNITY,-13825138,46469012
CB05,295,9.18026810126094e-09,762461120,PANX = UNITY,-12598242,46469012
CB05,295,9.18026810126094e-09,762461120,PANX + OH = ALD2 + NO2,-232863.828125,46469012
CB05,295,9.18026810126094e-09,762461120,Others,-80735.46875,46469012
CB05,295,9.18026810126094e-09,762461120,HO2 + NO2 = HO2NO2,709866048,46469012
CB05,295,9.18026810126094e-09,762461120,C2O3 + NO2 = PAN,185731232,46469012
CB05,295,9.18026810126094e-09,762461120,CXO3 + NO2 = PANX,171037328,46469012
CB05,295,1.03691428776642e-08,828479680,HO2NO2 = HO2 + NO2,-702216320,44962136
CB05,295,1.03691428776642e-08,828479680,PAN = C2O3 + NO2,-142258256,44962136
CB05,295,1.03691428776642e-08,828479680,PANX = CXO3 + NO2,-130610184,44962136
CB05,295,1.03691428776642e-08,828479680,PAN = UNITY,-13191626,44962136
CB05,295,1.03691428776642e-08,828479680,PANX = UNITY,-12025811,44962136
CB05,295,1.03691428776642e-08,828479680,PANX + OH = ALD2 + NO2,-219196.1875,44962136
CB05,295,1.03691428776642e-08,828479680,Others,-76568.671875,44962136
