Mechanism,Temperature,NOx.Emissions,Reaction,Rate.Constant
MCMv3.2,288,1348722.625,INAHPCO3 + NO2 = INAHPPAN,9.82464370274938e-12
MCMv3.2,288,4089251.75,H1C23C4CO3 + NO2 = H1C23C4PAN,9.82464370274938e-12
MCMv3.2,288,6903793.5,NC4CO3 + NO2 = C5PAN18,9.82464370274938e-12
MCMv3.2,288,9805888,C823CO3 + NO2 = C823PAN,9.82464370274938e-12
MCMv3.2,288,12801769,CO2C3CO3 + NO2 = CO2C3PAN,9.82464370274938e-12
MCMv3.2,288,15894183,MEMOXYCO3 + NO2 = MEMOXYPAN,9.82464370274938e-12
MCMv3.2,288,19084550,MC4CODBCO3 + NO2 = MC4CODBPAN,9.82464370274938e-12
MCMv3.2,288,22373582,C3MNO3CO3 + NO2 = C3MNO3PAN,9.82464370274938e-12
MCMv3.2,288,25761522,C43NO3CO3 + NO2 = C43NO3PAN,9.82464370274938e-12
MCMv3.2,288,29248352,C96CO3 + NO2 = C10PAN2,9.82464370274938e-12
MCMv3.2,288,32833664,HO2 + NO2 = HO2NO2,1.48635021391536e-12
MCMv3.2,288,36516756,C62CO3 + NO2 = C62CPAN,9.82464370274938e-12
MCMv3.2,288,40296492,NO2 + NO3CH2CO3 = NO3CH2PAN,9.82464370274938e-12
MCMv3.2,288,44171564,HO2C3CO3 + NO2 = C4PAN3,9.82464370274938e-12
MCMv3.2,288,48140300,CO2OH3MCO3 + NO2 = CO2OH3MPAN,9.82464370274938e-12
MCMv3.2,288,52200700,CCL3CO3 + NO2 = CCL3PAN,9.82464370274938e-12
MCMv3.2,288,56350692,CO2H3CO3 + NO2 = C4PAN6,9.82464370274938e-12
MCMv3.2,288,60587808,C721CO3 + NO2 = C721PAN,9.82464370274938e-12
MCMv3.2,288,64909348,ECO3CO3 + NO2 = ECO3PAN,9.82464370274938e-12
MCMv3.2,288,69312504,NO2 + PXYMUCCO3 = PXYMUCPAN,9.82464370274938e-12
MCMv3.2,288,73794288,EPXMKTCO3 + NO2 = EPXMKTPAN,9.82464370274938e-12
MCMv3.2,288,78351536,C7ADCCO3 + NO2 = C7ADCPAN,9.82464370274938e-12
MCMv3.2,288,82981192,C6COCHOCO3 + NO2 = C6COCHOPAN,9.82464370274938e-12
MCMv3.2,288,87679896,CHOOMCO3 + NO2 = CHOOMPAN,9.82464370274938e-12
MCMv3.2,288,92444464,C5H11CO3 + NO2 = PHXN,9.82464370274938e-12
MCMv3.2,288,97271648,M33C3CO3 + NO2 = C6PAN15,9.82464370274938e-12
MCMv3.2,288,102158216,NO2 + TBUACCO3 = TBUACPAN,9.82464370274938e-12
MCMv3.2,288,107101176,METLMUCCO3 + NO2 = METLMUCPAN,9.82464370274938e-12
MCMv3.2,288,112097256,EPXKTMCO3 + NO2 = EPXKTMPAN,9.82464370274938e-12
MCMv3.2,288,117143744,C7CODBCO3 + NO2 = C7CODBPAN,9.82464370274938e-12
MCMv3.2,288,122237624,C727CO3 + NO2 = C727PAN,9.82464370274938e-12
MCMv3.2,288,127376472,H13C43CO3 + NO2 = C5PAN12,9.82464370274938e-12
MCMv3.2,288,132557568,C5CO34CO3 + NO2 = C6CO134PAN,9.82464370274938e-12
MCMv3.2,288,137778688,MMALNBCO3 + NO2 = MMALNBPAN,9.82464370274938e-12
MCMv3.2,288,143037456,HM22C3CO3 + NO2 = C6PAN14,9.82464370274938e-12
MCMv3.2,288,148331936,C5MEJCO3 + NO2 = C5MEJPAN,9.82464370274938e-12
MCMv3.2,288,153660064,NO2 + TM123BCO3 = TM123BPAN,9.82464370274938e-12
MCMv3.2,288,159020432,HOIBUTCO3 + NO2 = C5PAN3,9.82464370274938e-12
MCMv3.2,288,164410688,CL2OHCO3 + NO2 = CL2OHPAN,9.82464370274938e-12
MCMv3.2,288,169829712,C5M2OHOCO3 + NO2 = C5M2OHOPAN,9.82464370274938e-12
MCMv3.2,288,175275728,C618CO3 + NO2 = C618PAN,9.82464370274938e-12
MCMv3.2,288,180747792,C4OHCO3 + NO2 = C4OHPAN,9.82464370274938e-12
MCMv3.2,288,186244096,A2PANOO + NO2 = A2PAN,9.82464370274938e-12
MCMv3.2,288,191763888,C511CO3 + NO2 = C511PAN,9.82464370274938e-12
MCMv3.2,288,197305952,CO3C54CO3 + NO2 = C6PAN6,9.82464370274938e-12
MCMv3.2,288,202869008,H2M3C4CO3 + NO2 = C6PAN11,9.82464370274938e-12
MCMv3.2,288,208452224,C3COCCO3 + NO2 = C3COCPAN,9.82464370274938e-12
MCMv3.2,288,214054480,HO13C3CO3 + NO2 = C4PAN2,9.82464370274938e-12
MCMv3.2,288,219675040,CO25C6CO3 + NO2 = C627PAN,9.82464370274938e-12
MCMv3.2,288,225313008,CONM2CO3 + NO2 = CONM2PAN,9.82464370274938e-12
MCMv3.2,288,228138096,C617CO3 + NO2 = C617PAN,9.82464370274938e-12
MCMv3.2,288,285353920,C5DBCO2CO3 + NO2 = C5DBCO2PAN,9.82464370274938e-12
MCMv3.2,288,343480096,CO2M33CO3 + NO2 = C6PAN16,9.82464370274938e-12
MCMv3.2,288,401982752,NO2 + PBZMUCCO3 = PBZMUCPAN,9.82464370274938e-12
MCMv3.2,288,460455744,C811CO3 + NO2 = C811PAN,9.82464370274938e-12
MCMv3.2,288,518584064,ACETMECO3 + NO2 = ACETMEPAN,9.82464370274938e-12
MCMv3.2,288,576149376,ETBEACO3 + NO2 = ETBEAPAN,9.82464370274938e-12
MCMv3.2,288,632998272,C8CO2OHCO3 + NO2 = C8CO2OHPAN,9.82464370274938e-12
MCMv3.2,288,689026560,C23O3MCO3 + NO2 = C23O3MCPAN,9.82464370274938e-12
MCMv3.2,288,744175296,C89CO3 + NO2 = C89PAN,9.82464370274938e-12
MCMv3.2,288,798422144,NO2 + PRNO3CO3 = PRNO3PAN,9.82464370274938e-12
MCMv3.2,288,851756992,IPRHOCO3 + NO2 = C4PAN5,9.82464370274938e-12
MCMv3.2,288,904186176,C718CO3 + NO2 = C718PAN,9.82464370274938e-12
MCMv3.2,288,955728768,C23O3CCO3 + NO2 = C23O3CPAN,9.82464370274938e-12
MCMv3.2,288,1006393856,C65NO36CO3 + NO2 = C65NO3PAN,9.82464370274938e-12
MCMv3.2,288,1056205184,IC7DCCO3 + NO2 = IC7DCPAN,9.82464370274938e-12
MCMv3.2,288,1105186816,C312COCO3 + NO2 = C312COPAN,9.82464370274938e-12
MCMv3.2,288,1153361792,H3M3C4CO3 + NO2 = C6PAN21,9.82464370274938e-12
MCMv3.2,288,1200755712,NO2 + TBUTCO3 = C5PAN6,9.82464370274938e-12
MCMv3.2,288,1247392000,C58NO3CO3 + NO2 = C58NO3PAN,9.82464370274938e-12
MCMv3.2,288,1293295104,HO4C5CO3 + NO2 = C6PAN22,9.82464370274938e-12
MCMv3.2,288,1338487296,C23O3ECO3 + NO2 = C23O3ECPAN,9.82464370274938e-12
MCMv3.2,288,1382989952,HC4CCO3 + NO2 = C5PAN19,9.82464370274938e-12
MCMv3.2,288,1426830336,M2C43CO3 + NO2 = C6PAN18,9.82464370274938e-12
MCMv3.2,288,1470024192,C3ME3CO3 + NO2 = C3ME3PAN,9.82464370274938e-12
MCMv3.2,288,1512588416,C7MJPCO3 + NO2 = C7MJPPAN,9.82464370274938e-12
MCMv3.2,288,1554544384,CH3CHOHCO3 + NO2 = IPROPOLPAN,9.82464370274938e-12
MCMv3.2,288,1595908736,INAHCO3 + NO2 = INAHPAN,9.82464370274938e-12
MCMv3.2,288,1636698240,INB1HPCO3 + NO2 = INB1HPPAN,9.82464370274938e-12
MCMv3.2,288,1676937728,CO23C4CO3 + NO2 = C5PAN9,9.82464370274938e-12
MCMv3.2,288,1716632832,INB1NACO3 + NO2 = INB1NAPAN,9.82464370274938e-12
MCMv3.2,288,1755799552,C729CO3 + NO2 = C729PAN,9.82464370274938e-12
MCMv3.2,288,1794450048,C8DBCO2CO3 + NO2 = C8DBCO2PAN,9.82464370274938e-12
MCMv3.2,288,1832595968,NO2 + PETLMUCCO3 = PETLMUCPAN,9.82464370274938e-12
MCMv3.2,288,1870256512,NC4OHCO3 + NO2 = NC4OHCPAN,9.82464370274938e-12
MCMv3.2,288,1907443456,CH3CO3 + NO2 = PAN,9.82464370274938e-12
MCMv3.2,288,1944163584,C3DBCO3 + NO2 = C3DBPAN,9.82464370274938e-12
MCMv3.2,288,1980430208,C61CO3 + NO2 = C61CPAN,9.82464370274938e-12
MCMv3.2,288,2016249216,MTBEBCO3 + NO2 = MTBEBPAN,9.82464370274938e-12
MCMv3.2,288,2051636608,CO2N3CO3 + NO2 = CO2N3PAN,9.82464370274938e-12
MCMv3.2,288,2086596864,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
MCMv3.2,288.5,1369522.375,NO2 + TM124MUCO3 = TM124MUPAN,9.82464370274938e-12
MCMv3.2,288.5,4152808.5,C67CO3 + NO2 = C6PAN9,9.82464370274938e-12
MCMv3.2,288.5,7011774.5,INANCO3 + NO2 = INANPAN,9.82464370274938e-12
MCMv3.2,288.5,9959972,C7DDCCO3 + NO2 = C7DDCPAN,9.82464370274938e-12
MCMv3.2,288.5,13003588,CH3O2 + NO2 = CH3O2NO2,6.45192363077363e-12
MCMv3.2,288.5,16145316,HMVKBCO3 + NO2 = HMVKBPAN,9.82464370274938e-12
MCMv3.2,288.5,19386512,C1H4C5CO3 + NO2 = C1H4C5PAN,9.82464370274938e-12
MCMv3.2,288.5,22727806,MACRNBCO3 + NO2 = MACRNBPAN,9.82464370274938e-12
MCMv3.2,288.5,26169410,CO3C4CO3 + NO2 = C5PAN16,9.82464370274938e-12
MCMv3.2,288.5,29711222,ACETC2CO3 + NO2 = ACETC2PAN,9.82464370274938e-12
MCMv3.2,288.5,33352774,CO2M3C4CO3 + NO2 = C6PAN12,9.82464370274938e-12
MCMv3.2,288.5,37093216,IPBZMUCCO3 + NO2 = IPBZMUCPAN,9.82464370274938e-12
MCMv3.2,288.5,40931488,NO2 + PROL1MCO3 = PROL1MPAN,9.82464370274938e-12
MCMv3.2,288.5,44866084,HM2C43CO3 + NO2 = C6PAN19,9.82464370274938e-12
MCMv3.2,288.5,48895228,C4OH2CO3 + NO2 = C4OH2CPAN,9.82464370274938e-12
MCMv3.2,288.5,53016988,HOC3H6CO3 + NO2 = C4PAN1,9.82464370274938e-12
MCMv3.2,288.5,57228996,C732CO3 + NO2 = C732PAN,9.82464370274938e-12
MCMv3.2,288.5,61528844,H3C25C6CO3 + NO2 = H3C25C6PAN,9.82464370274938e-12
MCMv3.2,288.5,65913768,H2M2C3CO3 + NO2 = C5PAN11,9.82464370274938e-12
MCMv3.2,288.5,70380824,NO2 + PXYLCO3 = PXYLPAN,9.82464370274938e-12
MCMv3.2,288.5,74926912,EPXDLCO3 + NO2 = EPXDLPAN,9.82464370274938e-12
MCMv3.2,288.5,79548960,BUT2CO3 + NO2 = C5PAN4,9.82464370274938e-12
MCMv3.2,288.5,84243640,EPXEKTCO3 + NO2 = EPXEKTPAN,9.82464370274938e-12
MCMv3.2,288.5,89007640,NC61CO3 + NO2 = NC6PAN1,9.82464370274938e-12
MCMv3.2,288.5,93837816,C41CO3 + NO2 = C5PAN7,9.82464370274938e-12
MCMv3.2,288.5,98730664,NO2 + TMBCO3 = TMBPAN,9.82464370274938e-12
MCMv3.2,288.5,103683152,CHOC2CO3 + NO2 = CHOC2PAN,9.82464370274938e-12
MCMv3.2,288.5,108692032,C515CO3 + NO2 = C515PAN,9.82464370274938e-12
MCMv3.2,288.5,113754152,HO6C7CO3 + NO2 = C8PAN1,9.82464370274938e-12
MCMv3.2,288.5,118866784,C4MOHOCO3 + NO2 = C4MOHOPAN,9.82464370274938e-12
MCMv3.2,288.5,124026920,CO235C6CO3 + NO2 = C7PAN3,9.82464370274938e-12
MCMv3.2,288.5,129231952,C5CO2DBCO3 + NO2 = C5CO2DBPAN,9.82464370274938e-12
MCMv3.2,288.5,134479312,NO2 + PRCOOMCO3 = PRCOOMPAN,9.82464370274938e-12
MCMv3.2,288.5,139766784,C920CO3 + NO2 = C920PAN,9.82464370274938e-12
MCMv3.2,288.5,145092112,IEACO3 + NO2 = IEAPAN,9.82464370274938e-12
MCMv3.2,288.5,150453040,CO3C5CO3 + NO2 = C6PAN2,9.82464370274938e-12
MCMv3.2,288.5,155847840,NO2 + OXYMUCCO3 = OXYMUCPAN,9.82464370274938e-12
MCMv3.2,288.5,161274736,EPXMEDLCO3 + NO2 = EPXMEDLPAN,9.82464370274938e-12
MCMv3.2,288.5,166731808,CHOMOHCO3 + NO2 = CHOMOHPAN,9.82464370274938e-12
MCMv3.2,288.5,172217760,MACO3 + NO2 = MPAN,9.82464370274938e-12
MCMv3.2,288.5,177730752,HO2C4CO3 + NO2 = C5PAN1,9.82464370274938e-12
MCMv3.2,288.5,183269904,C5CO14O2 + NO2 = C5COO2NO2,9.82464370274938e-12
MCMv3.2,288.5,188833696,ACO3 + NO2 = ACRPAN,9.82464370274938e-12
MCMv3.2,288.5,194420896,C6H5CH2CO3 + NO2 = C6H5CH2PAN,9.82464370274938e-12
MCMv3.2,288.5,200030336,HO7C8CO3 + NO2 = C9PAN1,9.82464370274938e-12
MCMv3.2,288.5,205661072,C87CO3 + NO2 = C87PAN,9.82464370274938e-12
MCMv3.2,288.5,211312144,NO2 + OXYLCO3 = OXYLPAN,9.82464370274938e-12
MCMv3.2,288.5,216982576,H3M3C5CO3 + NO2 = C7PAN1,9.82464370274938e-12
MCMv3.2,288.5,222671136,C4COMOHCO3 + NO2 = C4COMOHPAN,9.82464370274938e-12
MCMv3.2,288.5,228377056,NC91CO3 + NO2 = NC91PAN,9.82464370274938e-12
MCMv3.2,288.5,231236432,C5O45OHCO3 + NO2 = C5O45OHPAN,9.82464370274938e-12
MCMv3.2,288.5,289139136,C7CO2DBCO3 + NO2 = C7CO2DBPAN,9.82464370274938e-12
MCMv3.2,288.5,347954016,C822CO3 + NO2 = C822PAN,9.82464370274938e-12
MCMv3.2,288.5,407140192,C4CO2DBCO3 + NO2 = C4CO2DBPAN,9.82464370274938e-12
MCMv3.2,288.5,466284736,C3H7CO3 + NO2 = PBN,9.82464370274938e-12
MCMv3.2,288.5,525068832,MXYLCO3 + NO2 = MXYLPAN,9.82464370274938e-12
MCMv3.2,288.5,583271360,H3M2C4CO3 + NO2 = C6PAN20,9.82464370274938e-12
MCMv3.2,288.5,640735616,C4H9CO3 + NO2 = PPEN,9.82464370274938e-12
MCMv3.2,288.5,697357568,C622CO3 + NO2 = C622PAN,9.82464370274938e-12
MCMv3.2,288.5,753079808,EPXM2DLCO3 + NO2 = EPXM2DLPAN,9.82464370274938e-12
MCMv3.2,288.5,807879360,MXYMUCCO3 + NO2 = MXYMUCPAN,9.82464370274938e-12
MCMv3.2,288.5,861745280,C626CO3 + NO2 = C626PAN,9.82464370274938e-12
MCMv3.2,288.5,914687168,IPRACBCO3 + NO2 = IPRACBPAN,9.82464370274938e-12
MCMv3.2,288.5,966721344,C4DBM2CO3 + NO2 = C4DBM2PAN,9.82464370274938e-12
MCMv3.2,288.5,1017862592,C3MCODBCO3 + NO2 = C3MCODBPAN,9.82464370274938e-12
MCMv3.2,288.5,1068134528,C5EDBCO3 + NO2 = C5EDBPAN,9.82464370274938e-12
MCMv3.2,288.5,1117560192,CCLOHCO3 + NO2 = CLOHPAN,9.82464370274938e-12
MCMv3.2,288.5,1166164864,CLETO3 + NO2 = CLETPAN,9.82464370274938e-12
MCMv3.2,288.5,1213975936,ETBECCO3 + NO2 = ETBECPAN,9.82464370274938e-12
MCMv3.2,288.5,1261015296,M3C4CO3 + NO2 = C6PAN10,9.82464370274938e-12
MCMv3.2,288.5,1307309440,C7MOHCOCO3 + NO2 = C7MOHCOPAN,9.82464370274938e-12
MCMv3.2,288.5,1352882304,MPRBNO3CO3 + NO2 = MPRBNO3PAN,9.82464370274938e-12
MCMv3.2,288.5,1397756672,C6H13CO3 + NO2 = PHPTN,9.82464370274938e-12
MCMv3.2,288.5,1441953920,C85CO3 + NO2 = C9PAN2,9.82464370274938e-12
MCMv3.2,288.5,1485495808,NC3CO3 + NO2 = C4PAN9,9.82464370274938e-12
MCMv3.2,288.5,1528399616,C7OHCO2CO3 + NO2 = C7OHCO2PAN,9.82464370274938e-12
MCMv3.2,288.5,1570685184,INCNCO3 + NO2 = INCNPAN,9.82464370274938e-12
MCMv3.2,288.5,1612370944,HO8C9CO3 + NO2 = C10PAN1,9.82464370274938e-12
MCMv3.2,288.5,1653484288,HM22CO3 + NO2 = C5PAN15,9.82464370274938e-12
MCMv3.2,288.5,1694026112,C512CO3 + NO2 = C512PAN,9.82464370274938e-12
MCMv3.2,288.5,1734019456,C6DCARBBO2 + NO2 = C6DCARBPAN,9.82464370274938e-12
MCMv3.2,288.5,1773476736,C4MCODBCO3 + NO2 = C4MCODBPAN,9.82464370274938e-12
MCMv3.2,288.5,1812411008,HO2C54CO3 + NO2 = C6PAN4,9.82464370274938e-12
MCMv3.2,288.5,1850835840,HM33C3CO3 + NO2 = C6PAN13,9.82464370274938e-12
MCMv3.2,288.5,1888769280,CO1M22CO3 + NO2 = CO1M22PAN,9.82464370274938e-12
MCMv3.2,288.5,1926220928,C7CO2OHCO3 + NO2 = C7CO2OHPAN,9.82464370274938e-12
MCMv3.2,288.5,1963198592,HO5C6CO3 + NO2 = C7PAN2,9.82464370274938e-12
MCMv3.2,288.5,1999719168,C8CO2DBCO3 + NO2 = C8CO2DBPAN,9.82464370274938e-12
MCMv3.2,288.5,2035787520,NO2 + OETLMUCCO3 = OETLMUCPAN,9.82464370274938e-12
MCMv3.2,288.5,2071413248,C5CO2OHCO3 + NO2 = C5CO2OHPAN,9.82464370274938e-12
MCMv3.2,288.5,2106610816,C4DBMECO3 + NO2 = C4DBMEPAN,9.82464370274938e-12
MCMv3.2,289,1390652.125,IPROMCCO3 + NO2 = IPROMCPAN,9.82464370274938e-12
MCMv3.2,289,4217411,C4NO3CO3 + NO2 = C4NO3PAN,9.82464370274938e-12
MCMv3.2,289,7121589.5,COHM2CO3 + NO2 = COHM2PAN,9.82464370274938e-12
MCMv3.2,289,10116726,INB1NBCO3 + NO2 = INB1NBPAN,9.82464370274938e-12
MCMv3.2,289,13208964,BOXMCO3 + NO2 = BOXMPAN,9.82464370274938e-12
MCMv3.2,289,16400931,C518CO3 + NO2 = C518PAN,9.82464370274938e-12
MCMv3.2,289,19693894,C923CO3 + NO2 = C923PAN,9.82464370274938e-12
MCMv3.2,289,23088474,HC3CCO3 + NO2 = C4PAN8,9.82464370274938e-12
MCMv3.2,289,26584782,H2M2C4CO3 + NO2 = C6PAN8,9.82464370274938e-12
MCMv3.2,289,30182656,CHOC4CO3 + NO2 = CHOC4PAN,9.82464370274938e-12
MCMv3.2,289,33881536,EPXMDLCO3 + NO2 = EPXMDLPAN,9.82464370274938e-12
MCMv3.2,289,37680520,C54CO3 + NO2 = C6PAN3,9.82464370274938e-12
MCMv3.2,289,41578444,NO2 + TLEMUCCO3 = TLEMUCPAN,9.82464370274938e-12
MCMv3.2,289,45573752,C731CO3 + NO2 = C731PAN,9.82464370274938e-12
MCMv3.2,289,49664560,HOC2H4CO3 + NO2 = C3PAN1,9.82464370274938e-12
MCMv3.2,289,53848856,NO2 + TM135MUCO3 = TM135MUPAN,9.82464370274938e-12
MCMv3.2,289,58124228,C42CO3 + NO2 = C5PAN13,9.82464370274938e-12
MCMv3.2,289,62488116,MC3CODBCO3 + NO2 = MC3CODBPAN,9.82464370274938e-12
MCMv3.2,289,66937700,ACCOMECO3 + NO2 = ACCOMEPAN,9.82464370274938e-12
MCMv3.2,289,71469952,BZEMUCCO3 + NO2 = BZEMUCPAN,9.82464370274938e-12
MCMv3.2,289,76081792,HC3CO3 + NO2 = C4PAN7,9.82464370274938e-12
MCMv3.2,289,80769888,INANCOCO3 + NO2 = INANCOPAN,9.82464370274938e-12
MCMv3.2,289,85530976,C8OHCO2CO3 + NO2 = C8OHCO2PAN,9.82464370274938e-12
MCMv3.2,289,90361672,HCOCO3 + NO2 = GLYPAN,9.82464370274938e-12
MCMv3.2,289,95258752,HO2C43CO3 + NO2 = C5PAN14,9.82464370274938e-12
MCMv3.2,289,100218736,IECCO3 + NO2 = IECPAN,9.82464370274938e-12
MCMv3.2,289,105238432,C6EO2OHCO3 + NO2 = C6EO2OHPAN,9.82464370274938e-12
MCMv3.2,289,110314656,C23C54CO3 + NO2 = C6PAN7,9.82464370274938e-12
MCMv3.2,289,115444304,MALDIALCO3 + NO2 = MALDIALPAN,9.82464370274938e-12
MCMv3.2,289,120624552,EOX2MECO3 + NO2 = ETOMEPAN,9.82464370274938e-12
MCMv3.2,289,125852328,HO3C4CO3 + NO2 = C5PAN8,9.82464370274938e-12
MCMv3.2,289,131125000,C918CO3 + NO2 = C918PAN,9.82464370274938e-12
MCMv3.2,289,136440128,HCOCOHCO3 + NO2 = HCOCOHPAN,9.82464370274938e-12
MCMv3.2,289,141795520,C5DBECO3 + NO2 = C5DBEPAN,9.82464370274938e-12
MCMv3.2,289,147188656,C519CO3 + NO2 = C519PAN,9.82464370274938e-12
MCMv3.2,289,152617664,EMPHCO3 + NO2 = EMPHPAN,9.82464370274938e-12
MCMv3.2,289,158080752,IPRCO3 + NO2 = PIPN,9.82464370274938e-12
MCMv3.2,289,163575760,HMACO3 + NO2 = HMPAN,9.82464370274938e-12
MCMv3.2,289,169101264,HCOCH2CO3 + NO2 = C3PAN2,9.82464370274938e-12
MCMv3.2,289,174655632,DETLMUCO3 + NO2 = DETLMUPAN,9.82464370274938e-12
MCMv3.2,289,180237392,HO3C3CO3 + NO2 = HO3C3PAN,9.82464370274938e-12
MCMv3.2,289,185845408,CH3COCO3 + NO2 = CH3COPAN,9.82464370274938e-12
MCMv3.2,289,191478160,C816CO3 + NO2 = C816PAN,9.82464370274938e-12
MCMv3.2,289,197134320,C3M3OH2CO3 + NO2 = C3M3OH2PAN,9.82464370274938e-12
MCMv3.2,289,202813248,CO2C54CO3 + NO2 = C6PAN5,9.82464370274938e-12
MCMv3.2,289,208513584,CO3H4CO3 + NO2 = CO3H4PAN,9.82464370274938e-12
MCMv3.2,289,214234240,MACRNCO3 + NO2 = MACRNPAN,9.82464370274938e-12
MCMv3.2,289,219974320,C6MOHCOCO3 + NO2 = C6MOHCOPAN,9.82464370274938e-12
MCMv3.2,289,225732816,M22C3CO3 + NO2 = C6PAN17,9.82464370274938e-12
MCMv3.2,289,231508832,C6CO2OHCO3 + NO2 = C6CO2OHPAN,9.82464370274938e-12
MCMv3.2,289,234403264,C88CO3 + NO2 = C88PAN,9.82464370274938e-12
MCMv3.2,289,293011968,C57NO3CO3 + NO2 = C57NO3PAN,9.82464370274938e-12
MCMv3.2,289,352535232,CHCL2CO3 + NO2 = CHCL2PAN,9.82464370274938e-12
MCMv3.2,289,412424896,IBUDIALCO3 + NO2 = IBUDIALPAN,9.82464370274938e-12
MCMv3.2,289,472260576,INDHPCO3 + NO2 = INDHPPAN,9.82464370274938e-12
MCMv3.2,289,531719648,INDHCO3 + NO2 = INDHPAN,9.82464370274938e-12
MCMv3.2,289,590576576,HO3C5CO3 + NO2 = C6PAN1,9.82464370274938e-12
MCMv3.2,289,648674304,CO2C4CO3 + NO2 = C5PAN2,9.82464370274938e-12
MCMv3.2,289,705905920,C6H5CO3 + NO2 = PBZN,9.82464370274938e-12
MCMv3.2,289,762216640,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
MCMv3.2,289,817582336,NO2 + TM124BCO3 = TM124BPAN,9.82464370274938e-12
MCMv3.2,289,871994048,C624CO3 + NO2 = C624PAN,9.82464370274938e-12
MCMv3.2,289,925460352,MMALNACO3 + NO2 = MMALNAPAN,9.82464370274938e-12
MCMv3.2,289,977997632,C5124COCO3 + NO2 = C5124COPAN,9.82464370274938e-12
MCMv3.2,289,1029624448,HOIPRCO3 + NO2 = C4PAN4,9.82464370274938e-12
MCMv3.2,289,1080366464,C817CO3 + NO2 = C817PAN,9.82464370274938e-12
MCMv3.2,289,1130245504,HO24C4CO3 + NO2 = C5PAN10,9.82464370274938e-12
MCMv3.2,289,1179288960,MTBEAALCO3 + NO2 = MTBEAALPAN,9.82464370274938e-12
MCMv3.2,289,1227523328,H3C2C4CO3 + NO2 = H3C2C4PAN,9.82464370274938e-12
MCMv3.2,289,1274974208,HC4ACO3 + NO2 = C5PAN17,9.82464370274938e-12
MCMv3.2,289,1321665920,CHOC3COCO3 + NO2 = CHOC3COPAN,9.82464370274938e-12
MCMv3.2,289,1367624064,C517CO3 + NO2 = C517PAN,9.82464370274938e-12
MCMv3.2,289,1412874880,C7DCCO3 + NO2 = C7DCPAN,9.82464370274938e-12
MCMv3.2,289,1457436416,HO5C5CO3 + NO2 = C6PAN23,9.82464370274938e-12
MCMv3.2,289,1501331072,C615CO3 + NO2 = C615PAN,9.82464370274938e-12
MCMv3.2,289,1544579200,EBZMUCCO3 + NO2 = EBZMUCPAN,9.82464370274938e-12
MCMv3.2,289,1587203072,DMEBMUCO3 + NO2 = DMEBMUPAN,9.82464370274938e-12
MCMv3.2,289,1629222144,HOBUT2CO3 + NO2 = C5PAN5,9.82464370274938e-12
MCMv3.2,289,1670647424,H13CO2CO3 + NO2 = C4PAN10,9.82464370274938e-12
MCMv3.2,289,1711498368,HMVKBPAN + OH = BIACETOH + CO + NO2,1.4300000419909e-11
MCMv3.2,289,1751792256,C5PAN6 = NO2 + TBUTCO3,6.02939071541186e-05
MCMv3.2,289,1791543040,CO2C3PAN = UNITY,3.9999998989515e-05
MCMv3.2,289,1830765184,CONM2PAN = CONM2CO3 + NO2,6.02939071541186e-05
MCMv3.2,289,1869470592,C7DCPAN + OH = CO + CO + NO2 + PGLYOX,3.57999983824353e-11
MCMv3.2,289,1907678336,C6CO2OHPAN = UNITY,3.9999998989515e-05
MCMv3.2,289,1945396480,MTBEBPAN = UNITY,3.9999998989515e-05
MCMv3.2,289,1982636928,MMALNBPAN = UNITY,3.9999998989515e-05
MCMv3.2,289,2019411456,C89PAN = C89CO3 + NO2,6.02939071541186e-05
MCMv3.2,289,2055728640,BOXMPAN + OH = BOXCHO + CO + NO2,1.32000001207278e-11
MCMv3.2,289,2091597184,EPXDLPAN = UNITY,3.9999998989515e-05
MCMv3.2,289,2127036288,C9PAN2 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1412116.125,C4PAN7 + OH = CO + CO + HOCH2CHO + NO2,1.86999998819104e-11
MCMv3.2,289.5,4283070.5,EBZMUCPAN + OH = C6DICARB + CO + NO2,6.07999969814976e-11
MCMv3.2,289.5,7233239.5,C6PAN12 = CO2M3C4CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,10276169,EMPHPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,13417930,C23O3ECPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,16661075,MTBEAALPAN + OH = CO + HCHO + METACETHO + NO2,3.72000011090307e-13
MCMv3.2,289.5,20006808,C4CO2DBPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,23455686,PAN = CH3CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,27007756,C816PAN + OH = C816CO + CO + NO2,5.91999990695591e-11
MCMv3.2,289.5,30662790,EPXDLPAN + OH = C33CO + CO + NO2,2.28999996049195e-11
MCMv3.2,289.5,34420104,CHOC2PAN = CHOC2CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,38278812,C5PAN15 = HM22CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,42237616,C6PAN15 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,46294844,C8OHCO2PAN = C8OHCO2CO3 + NO2,6.02939071541186e-05
