Mechanism,Temperature,NOx.Emissions,Reaction,Rate.Constant
MOZART-4,304.5,1203158272,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,304.5,1283881856,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,304.5,1362022272,PAN = UNITY,3.9999998989515e-05
MOZART-4,304.5,1437711872,MPAN = UNITY,3.9999998989515e-05
MOZART-4,304.5,1511092736,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,304.5,1582283520,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,304.5,1651415040,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,304.5,1718627712,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,304.5,1784014208,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,304.5,1847679872,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,304.5,1909727232,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,304.5,1970248192,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,304.5,2029321472,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,304.5,2087025152,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,304.5,2143428608,PAN = UNITY,3.9999998989515e-05
MOZART-4,304.5,2198601984,MPAN = UNITY,3.9999998989515e-05
MOZART-4,304.5,2252593664,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,304.5,2305471744,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,304.5,2357281280,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,304.5,2408076032,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,304.5,2457899264,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,304.5,2506785536,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,304.5,2554780928,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,304.5,2601920000,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,304.5,2648243200,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,304.5,2693754880,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,304.5,2738508288,PAN = UNITY,3.9999998989515e-05
MOZART-4,304.5,2782509056,MPAN = UNITY,3.9999998989515e-05
MOZART-4,304.5,2825806080,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,304.5,2868411136,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,304.5,2910360832,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,304.5,2951657472,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,2243203.75,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,6845548,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,11620917,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,16578965,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,21721528,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,27047644,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,32555762,PAN = UNITY,3.9999998989515e-05
MOZART-4,305,38243600,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305,44108188,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305,50146000,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305,56352884,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305,62724216,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,69254672,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,75938632,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,82770088,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,89742752,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,96850296,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,104086744,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,111446312,PAN = UNITY,3.9999998989515e-05
MOZART-4,305,118923192,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305,126512752,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305,134210184,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305,142011648,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305,149913408,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,157911888,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,166003856,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,174186144,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,182455424,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,190808496,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,199241888,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,207752624,PAN = UNITY,3.9999998989515e-05
MOZART-4,305,216338112,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305,224995104,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305,233720320,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305,242511456,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305,251365056,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,260278736,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,269249568,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,278274976,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,287352608,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,296479712,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,305654176,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,314873472,PAN = UNITY,3.9999998989515e-05
MOZART-4,305,324135520,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305,333438080,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305,342779072,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305,352156576,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305,361568704,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,371013120,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,380488608,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,385237312,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,481420256,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,578934848,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,676558080,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,773286272,PAN = UNITY,3.9999998989515e-05
MOZART-4,305,868335744,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305,961127680,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305,1051300288,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305,1138663936,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305,1223189376,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,1304921088,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,1383969920,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,1460480256,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,1534600576,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,1606456704,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,1676198528,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,1743951360,PAN = UNITY,3.9999998989515e-05
MOZART-4,305,1809826304,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305,1873938688,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305,1936393728,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305,1997278464,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305,2056684416,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,2114691200,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,2171372288,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,2226795264,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,2281021440,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,2334108416,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,2386112768,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,2437083136,PAN = UNITY,3.9999998989515e-05
MOZART-4,305,2487066112,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305,2536104192,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305,2584238080,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305,2631504640,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305,2677948928,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305,2723578624,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305,2768422912,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305,2812514816,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305,2855898880,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305,2898585600,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305,2940612864,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305,2981974528,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,2274972,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,6943870.5,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,11789924,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,16822708,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,22043856,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,27452354,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,33046536,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305.5,38824020,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305.5,44781680,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305.5,50915876,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305.5,57222356,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305.5,63696224,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,70332112,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,77124280,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,84066304,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,91152048,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,98374880,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,105728952,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,113208160,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305.5,120807168,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305.5,128521064,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305.5,136345376,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305.5,144276144,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305.5,152309776,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,160442784,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,168671712,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,176993328,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,185404288,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,193901136,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,202480416,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,211139424,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305.5,219874768,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305.5,228683552,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305.5,237562560,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305.5,246508800,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305.5,255519504,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,264591472,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,273722176,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,282909152,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,292149216,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,301440256,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,310779648,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,320165184,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305.5,329594624,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305.5,339065440,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305.5,348575680,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305.5,358123584,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305.5,367706464,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,377323040,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,386970752,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,391805600,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,489745536,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,589034176,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,688407360,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,786829824,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305.5,883483328,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305.5,977765632,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305.5,1069305280,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305.5,1157912576,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305.5,1243559424,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,1326298368,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,1406259712,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,1483584128,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,1558431744,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,1630945792,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,1701284480,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,1769565312,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305.5,1835920256,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305.5,1900466432,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305.5,1963310208,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305.5,2024548352,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305.5,2084273920,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,2142569216,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,2199510016,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,2255171328,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,2309614336,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,2362901760,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,2415083520,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,2466218240,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,305.5,2516351488,CH3CO3 + NO2 = PAN,1.05335844213794e-11
MOZART-4,305.5,2565521920,MCO3 + NO2 = MPAN,9.77964237369733e-12
MOZART-4,305.5,2613780224,HO2 + NO2 = HO2NO2,1.47571776847044e-12
MOZART-4,305.5,2661161472,HO2NO2 + OH = NO2,3.4837488796513e-12
MOZART-4,305.5,2707712256,PAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,2753435904,MPAN = UNITY,3.9999998989515e-05
MOZART-4,305.5,2798364160,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87330680082132e-11
MOZART-4,305.5,2842550784,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,305.5,2886009088,HO2NO2 = HO2 + NO2,0.0269390270113945
MOZART-4,305.5,2928765952,PAN = CH3CO3 + NO2,7.10993554093875e-05
MOZART-4,305.5,2970852352,MPAN = MCO3 + NO2,8.26052200864069e-05
MOZART-4,305.5,3012283904,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,2307004.25,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,7043008.5,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,11960361,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,17068512,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,22368990,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,27860664,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,33541774,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306,39409808,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306,45461536,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306,51693220,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306,58100380,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306,64678072,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,71420624,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,78322288,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,85376368,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,92576472,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,99916272,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,107389472,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,114990280,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306,122713224,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306,130553560,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306,138506960,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306,146569440,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306,154737440,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,163007536,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,171376016,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,179839696,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,188395056,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,197038640,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,205766720,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,214576768,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306,223465296,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306,232429040,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306,241464704,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306,250569440,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306,259740096,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,268973856,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,278267936,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,287619104,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,297025376,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,306483808,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,315991584,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,325547040,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306,335147232,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306,344790048,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306,354473120,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306,364194336,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306,373952032,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,383743808,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,393567840,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,398491296,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,498224512,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,599323968,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,700482112,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,800630848,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306,898911744,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306,994706048,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306,1087627264,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306,1177485952,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306,1264257792,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,1348004864,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,1428867584,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,1507001600,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,1582571264,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,1655732096,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,1726654208,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,1795455744,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306,1862276352,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306,1927242112,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306,1990461056,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306,2052037760,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306,2112067072,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,2170632960,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,2227822848,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,2283703552,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,2338349312,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,2391820288,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,2444169472,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,2495451904,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306,2545720064,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306,2595021568,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306,2643386624,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306,2690870016,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306,2737508864,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306,2783322112,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306,2828329728,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306,2872589568,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306,2916113920,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306,2958935808,PAN = UNITY,3.9999998989515e-05
MOZART-4,306,3001078528,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306,3042566656,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306.5,2339290.25,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306.5,7142942.5,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306.5,12132171,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306.5,17316338,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306.5,22696872,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306.5,28272500,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306.5,34041376,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306.5,40000876,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306.5,46147636,HO2NO2 + OH = NO2,3.4694129080054e-12
MOZART-4,306.5,52477844,PAN = UNITY,3.9999998989515e-05
MOZART-4,306.5,58986796,MPAN = UNITY,3.9999998989515e-05
MOZART-4,306.5,65669464,MPAN + OH = .5 HYAC + .5 NO3 + .5 CH2O + .5 HO2 + .5 CO2,2.87310210345115e-11
MOZART-4,306.5,72519992,HO2NO2 = UNITY,0.000255999999353662
MOZART-4,306.5,79532320,HO2NO2 = HO2 + NO2,0.0287318266928196
MOZART-4,306.5,86699832,PAN = CH3CO3 + NO2,7.71745981182903e-05
MOZART-4,306.5,94015952,MPAN = MCO3 + NO2,8.95459015737288e-05
MOZART-4,306.5,101474160,PAN + OH = CH2O + NO3 + CO2,3.99999992980668e-14
MOZART-4,306.5,109068192,CH3CO3 + NO2 = PAN,1.05120911975121e-11
MOZART-4,306.5,116792312,MCO3 + NO2 = MPAN,9.75722974638771e-12
MOZART-4,306.5,124641104,HO2 + NO2 = HO2NO2,1.47043575232653e-12
MOZART-4,306.5,132609968,HO2NO2 + OH = NO2,3.4694129080054e-12
