Mechanism,Temperature,NOx.Emissions,Rate.Constant
MCMv3.2,312,373019328,0.00234705326147377
MCMv3.2,312,384799680,0.00234705326147377
MCMv3.2,312,396643808,0.00234705326147377
MCMv3.2,312,408548000,0.00234705326147377
MCMv3.2,312,420509504,0.00234705326147377
MCMv3.2,312,432524832,0.00234705326147377
MCMv3.2,312,444590912,0.00234705326147377
MCMv3.2,312,456705056,0.00234705326147377
MCMv3.2,312,468864480,0.00234705326147377
MCMv3.2,312,481066368,0.00234705326147377
MCMv3.2,312,487182208,0.00234705326147377
MCMv3.2,312,611095872,0.00234705326147377
MCMv3.2,312,736507648,0.00234705326147377
MCMv3.2,312,861446656,0.00234705326147377
MCMv3.2,312,984239168,0.00234705326147377
MCMv3.2,312,1103573248,0.00234705326147377
MCMv3.2,312,1218540032,0.00234705326147377
MCMv3.2,312,1328640640,0.00234705326147377
MCMv3.2,312,1433691392,0.00234705326147377
MCMv3.2,312,1533792640,0.00234705326147377
MCMv3.2,312,1629218560,0.00234705326147377
MCMv3.2,312,1720252416,0.00234705326147377
MCMv3.2,312,1807233536,0.00234705326147377
MCMv3.2,312,1890487040,0.00234705326147377
MCMv3.2,312,1970337024,0.00234705326147377
MCMv3.2,312,2047048832,0.00234705326147377
MCMv3.2,312,2120877312,0.00234705326147377
MCMv3.2,312,2192055552,0.00234705326147377
MCMv3.2,312,2260809472,0.00234705326147377
MCMv3.2,312,2327313664,0.00234705326147377
MCMv3.2,312,2391730432,0.00234705326147377
MCMv3.2,312,2454208256,0.00234705326147377
MCMv3.2,312,2514885888,0.00234705326147377
MCMv3.2,312,2573880832,0.00234705326147377
MCMv3.2,312,2631313152,0.00234705326147377
MCMv3.2,312,2687279104,0.00234705326147377
MCMv3.2,312,2741864448,0.00234705326147377
MCMv3.2,312,2795148288,0.00234705326147377
MCMv3.2,312,2847237120,0.00234705326147377
MCMv3.2,312,2898155776,0.00234705326147377
MCMv3.2,312,2948011264,0.00234705326147377
MCMv3.2,312,2996849664,0.00234705326147377
MCMv3.2,312,3044716800,0.00234705326147377
MCMv3.2,312,3091656960,0.00234705326147377
MCMv3.2,312,3137718272,0.00234705326147377
MCMv3.2,312,3182938880,0.00234705326147377
MCMv3.2,312,3227350272,0.00234705326147377
MCMv3.2,312,3270987776,0.00234705326147377
MCMv3.2,312,3313893120,0.00234705326147377
MCMv3.2,312,3356087296,0.00234705326147377
MCMv3.2,312,3397596416,0.00234705326147377
MCMv3.2,312.5,2743890.75,0.00251783151179552
MCMv3.2,312.5,8395726,0.00251783151179552
MCMv3.2,312.5,14287485,0.00251783151179552
MCMv3.2,312.5,20428084,0.00251783151179552
MCMv3.2,312.5,26817712,0.00251783151179552
MCMv3.2,312.5,33454092,0.00251783151179552
MCMv3.2,312.5,40334116,0.00251783151179552
MCMv3.2,312.5,47453872,0.00251783151179552
MCMv3.2,312.5,54808688,0.00251783151179552
MCMv3.2,312.5,62393116,0.00251783151179552
MCMv3.2,312.5,70200864,0.00251783151179552
MCMv3.2,312.5,78224704,0.00251783151179552
MCMv3.2,312.5,86457208,0.00251783151179552
MCMv3.2,312.5,94890696,0.00251783151179552
MCMv3.2,312.5,103517672,0.00251783151179552
MCMv3.2,312.5,112331296,0.00251783151179552
MCMv3.2,312.5,121325576,0.00251783151179552
MCMv3.2,312.5,130495264,0.00251783151179552
MCMv3.2,312.5,139835728,0.00251783151179552
MCMv3.2,312.5,149342288,0.00251783151179552
MCMv3.2,312.5,159010592,0.00251783151179552
MCMv3.2,312.5,168836016,0.00251783151179552
MCMv3.2,312.5,178813808,0.00251783151179552
MCMv3.2,312.5,188938736,0.00251783151179552
MCMv3.2,312.5,199206000,0.00251783151179552
MCMv3.2,312.5,209610928,0.00251783151179552
MCMv3.2,312.5,220148352,0.00251783151179552
MCMv3.2,312.5,230813536,0.00251783151179552
MCMv3.2,312.5,241601632,0.00251783151179552
MCMv3.2,312.5,252508048,0.00251783151179552
MCMv3.2,312.5,263528208,0.00251783151179552
MCMv3.2,312.5,274657248,0.00251783151179552
MCMv3.2,312.5,285890624,0.00251783151179552
MCMv3.2,312.5,297224544,0.00251783151179552
MCMv3.2,312.5,308653824,0.00251783151179552
MCMv3.2,312.5,320175072,0.00251783151179552
MCMv3.2,312.5,331783712,0.00251783151179552
MCMv3.2,312.5,343475648,0.00251783151179552
MCMv3.2,312.5,355247520,0.00251783151179552
MCMv3.2,312.5,367095200,0.00251783151179552
MCMv3.2,312.5,379015040,0.00251783151179552
MCMv3.2,312.5,391003616,0.00251783151179552
MCMv3.2,312.5,403057280,0.00251783151179552
MCMv3.2,312.5,415172480,0.00251783151179552
MCMv3.2,312.5,427346272,0.00251783151179552
MCMv3.2,312.5,439575040,0.00251783151179552
MCMv3.2,312.5,451855680,0.00251783151179552
MCMv3.2,312.5,464185728,0.00251783151179552
MCMv3.2,312.5,476561984,0.00251783151179552
MCMv3.2,312.5,488981600,0.00251783151179552
MCMv3.2,312.5,495206528,0.00251783151179552
MCMv3.2,312.5,621330624,0.00251783151179552
MCMv3.2,312.5,748952832,0.00251783151179552
MCMv3.2,312.5,876030656,0.00251783151179552
MCMv3.2,312.5,1000833408,0.00251783151179552
MCMv3.2,312.5,1122002816,0.00251783151179552
MCMv3.2,312.5,1238610816,0.00251783151179552
MCMv3.2,312.5,1350146304,0.00251783151179552
MCMv3.2,312.5,1456440192,0.00251783151179552
MCMv3.2,312.5,1557605888,0.00251783151179552
MCMv3.2,312.5,1653935488,0.00251783151179552
MCMv3.2,312.5,1745734528,0.00251783151179552
MCMv3.2,312.5,1833361280,0.00251783151179552
MCMv3.2,312.5,1917157888,0.00251783151179552
MCMv3.2,312.5,1997450112,0.00251783151179552
MCMv3.2,312.5,2074544512,0.00251783151179552
MCMv3.2,312.5,2148679680,0.00251783151179552
MCMv3.2,312.5,2220125440,0.00251783151179552
MCMv3.2,312.5,2289090560,0.00251783151179552
MCMv3.2,312.5,2355764224,0.00251783151179552
MCMv3.2,312.5,2420316928,0.00251783151179552
MCMv3.2,312.5,2482902016,0.00251783151179552
MCMv3.2,312.5,2543661312,0.00251783151179552
MCMv3.2,312.5,2602715648,0.00251783151179552
MCMv3.2,312.5,2660185600,0.00251783151179552
MCMv3.2,312.5,2716175360,0.00251783151179552
MCMv3.2,312.5,2770757120,0.00251783151179552
MCMv3.2,312.5,2824050176,0.00251783151179552
MCMv3.2,312.5,2876116480,0.00251783151179552
MCMv3.2,312.5,2927037440,0.00251783151179552
MCMv3.2,312.5,2976869120,0.00251783151179552
MCMv3.2,312.5,3025681920,0.00251783151179552
MCMv3.2,312.5,3073520384,0.00251783151179552
MCMv3.2,312.5,3120434432,0.00251783151179552
MCMv3.2,312.5,3166465024,0.00251783151179552
MCMv3.2,312.5,3211647488,0.00251783151179552
MCMv3.2,312.5,3256024576,0.00251783151179552
MCMv3.2,312.5,3299622656,0.00251783151179552
MCMv3.2,312.5,3342491904,0.00251783151179552
MCMv3.2,312.5,3384646656,0.00251783151179552
MCMv3.2,312.5,3426117120,0.00251783151179552
MCMv3.2,313,2778789.5,0.00270042265765369
MCMv3.2,313,8503833,0.00270042265765369
MCMv3.2,313,14473617,0.00270042265765369
MCMv3.2,313,20697032,0.00270042265765369
MCMv3.2,313,27174196,0.00270042265765369
MCMv3.2,313,33902768,0.00270042265765369
MCMv3.2,313,40879564,0.00270042265765369
MCMv3.2,313,48100568,0.00270042265765369
MCMv3.2,313,55560928,0.00270042265765369
MCMv3.2,313,63255184,0.00270042265765369
MCMv3.2,313,71176752,0.00270042265765369
MCMv3.2,313,79318344,0.00270042265765369
MCMv3.2,313,87672536,0.00270042265765369
MCMv3.2,313,96231384,0.00270042265765369
MCMv3.2,313,104987672,0.00270042265765369
MCMv3.2,313,113934480,0.00270042265765369
MCMv3.2,313,123065896,0.00270042265765369
MCMv3.2,313,132376928,0.00270042265765369
MCMv3.2,313,141862800,0.00270042265765369
MCMv3.2,313,151518784,0.00270042265765369
MCMv3.2,313,161340592,0.00270042265765369
MCMv3.2,313,171323376,0.00270042265765369
MCMv3.2,313,181462224,0.00270042265765369
MCMv3.2,313,191751936,0.00270042265765369
MCMv3.2,313,202187568,0.00270042265765369
MCMv3.2,313,212764080,0.00270042265765369
MCMv3.2,313,223476448,0.00270042265765369
MCMv3.2,313,234319632,0.00270042265765369
MCMv3.2,313,245288896,0.00270042265765369
MCMv3.2,313,256379344,0.00270042265765369
MCMv3.2,313,267586144,0.00270042265765369
MCMv3.2,313,278904608,0.00270042265765369
MCMv3.2,313,290330304,0.00270042265765369
MCMv3.2,313,301858272,0.00270042265765369
MCMv3.2,313,313484640,0.00270042265765369
MCMv3.2,313,325205056,0.00270042265765369
MCMv3.2,313,337014976,0.00270042265765369
MCMv3.2,313,348910560,0.00270042265765369
MCMv3.2,313,360887552,0.00270042265765369
MCMv3.2,313,372942624,0.00270042265765369
MCMv3.2,313,385071232,0.00270042265765369
MCMv3.2,313,397270208,0.00270042265765369
MCMv3.2,313,409536000,0.00270042265765369
MCMv3.2,313,421864608,0.00270042265765369
MCMv3.2,313,434253216,0.00270042265765369
MCMv3.2,313,446698144,0.00270042265765369
MCMv3.2,313,459196448,0.00270042265765369
MCMv3.2,313,471744960,0.00270042265765369
MCMv3.2,313,484340160,0.00270042265765369
MCMv3.2,313,496980000,0.00270042265765369
MCMv3.2,313,503315712,0.00270042265765369
MCMv3.2,313,631675392,0.00270042265765369
MCMv3.2,313,761531840,0.00270042265765369
MCMv3.2,313,890766016,0.00270042265765369
MCMv3.2,313,1017590336,0.00270042265765369
MCMv3.2,313,1140606080,0.00270042265765369
MCMv3.2,313,1258848384,0.00270042265765369
MCMv3.2,313,1371813120,0.00270042265765369
MCMv3.2,313,1479339392,0.00270042265765369
MCMv3.2,313,1581560576,0.00270042265765369
MCMv3.2,313,1678772736,0.00270042265765369
MCMv3.2,313,1771330304,0.00270042265765369
MCMv3.2,313,1859587840,0.00270042265765369
MCMv3.2,313,1943909632,0.00270042265765369
MCMv3.2,313,2024637952,0.00270042265765369
MCMv3.2,313,2102081536,0.00270042265765369
MCMv3.2,313,2176521728,0.00270042265765369
MCMv3.2,313,2248211712,0.00270042265765369
MCMv3.2,313,2317369344,0.00270042265765369
MCMv3.2,313,2384198144,0.00270042265765369
MCMv3.2,313,2448873216,0.00270042265765369
MCMv3.2,313,2511550976,0.00270042265765369
MCMv3.2,313,2572377600,0.00270042265765369
MCMv3.2,313,2631480832,0.00270042265765369
MCMv3.2,313,2688981504,0.00270042265765369
MCMv3.2,313,2744975104,0.00270042265765369
MCMv3.2,313,2799557376,0.00270042265765369
MCMv3.2,313,2852845312,0.00270042265765369
MCMv3.2,313,2904892416,0.00270042265765369
MCMv3.2,313,2955784704,0.00270042265765369
MCMv3.2,313,3005587712,0.00270042265765369
MCMv3.2,313,3054366464,0.00270042265765369
MCMv3.2,313,3102170112,0.00270042265765369
MCMv3.2,313,3149047296,0.00270042265765369
MCMv3.2,313,3195046400,0.00270042265765369
MCMv3.2,313,3240181504,0.00270042265765369
MCMv3.2,313,3284514304,0.00270042265765369
MCMv3.2,313,3328073728,0.00270042265765369
MCMv3.2,313,3370901504,0.00270042265765369
MCMv3.2,313,3413018112,0.00270042265765369
MCMv3.2,313,3454452224,0.00270042265765369
CB05,288,1348722.625,6.66189953335561e-05
CB05,288,4089251.75,6.66189953335561e-05
CB05,288,6903793.5,6.66189953335561e-05
CB05,288,9805887,6.66189953335561e-05
CB05,288,12801769,6.66189953335561e-05
CB05,288,15894183,6.66189953335561e-05
CB05,288,19084550,6.66189953335561e-05
CB05,288,22373582,6.66189953335561e-05
CB05,288,25761522,6.66189953335561e-05
CB05,288,29248352,6.66189953335561e-05
CB05,288,32833664,6.66189953335561e-05
CB05,288,36516756,6.66189953335561e-05
CB05,288,40296492,6.66189953335561e-05
CB05,288,44171564,6.66189953335561e-05
CB05,288,48140300,6.66189953335561e-05
CB05,288,52200700,6.66189953335561e-05
CB05,288,56350692,6.66189953335561e-05
CB05,288,60587812,6.66189953335561e-05
CB05,288,64909344,6.66189953335561e-05
CB05,288,69312504,6.66189953335561e-05
CB05,288,73794288,6.66189953335561e-05
CB05,288,78351536,6.66189953335561e-05
CB05,288,82981184,6.66189953335561e-05
CB05,288,87679896,6.66189953335561e-05
CB05,288,92444464,6.66189953335561e-05
CB05,288,97271648,6.66189953335561e-05
CB05,288,102158216,6.66189953335561e-05
CB05,288,107101176,6.66189953335561e-05
CB05,288,112097248,6.66189953335561e-05
CB05,288,117143744,6.66189953335561e-05
CB05,288,122237624,6.66189953335561e-05
CB05,288,127376472,6.66189953335561e-05
CB05,288,132557568,6.66189953335561e-05
CB05,288,137778688,6.66189953335561e-05
CB05,288,143037456,6.66189953335561e-05
CB05,288,148331936,6.66189953335561e-05
CB05,288,153660064,6.66189953335561e-05
CB05,288,159020432,6.66189953335561e-05
CB05,288,164410688,6.66189953335561e-05
CB05,288,169829712,6.66189953335561e-05
CB05,288,175275728,6.66189953335561e-05
CB05,288,180747808,6.66189953335561e-05
CB05,288,186244112,6.66189953335561e-05
CB05,288,191763888,6.66189953335561e-05
CB05,288,197305952,6.66189953335561e-05
CB05,288,202869024,6.66189953335561e-05
CB05,288,208452224,6.66189953335561e-05
CB05,288,214054496,6.66189953335561e-05
CB05,288,219675040,6.66189953335561e-05
CB05,288,225313008,6.66189953335561e-05
CB05,288,228138096,6.66189953335561e-05
CB05,288,285353920,6.66189953335561e-05
CB05,288,343480096,6.66189953335561e-05
CB05,288,401982720,6.66189953335561e-05
CB05,288,460455712,6.66189953335561e-05
CB05,288,518584064,6.66189953335561e-05
CB05,288,576149376,6.66189953335561e-05
CB05,288,632998272,6.66189953335561e-05
CB05,288,689026560,6.66189953335561e-05
CB05,288,744175296,6.66189953335561e-05
CB05,288,798422080,6.66189953335561e-05
CB05,288,851756992,6.66189953335561e-05
CB05,288,904186176,6.66189953335561e-05
CB05,288,955728768,6.66189953335561e-05
CB05,288,1006393856,6.66189953335561e-05
CB05,288,1056205184,6.66189953335561e-05
CB05,288,1105186816,6.66189953335561e-05
CB05,288,1153361920,6.66189953335561e-05
CB05,288,1200755712,6.66189953335561e-05
CB05,288,1247392000,6.66189953335561e-05
CB05,288,1293295104,6.66189953335561e-05
CB05,288,1338487296,6.66189953335561e-05
CB05,288,1382989952,6.66189953335561e-05
CB05,288,1426830336,6.66189953335561e-05
CB05,288,1470024192,6.66189953335561e-05
CB05,288,1512588416,6.66189953335561e-05
CB05,288,1554544384,6.66189953335561e-05
CB05,288,1595908608,6.66189953335561e-05
CB05,288,1636698112,6.66189953335561e-05
CB05,288,1676937600,6.66189953335561e-05
CB05,288,1716632832,6.66189953335561e-05
CB05,288,1755799552,6.66189953335561e-05
CB05,288,1794450048,6.66189953335561e-05
CB05,288,1832595968,6.66189953335561e-05
CB05,288,1870256512,6.66189953335561e-05
CB05,288,1907443456,6.66189953335561e-05
CB05,288,1944163584,6.66189953335561e-05
CB05,288,1980430336,6.66189953335561e-05
CB05,288,2016249216,6.66189953335561e-05
CB05,288,2051636608,6.66189953335561e-05
CB05,288,2086596736,6.66189953335561e-05
CB05,288.5,1369522.625,7.23713601473719e-05
CB05,288.5,4152808.5,7.23713601473719e-05
CB05,288.5,7011774.5,7.23713601473719e-05
CB05,288.5,9959972,7.23713601473719e-05
CB05,288.5,13003588,7.23713601473719e-05
CB05,288.5,16145316,7.23713601473719e-05
CB05,288.5,19386512,7.23713601473719e-05
CB05,288.5,22727806,7.23713601473719e-05
CB05,288.5,26169410,7.23713601473719e-05
CB05,288.5,29711222,7.23713601473719e-05
CB05,288.5,33352774,7.23713601473719e-05
CB05,288.5,37093216,7.23713601473719e-05
CB05,288.5,40931488,7.23713601473719e-05
CB05,288.5,44866088,7.23713601473719e-05
CB05,288.5,48895232,7.23713601473719e-05
CB05,288.5,53016992,7.23713601473719e-05
CB05,288.5,57228996,7.23713601473719e-05
CB05,288.5,61528840,7.23713601473719e-05
CB05,288.5,65913768,7.23713601473719e-05
CB05,288.5,70380824,7.23713601473719e-05
CB05,288.5,74926912,7.23713601473719e-05
CB05,288.5,79548968,7.23713601473719e-05
CB05,288.5,84243632,7.23713601473719e-05
CB05,288.5,89007640,7.23713601473719e-05
CB05,288.5,93837816,7.23713601473719e-05
CB05,288.5,98730664,7.23713601473719e-05
CB05,288.5,103683152,7.23713601473719e-05
CB05,288.5,108692032,7.23713601473719e-05
CB05,288.5,113754152,7.23713601473719e-05
CB05,288.5,118866776,7.23713601473719e-05
CB05,288.5,124026936,7.23713601473719e-05
CB05,288.5,129231944,7.23713601473719e-05
CB05,288.5,134479312,7.23713601473719e-05
CB05,288.5,139766784,7.23713601473719e-05
CB05,288.5,145092112,7.23713601473719e-05
CB05,288.5,150453056,7.23713601473719e-05
CB05,288.5,155847840,7.23713601473719e-05
CB05,288.5,161274736,7.23713601473719e-05
CB05,288.5,166731808,7.23713601473719e-05
CB05,288.5,172217744,7.23713601473719e-05
CB05,288.5,177730752,7.23713601473719e-05
CB05,288.5,183269904,7.23713601473719e-05
CB05,288.5,188833696,7.23713601473719e-05
CB05,288.5,194420912,7.23713601473719e-05
CB05,288.5,200030336,7.23713601473719e-05
CB05,288.5,205661104,7.23713601473719e-05
CB05,288.5,211312176,7.23713601473719e-05
CB05,288.5,216982576,7.23713601473719e-05
CB05,288.5,222671136,7.23713601473719e-05
CB05,288.5,228377056,7.23713601473719e-05
CB05,288.5,231236416,7.23713601473719e-05
CB05,288.5,289139136,7.23713601473719e-05
CB05,288.5,347954016,7.23713601473719e-05
CB05,288.5,407140192,7.23713601473719e-05
CB05,288.5,466284736,7.23713601473719e-05
CB05,288.5,525068832,7.23713601473719e-05
CB05,288.5,583271360,7.23713601473719e-05
CB05,288.5,640735552,7.23713601473719e-05
CB05,288.5,697357696,7.23713601473719e-05
CB05,288.5,753079872,7.23713601473719e-05
CB05,288.5,807879296,7.23713601473719e-05
CB05,288.5,861745280,7.23713601473719e-05
CB05,288.5,914687232,7.23713601473719e-05
CB05,288.5,966721344,7.23713601473719e-05
CB05,288.5,1017862528,7.23713601473719e-05
CB05,288.5,1068134464,7.23713601473719e-05
CB05,288.5,1117560192,7.23713601473719e-05
CB05,288.5,1166164864,7.23713601473719e-05
CB05,288.5,1213975936,7.23713601473719e-05
CB05,288.5,1261015296,7.23713601473719e-05
CB05,288.5,1307309568,7.23713601473719e-05
CB05,288.5,1352882304,7.23713601473719e-05
CB05,288.5,1397756672,7.23713601473719e-05
CB05,288.5,1441953920,7.23713601473719e-05
CB05,288.5,1485495808,7.23713601473719e-05
CB05,288.5,1528399616,7.23713601473719e-05
CB05,288.5,1570685184,7.23713601473719e-05
CB05,288.5,1612370944,7.23713601473719e-05
CB05,288.5,1653484288,7.23713601473719e-05
CB05,288.5,1694026112,7.23713601473719e-05
CB05,288.5,1734019328,7.23713601473719e-05
CB05,288.5,1773476992,7.23713601473719e-05
CB05,288.5,1812411008,7.23713601473719e-05
CB05,288.5,1850835840,7.23713601473719e-05
CB05,288.5,1888769280,7.23713601473719e-05
CB05,288.5,1926220800,7.23713601473719e-05
CB05,288.5,1963198592,7.23713601473719e-05
CB05,288.5,1999719168,7.23713601473719e-05
CB05,288.5,2035787648,7.23713601473719e-05
CB05,288.5,2071413248,7.23713601473719e-05
CB05,288.5,2106610944,7.23713601473719e-05
CB05,289,1390652.25,7.85977463237941e-05
CB05,289,4217411,7.85977463237941e-05
CB05,289,7121589.5,7.85977463237941e-05
CB05,289,10116725,7.85977463237941e-05
CB05,289,13208963,7.85977463237941e-05
CB05,289,16400931,7.85977463237941e-05
CB05,289,19693894,7.85977463237941e-05
CB05,289,23088474,7.85977463237941e-05
CB05,289,26584782,7.85977463237941e-05
CB05,289,30182656,7.85977463237941e-05
CB05,289,33881536,7.85977463237941e-05
CB05,289,37680520,7.85977463237941e-05
CB05,289,41578444,7.85977463237941e-05
CB05,289,45573752,7.85977463237941e-05
CB05,289,49664560,7.85977463237941e-05
CB05,289,53848860,7.85977463237941e-05
CB05,289,58124224,7.85977463237941e-05
CB05,289,62488116,7.85977463237941e-05
CB05,289,66937700,7.85977463237941e-05
CB05,289,71469960,7.85977463237941e-05
CB05,289,76081792,7.85977463237941e-05
CB05,289,80769888,7.85977463237941e-05
CB05,289,85530976,7.85977463237941e-05
CB05,289,90361672,7.85977463237941e-05
CB05,289,95258752,7.85977463237941e-05
CB05,289,100218736,7.85977463237941e-05
CB05,289,105238432,7.85977463237941e-05
CB05,289,110314640,7.85977463237941e-05
CB05,289,115444304,7.85977463237941e-05
CB05,289,120624552,7.85977463237941e-05
CB05,289,125852328,7.85977463237941e-05
CB05,289,131125000,7.85977463237941e-05
CB05,289,136440128,7.85977463237941e-05
CB05,289,141795520,7.85977463237941e-05
CB05,289,147188656,7.85977463237941e-05
CB05,289,152617664,7.85977463237941e-05
CB05,289,158080736,7.85977463237941e-05
CB05,289,163575760,7.85977463237941e-05
CB05,289,169101264,7.85977463237941e-05
CB05,289,174655632,7.85977463237941e-05
CB05,289,180237392,7.85977463237941e-05
CB05,289,185845408,7.85977463237941e-05
CB05,289,191478160,7.85977463237941e-05
CB05,289,197134320,7.85977463237941e-05
CB05,289,202813248,7.85977463237941e-05
CB05,289,208513584,7.85977463237941e-05
CB05,289,214234240,7.85977463237941e-05
CB05,289,219974320,7.85977463237941e-05
CB05,289,225732816,7.85977463237941e-05
CB05,289,231508832,7.85977463237941e-05
CB05,289,234403280,7.85977463237941e-05
CB05,289,293011968,7.85977463237941e-05
CB05,289,352535232,7.85977463237941e-05
CB05,289,412424928,7.85977463237941e-05
CB05,289,472260576,7.85977463237941e-05
CB05,289,531719648,7.85977463237941e-05
CB05,289,590576512,7.85977463237941e-05
CB05,289,648674304,7.85977463237941e-05
CB05,289,705905856,7.85977463237941e-05
CB05,289,762216640,7.85977463237941e-05
CB05,289,817582336,7.85977463237941e-05
CB05,289,871994048,7.85977463237941e-05
CB05,289,925460352,7.85977463237941e-05
CB05,289,977997632,7.85977463237941e-05
CB05,289,1029624448,7.85977463237941e-05
CB05,289,1080366464,7.85977463237941e-05
CB05,289,1130245504,7.85977463237941e-05
CB05,289,1179288960,7.85977463237941e-05
CB05,289,1227523456,7.85977463237941e-05
CB05,289,1274974208,7.85977463237941e-05
CB05,289,1321665920,7.85977463237941e-05
CB05,289,1367624064,7.85977463237941e-05
CB05,289,1412874880,7.85977463237941e-05
CB05,289,1457436416,7.85977463237941e-05
CB05,289,1501331072,7.85977463237941e-05
CB05,289,1544579200,7.85977463237941e-05
CB05,289,1587203072,7.85977463237941e-05
CB05,289,1629222144,7.85977463237941e-05
CB05,289,1670647424,7.85977463237941e-05
CB05,289,1711498112,7.85977463237941e-05
CB05,289,1751792256,7.85977463237941e-05
CB05,289,1791543040,7.85977463237941e-05
CB05,289,1830765184,7.85977463237941e-05
CB05,289,1869470464,7.85977463237941e-05
CB05,289,1907678336,7.85977463237941e-05
CB05,289,1945396480,7.85977463237941e-05
CB05,289,1982636928,7.85977463237941e-05
CB05,289,2019411456,7.85977463237941e-05
CB05,289,2055728640,7.85977463237941e-05
CB05,289,2091597184,7.85977463237941e-05
CB05,289,2127036032,7.85977463237941e-05
CB05,289.5,1412116,8.53353049024008e-05
CB05,289.5,4283070.5,8.53353049024008e-05
CB05,289.5,7233239.5,8.53353049024008e-05
CB05,289.5,10276169,8.53353049024008e-05
CB05,289.5,13417930,8.53353049024008e-05
CB05,289.5,16661075,8.53353049024008e-05
CB05,289.5,20006808,8.53353049024008e-05
CB05,289.5,23455684,8.53353049024008e-05
CB05,289.5,27007760,8.53353049024008e-05
CB05,289.5,30662792,8.53353049024008e-05
CB05,289.5,34420104,8.53353049024008e-05
CB05,289.5,38278812,8.53353049024008e-05
CB05,289.5,42237616,8.53353049024008e-05
CB05,289.5,46294844,8.53353049024008e-05
CB05,289.5,50448576,8.53353049024008e-05
CB05,289.5,54696660,8.53353049024008e-05
CB05,289.5,59036708,8.53353049024008e-05
CB05,289.5,63465992,8.53353049024008e-05
CB05,289.5,67981560,8.53353049024008e-05
CB05,289.5,72580392,8.53353049024008e-05
CB05,289.5,77259256,8.53353049024008e-05
CB05,289.5,82014784,8.53353049024008e-05
CB05,289.5,86843688,8.53353049024008e-05
CB05,289.5,91742528,8.53353049024008e-05
CB05,289.5,96707904,8.53353049024008e-05
CB05,289.5,101736360,8.53353049024008e-05
CB05,289.5,106824768,8.53353049024008e-05
CB05,289.5,111969728,8.53353049024008e-05
CB05,289.5,117168352,8.53353049024008e-05
CB05,289.5,122417616,8.53353049024008e-05
CB05,289.5,127714536,8.53353049024008e-05
CB05,289.5,133056464,8.53353049024008e-05
CB05,289.5,138440912,8.53353049024008e-05
CB05,289.5,143865648,8.53353049024008e-05
CB05,289.5,149328320,8.53353049024008e-05
CB05,289.5,154826896,8.53353049024008e-05
CB05,289.5,160359728,8.53353049024008e-05
CB05,289.5,165924688,8.53353049024008e-05
CB05,289.5,171520192,8.53353049024008e-05
CB05,289.5,177144896,8.53353049024008e-05
CB05,289.5,182797024,8.53353049024008e-05
CB05,289.5,188475520,8.53353049024008e-05
CB05,289.5,194179088,8.53353049024008e-05
CB05,289.5,199906576,8.53353049024008e-05
CB05,289.5,205656416,8.53353049024008e-05
CB05,289.5,211428112,8.53353049024008e-05
CB05,289.5,217220304,8.53353049024008e-05
CB05,289.5,223032080,8.53353049024008e-05
CB05,289.5,228862448,8.53353049024008e-05
CB05,289.5,234710352,8.53353049024008e-05
CB05,289.5,237640736,8.53353049024008e-05
CB05,289.5,296975584,8.53353049024008e-05
CB05,289.5,357227904,8.53353049024008e-05
CB05,289.5,417841120,8.53353049024008e-05
CB05,289.5,478388512,8.53353049024008e-05
CB05,289.5,538541888,8.53353049024008e-05
CB05,289.5,598072448,8.53353049024008e-05
CB05,289.5,656821312,8.53353049024008e-05
CB05,289.5,714679488,8.53353049024008e-05
CB05,289.5,771593344,8.53353049024008e-05
CB05,289.5,827540672,8.53353049024008e-05
CB05,289.5,882510784,8.53353049024008e-05
CB05,289.5,936515584,8.53353049024008e-05
CB05,289.5,989569792,8.53353049024008e-05
CB05,289.5,1041691584,8.53353049024008e-05
CB05,289.5,1092910208,8.53353049024008e-05
CB05,289.5,1143251712,8.53353049024008e-05
CB05,289.5,1192742144,8.53353049024008e-05
CB05,289.5,1241408640,8.53353049024008e-05
CB05,289.5,1289276928,8.53353049024008e-05
CB05,289.5,1336373760,8.53353049024008e-05
CB05,289.5,1382727040,8.53353049024008e-05
CB05,289.5,1428358528,8.53353049024008e-05
CB05,289.5,1473288960,8.53353049024008e-05
CB05,289.5,1517542784,8.53353049024008e-05
CB05,289.5,1561142656,8.53353049024008e-05
CB05,289.5,1604108800,8.53353049024008e-05
CB05,289.5,1646455168,8.53353049024008e-05
CB05,289.5,1688200192,8.53353049024008e-05
CB05,289.5,1729362688,8.53353049024008e-05
CB05,289.5,1769962624,8.53353049024008e-05
CB05,289.5,1810011136,8.53353049024008e-05
CB05,289.5,1849521280,8.53353049024008e-05
CB05,289.5,1888509440,8.53353049024008e-05
CB05,289.5,1926993408,8.53353049024008e-05
CB05,289.5,1964981504,8.53353049024008e-05
CB05,289.5,2002484352,8.53353049024008e-05
CB05,289.5,2039514240,8.53353049024008e-05
CB05,289.5,2076081280,8.53353049024008e-05
CB05,289.5,2112198528,8.53353049024008e-05
CB05,289.5,2147875584,8.53353049024008e-05
CB05,290,1433915.5,9.26239517866634e-05
CB05,290,4349786,9.26239517866634e-05
CB05,290,7346753,9.26239517866634e-05
CB05,290,10438324,9.26239517866634e-05
CB05,290,13630507,9.26239517866634e-05
CB05,290,16925788,9.26239517866634e-05
CB05,290,20325284,9.26239517866634e-05
CB05,290,23829506,9.26239517866634e-05
