Mechanism,Temperature,Max.NOx.Mixing.Ratio,Total.NOx.Emissions,Net.Reaction.Rate
RADM2,288.5,1.81742332294732e-09,216982576,36550220
RADM2,288.5,1.87988180577747e-09,222671136,37330100
RADM2,288.5,1.94341986947677e-09,228377056,38094888
RADM2,288.5,1.97559102410594e-09,231236416,38471464
RADM2,288.5,2.67315947155566e-09,289139136,45146216
RADM2,288.5,3.46336670453695e-09,347954016,50186148
RADM2,288.5,4.32717639498037e-09,407140192,53746484
RADM2,288.5,5.24475396446178e-09,466284736,56089428
RADM2,288.5,6.19847861926814e-09,525068832,57498624
RADM2,288.5,7.17433090713371e-09,583271360,58184604
RADM2,288.5,8.16148393312233e-09,640735552,58344296
RADM2,288.5,9.1517726730217e-09,697357696,58116680
RADM2,288.5,1.01392725326832e-08,753079872,57621704
RADM2,288.5,1.11197984153932e-08,807879296,56954596
RADM2,288.5,1.20902559075375e-08,861745280,56167792
RADM2,288.5,1.30485755533982e-08,914687232,55309472
RADM2,288.5,1.39933629128564e-08,966721344,54406940
RADM2,288.5,1.49235681590199e-08,1017862528,53502660
RADM2,288.5,1.58411985751172e-08,1068134464,52573188
RADM2,288.5,1.67455471711264e-08,1117560192,51646500
RADM2,288.5,1.76343277757951e-08,1166164864,50729468
RADM2,288.5,1.85075350600528e-08,1213975936,49828440
RADM2,288.5,1.93652809343803e-08,1261015296,48943376
RADM2,288.5,2.02077590216732e-08,1307309568,48077152
RADM2,288.5,2.10352339991005e-08,1352882304,47230788
RADM2,288.5,2.1848105546951e-08,1397756672,46405160
RADM2,288.5,2.2646638342394e-08,1441953920,45600604
RADM2,288.5,2.34311663405151e-08,1485495808,44816984
RADM2,288.5,2.42020572471802e-08,1528399616,44053488
RADM2,288.5,2.49596823209686e-08,1570685184,43309152
RADM2,288.5,2.57044128204598e-08,1612370944,42589604
RADM2,288.5,2.6436865141477e-08,1653484288,41890960
RADM2,288.5,2.7157021520452e-08,1694026112,41215408
RADM2,288.5,2.786548591871e-08,1734019328,40556704
RADM2,288.5,2.85624999207812e-08,1773476992,39926736
RADM2,288.5,2.92484010344651e-08,1812411008,39317448
RADM2,288.5,2.99235054512792e-08,1850835840,38716028
RADM2,288.5,3.0588282129429e-08,1888769280,38150312
RADM2,288.5,3.12429762061583e-08,1926220800,37593364
RADM2,288.5,3.18878470295658e-08,1963198592,37051368
RADM2,288.5,3.25231965803141e-08,1999719168,36523672
RADM2,288.5,3.31492664429334e-08,2035787648,36010904
RADM2,288.5,3.37663585980863e-08,2071413248,35510432
RADM2,288.5,3.43747750264356e-08,2106610944,35022008
RADM2,289,9.42602766673684e-12,1390652.25,174140.078125
RADM2,289,3.08377698376994e-11,4217411,588165.5625
RADM2,289,5.43832479049655e-11,7121589.5,1009139.5
RADM2,289,7.90474005696318e-11,10116725,1440049
RADM2,289,1.04352984586775e-10,13208963,1889984.25
RADM2,289,1.30135360820738e-10,16400931,2363907.25
RADM2,289,1.56326285249975e-10,19693894,2864490.75
RADM2,289,1.8289730840948e-10,23088474,3392877
RADM2,289,2.09840200771083e-10,26584782,3949489.25
RADM2,289,2.3715701624738e-10,30182656,4534322
RADM2,289,2.64854999043607e-10,33881536,5147126
RADM2,289,2.92944918323101e-10,37680520,5787562.5
RADM2,289,3.21438403672047e-10,41578444,6454894
RADM2,289,3.50349305122677e-10,45573752,7148228.5
RADM2,289,3.79915127135533e-10,49664560,7866629.5
RADM2,289,4.09985601024232e-10,53848860,8609108
RADM2,289,4.40580960603398e-10,58124224,9374591
RADM2,289,4.71722882977588e-10,62488116,10162345
RADM2,289,5.03433517096141e-10,66937700,10970679
RADM2,289,5.35734734352644e-10,71469960,11798053
RADM2,289,5.68648406140682e-10,76081792,12642678
RADM2,289,6.02196181809234e-10,80769888,13503081
RADM2,289,6.36941832610205e-10,85530976,14377705
RADM2,289,6.72511379917751e-10,90361672,15265450
RADM2,289,7.08864245080321e-10,95258752,16165179
RADM2,289,7.46022688069559e-10,100218736,17074728
RADM2,289,7.84007525567176e-10,105238432,17992506
RADM2,289,8.23382750869683e-10,110314640,18916944
RADM2,289,8.63959515040591e-10,115444304,19846846
RADM2,289,9.05494790259809e-10,120624552,20780456
RADM2,289,9.480004559137e-10,125852328,21716264
RADM2,289,9.91493109836483e-10,131125000,22653680
RADM2,289,1.03598662981597e-09,136440128,23590520
RADM2,289,1.08219699868073e-09,141795520,24525332
RADM2,289,1.12959086528974e-09,147188656,25456780
RADM2,289,1.17805865063048e-09,152617664,26383680
RADM2,289,1.2276079042195e-09,158080736,27305220
RADM2,289,1.27824106854746e-09,163575760,28219624
RADM2,289,1.32996380575179e-09,169101264,29126062
RADM2,289,1.38278011263537e-09,174655632,30023756
RADM2,289,1.43669232066657e-09,180237392,30912198
RADM2,289,1.49170231722451e-09,185845408,31789844
RADM2,289,1.54780921413078e-09,191478160,32655834
RADM2,289,1.60501012480552e-09,197134320,33509426
RADM2,289,1.66330771378398e-09,202813248,34350144
RADM2,289,1.72269976062012e-09,208513584,35177176
RADM2,289,1.78367676184621e-09,214234240,35990024
RADM2,289,1.84577686468401e-09,219974320,36788076
RADM2,289,1.90896587426437e-09,225732816,37571008
RADM2,289,1.97323712924913e-09,231508832,38338444
RADM2,289,2.00577576769945e-09,234403280,38716220
RADM2,289,2.7109150479987e-09,293011968,45408360
RADM2,289,3.50930906556357e-09,352535232,50446420
RADM2,289,4.38206049224732e-09,412424928,53988536
RADM2,289,5.30927346531485e-09,472260576,56298856
RADM2,289,6.27315399626127e-09,531719648,57670440
RADM2,289,7.2594823485872e-09,590576512,58312708
RADM2,289,8.25725443576175e-09,648674304,58427208
RADM2,289,9.25814980234918e-09,705905856,58155796
RADM2,289,1.02561807935331e-08,762216640,57625412
RADM2,289,1.12470743829363e-08,817582336,56914444
RADM2,289,1.22276722080983e-08,871994048,56090788
RADM2,289,1.31958799443055e-08,925460352,55197776
RADM2,289,1.4150208116348e-08,977997632,54261164
RADM2,289,1.50896699580017e-08,1029624448,53326152
RADM2,289,1.60183510899969e-08,1080366464,52369016
RADM2,289,1.69314802178633e-08,1130245504,51417552
RADM2,289,1.7828755360938e-08,1179288960,50477968
RADM2,289,1.87101711901505e-08,1227523456,49556216
RADM2,289,1.95758431686954e-08,1274974208,48651752
RADM2,289,2.04259826830366e-08,1321665920,47768032
RADM2,289,2.12608597394137e-08,1367624064,46905696
RADM2,289,2.20809290851776e-08,1412874880,46065444
RADM2,289,2.28863719087258e-08,1457436416,45247556
RADM2,289,2.36775807849199e-08,1501331072,44451768
RADM2,289,2.44549323014098e-08,1544579200,43676920
RADM2,289,2.5218897192758e-08,1587203072,42923256
RADM2,289,2.59698502702577e-08,1629222144,42194244
RADM2,289,2.67080437765799e-08,1670647424,41488184
RADM2,289,2.74338685102293e-08,1711498112,40803652
RADM2,289,2.81478236274779e-08,1751792256,40136440
RADM2,289,2.8850148936499e-08,1791543040,39499860
RADM2,289,2.95411979323035e-08,1830765184,38886552
RADM2,289,3.02213010172636e-08,1869470464,38289680
RADM2,289,3.08909520185807e-08,1907678336,37709956
RADM2,289,3.15503498882208e-08,1945396480,37148552
RADM2,289,3.21997895014192e-08,1982636928,36602532
RADM2,289,3.28395657334113e-08,2019411456,36073752
RADM2,289,3.34699485904366e-08,2055728640,35557156
RADM2,289,3.40912293950169e-08,2091597184,35053132
RADM2,289,3.47037492076652e-08,2127036032,34561928
RADM2,289.5,9.586882503132e-12,1412116,172580.3125
RADM2,289.5,3.13530382212157e-11,4283070.5,586739.1875
RADM2,289.5,5.52993414948411e-11,7233239.5,1009629.1875
RADM2,289.5,8.03684618855272e-11,10276169,1443175.75
RADM2,289.5,1.06089914631013e-10,13417930,1896219.25
RADM2,289.5,1.32296770760654e-10,16661075,2373659.75
RADM2,289.5,1.58919738479923e-10,20006808,2878152
RADM2,289.5,1.85930146279212e-10,23455684,3410774.5
RADM2,289.5,2.13319334418927e-10,27007760,3971942.75
RADM2,289.5,2.41089204155998e-10,30662792,4561608
RADM2,289.5,2.69247069084599e-10,34420104,5179498
RADM2,289.5,2.97804197968432e-10,38278812,5825240
RADM2,289.5,3.267720816158e-10,42237616,6498078
RADM2,289.5,3.56272900070564e-10,46294844,7197106.5
RADM2,289.5,3.86342347002966e-10,50448576,7921341.5
RADM2,289.5,4.16925854951344e-10,54696660,8669768
RADM2,289.5,4.48044268352987e-10,59036708,9441263
RADM2,289.5,4.79719541868207e-10,63465992,10235126
RADM2,289.5,5.11974240779978e-10,67981560,11049598
RADM2,289.5,5.44830514037642e-10,72580392,11883013
RADM2,289.5,5.78310455079389e-10,77259256,12733589
RADM2,289.5,6.12577877312503e-10,82014784,13599970
RADM2,289.5,6.47996101221793e-10,86843688,14480534
RADM2,289.5,6.84187706490036e-10,91742528,15374183
RADM2,289.5,7.21174953088877e-10,96707904,16279868
RADM2,289.5,7.58979934456505e-10,101736360,17195304
RADM2,289.5,7.97623411763482e-10,106824768,18118970
RADM2,289.5,8.37918401330739e-10,111969728,19049234
RADM2,289.5,8.79190276137365e-10,117168352,19984830
RADM2,289.5,9.21430709510673e-10,122417616,20924206
RADM2,289.5,9.64652913104658e-10,127714536,21865732
RADM2,289.5,1.00886909937259e-09,133056464,22808762
RADM2,289.5,1.05413300310886e-09,138440912,23751038
RADM2,289.5,1.1011946909889e-09,143865648,24691166
RADM2,289.5,1.14932807715462e-09,149328320,25627836
RADM2,289.5,1.19854026703337e-09,154826896,26559798
RADM2,289.5,1.24883803298559e-09,160359728,27485898
RADM2,289.5,1.30022370647964e-09,165924688,28405024
RADM2,289.5,1.35270283863065e-09,171520192,29316032
RADM2,289.5,1.40627853806308e-09,177144896,30217950
RADM2,289.5,1.46095346931219e-09,182797024,31110588
RADM2,289.5,1.516728742601e-09,188475520,31992286
RADM2,289.5,1.57360491304104e-09,194179088,32862226
RADM2,289.5,1.6315780948517e-09,199906576,33719640
RADM2,289.5,1.69064873212221e-09,205656416,34563956
RADM2,289.5,1.75081638076335e-09,211428112,35394476
RADM2,289.5,1.81216974759479e-09,217220304,36210588
RADM2,289.5,1.87501192350226e-09,223032080,37011696
RADM2,289.5,1.93894500455372e-09,228862448,37797496
RADM2,289.5,2.00396232941102e-09,234710352,38567616
RADM2,289.5,2.03687555710985e-09,237640736,38946708
RADM2,289.5,2.74970846092515e-09,296975584,45653944
RADM2,289.5,3.55641582849842e-09,357227904,50688180
RADM2,289.5,4.4382626462891e-09,417841120,54209776
RADM2,289.5,5.37529576405404e-09,478388512,56491520
RADM2,289.5,6.34955421574546e-09,538541888,57818736
RADM2,289.5,7.34660288159716e-09,598072448,58415860
RADM2,289.5,8.35525426623462e-09,656821312,58484040
RADM2,289.5,9.36702893028496e-09,714679488,58172992
RADM2,289.5,1.03758690528366e-08,771593344,57596576
RADM2,289.5,1.13773923615668e-08,827540672,56845748
RADM2,289.5,1.2368406743235e-08,882510784,55985584
RADM2,289.5,1.3346759253352e-08,936515584,55056488
RADM2,289.5,1.43109399886043e-08,989569792,54086024
RADM2,289.5,1.52616568271924e-08,1041691584,53120688
RADM2,289.5,1.61997526504365e-08,1092910208,52135820
RADM2,289.5,1.71218808020512e-08,1143251712,51159124
RADM2,289.5,1.80278547645685e-08,1192742144,50197880
RADM2,289.5,1.89176745379882e-08,1241408640,49254312
RADM2,289.5,1.97914644672892e-08,1289276928,48330644
RADM2,289.5,2.06494430443627e-08,1336373760,47429452
RADM2,289.5,2.14919566587923e-08,1382727040,46551056
RADM2,289.5,2.23193161730251e-08,1428358528,45696388
RADM2,289.5,2.31318271204373e-08,1473288960,44865344
RADM2,289.5,2.3929864312322e-08,1517542784,44057804
RADM2,289.5,2.47139215758807e-08,1561142656,43271328
RADM2,289.5,2.54843435243401e-08,1604108800,42508492
RADM2,289.5,2.62414303620062e-08,1646455168,41770976
RADM2,289.5,2.69855870982383e-08,1688200192,41057260
RADM2,289.5,2.77171885443295e-08,1729362688,40363088
RADM2,289.5,2.84367320801948e-08,1769962624,39688104
RADM2,289.5,2.91444628430781e-08,1810011136,39053772
RADM2,289.5,2.98407556442726e-08,1849521280,38428968
RADM2,289.5,3.05259426625071e-08,1888509440,37825928
RADM2,289.5,3.12005425939788e-08,1926993408,37243360
RADM2,289.5,3.18647224162305e-08,1964981504,36677768
RADM2,289.5,3.25187947680661e-08,2002484352,36130784
RADM2,289.5,3.31630758410029e-08,2039514240,35597844
RADM2,289.5,3.37978285358531e-08,2076081280,35077904
RADM2,289.5,3.44233903604163e-08,2112198528,34571056
RADM2,289.5,3.50400455317867e-08,2147875584,34077272
RADM2,290,9.75297273497766e-12,1433915.5,170835.4375
RADM2,290,3.18850987279795e-11,4349786,584732.25
RADM2,290,5.62455082508961e-11,7346753,1009179.75
RADM2,290,8.17316908596766e-11,10438324,1445033.5
RADM2,290,1.07881259481246e-10,13630507,1900862.875
RADM2,290,1.34525099393379e-10,16925788,2381528.75
RADM2,290,1.61592864089677e-10,20325284,2889619.5
RADM2,290,1.89055895938317e-10,23829506,3426170
RADM2,290,2.16904716410227e-10,27438386,3991571.75
RADM2,290,2.45141518195879e-10,31151670,4585760.5
RADM2,290,2.7377361488945e-10,34968636,5208408.5
RADM2,290,3.02812525054819e-10,38888288,5859117
RADM2,290,3.32298216720872e-10,42909140,6537119.5
RADM2,290,3.62390228936249e-10,47029584,7241497
RADM2,290,3.92980009644717e-10,51247504,7971212
RADM2,290,4.24093871131959e-10,55560736,8725233
RADM2,290,4.55752935391018e-10,59966780,9502366
RADM2,290,4.87979656682569e-10,64462788,10301974
RADM2,290,5.20796739067464e-10,69045752,11122110
RADM2,290,5.54226720073103e-10,73712512,11961118
RADM2,290,5.88291859671131e-10,78459832,12817326
RADM2,290,6.2338545436802e-10,83284176,13689288
RADM2,290,6.59434173932993e-10,88182304,14575444
RADM2,290,6.96268709354797e-10,93150728,15474654
RADM2,290,7.33911487138528e-10,98185864,16385906
RADM2,290,7.72384378677771e-10,103284248,17306900
RADM2,290,8.11944844691936e-10,108442800,18236152
RADM2,290,8.52971249187817e-10,113658104,19171918
RADM2,290,8.94960161534897e-10,118927152,20112952
RADM2,290,9.37927735478183e-10,124246920,21057738
RADM2,290,9.81888348405846e-10,129614544,22004782
RADM2,290,1.02685027147942e-09,135027264,22953076
RADM2,290,1.07304576335565e-09,140482576,23900472
RADM2,290,1.12086251391474e-09,145978288,24845606
RADM2,290,1.16975573671851e-09,151512016,25787176
RADM2,290,1.21973220412741e-09,157082016,26723832
RADM2,290,1.27079813339037e-09,162686240,27654322
RADM2,290,1.32295552290884e-09,168322704,28577726
RADM2,290,1.37620970175334e-09,173990080,29492920
RADM2,290,1.43056355650373e-09,179686752,30398736
RADM2,290,1.48601908556145e-09,185411232,31295116
RADM2,290,1.54257762119414e-09,191162160,32180632
RADM2,290,1.60023905237949e-09,196938368,33054220
RADM2,290,1.6590031570729e-09,202738720,33915172
RADM2,290,1.71886371802543e-09,208561744,34762856
RADM2,290,1.77982295568313e-09,214406592,35596480
RADM2,290,1.84187798346613e-09,220272400,36415528
RADM2,290,1.90517357445685e-09,226157616,37219516
RADM2,290,1.96986515987874e-09,232061792,38008048
RADM2,290,2.03564298750791e-09,237983728,38781036
RADM2,290,2.06893724374879e-09,240951232,39161344
RADM2,290,2.78959388921862e-09,301032800,45881424
RADM2,290,3.60474805560784e-09,362035840,50910076
RADM2,290,4.4958494704872e-09,423394112,54409216
RADM2,290,5.44289813220189e-09,484674240,56660132
RADM2,290,6.42776143422452e-09,545542464,57943712
RADM2,290,7.43578310036241e-09,605766144,58494584
RADM2,290,8.45558467688079e-09,665184000,58516812
RADM2,290,9.47852729638043e-09,723686272,58158316
RADM2,290,1.04984607673941e-08,781220800,57538744
RADM2,290,1.15109006770808e-08,837763136,56747256
RADM2,290,1.2512606062387e-08,893305856,55849676
RADM2,290,1.3501372464475e-08,947860800,54883620
RADM2,290,1.44756588937867e-08,1001443200,53879740
RADM2,290,1.54380934702658e-08,1054073856,52883864
RADM2,290,1.63856839208165e-08,1105780736,51871420
RADM2,290,1.73169407702289e-08,1156590720,50870972
RADM2,290,1.82318355967936e-08,1206537472,49886672
RADM2,290,1.91302582663866e-08,1255644160,48921584
RADM2,290,2.00123579929823e-08,1303938048,47978884
RADM2,290,2.08783568211857e-08,1351446528,47060376
RADM2,290,2.17286668657835e-08,1398200576,46166128
RADM2,290,2.25634977368827e-08,1444216832,45296384
RADM2,290,2.33832277984902e-08,1489521536,44449740
RADM2,290,2.41883402196663e-08,1534142080,43630040
RADM2,290,2.49791991535631e-08,1578097792,42836524
RADM2,290,2.57561048044863e-08,1621406336,42068080
RADM2,290,2.65194763926502e-08,1664085248,41321448
RADM2,290,2.72697118219867e-08,1706155008,40596092
RADM2,290,2.80072018910005e-08,1747633536,39893664
RADM2,290,2.87324333214656e-08,1788539008,39212772
RADM2,290,2.94456654614805e-08,1828887552,38573848
RADM2,290,3.01472873331932e-08,1868688384,37943884
RADM2,290,3.08376542079714e-08,1907962752,37336684
RADM2,290,3.15172634657301e-08,1946723456,36750104
RADM2,290,3.21862927421535e-08,1984981888,36183712
RADM2,290,3.28450724396134e-08,2022748416,35632456
RADM2,290,3.34939223023412e-08,2060035456,35096760
RADM2,290,3.41331158892899e-08,2096855168,34573328
RADM2,290,3.47630120245412e-08,2133217920,34063868
RADM2,290,3.53839872957451e-08,2169140736,33568880
RADM2,290.5,9.92435387342505e-12,1456051.125,168906.59375
RADM2,290.5,3.2434440550011e-11,4417583,582136.625
RADM2,290.5,5.72227265571712e-11,7462139.5,1007761.8125
RADM2,290.5,8.31386695598901e-11,10603207,1445563.625
RADM2,290.5,1.09729170194584e-10,13846722,1903837.625
RADM2,290.5,1.36823108398687e-10,17195108,2387409.5
RADM2,290.5,1.64349089892823e-10,20649368,2898758.5
RADM2,290.5,1.92278276633928e-10,24209962,3438899
RADM2,290.5,2.20601037437262e-10,27876796,4008197
RADM2,290.5,2.49319065392939e-10,31649466,4606543.5
RADM2,290.5,2.78440326351159e-10,35527236,5233604
RADM2,290.5,3.07976227853501e-10,39509000,5888906
RADM2,290.5,3.38088890217136e-10,43593236,6571703
RADM2,290.5,3.68709729414718e-10,47778176,7281065.5
RADM2,290.5,3.99837468689768e-10,52061576,8015877.5
RADM2,290.5,4.31499669328872e-10,56441340,8775096
RADM2,290.5,4.63717786391982e-10,60914708,9557507
RADM2,290.5,4.96514607206677e-10,65478788,10362372
RADM2,290.5,5.29913113389568e-10,70130560,11187748
RADM2,290.5,5.63936286557265e-10,74866664,12031900
RADM2,290.5,5.98646354710297e-10,79683840,12893312
RADM2,290.5,6.34572339119899e-10,84578584,13770469
RADM2,290.5,6.71274313912562e-10,89547352,14661802
RADM2,290.5,7.08773928437267e-10,94586736,15566173
RADM2,290.5,7.47094219821776e-10,99693072,16482634
RADM2,290.5,7.86257170481974e-10,104863008,17408858
RADM2,290.5,8.26809731790945e-10,110093168,18343332
RADM2,290.5,8.6856577485861e-10,115380376,19284356
RADM2,290.5,9.11294872896207e-10,120721384,20230422
RADM2,290.5,9.55012402492628e-10,126113224,21180336
RADM2,290.5,9.99732296946831e-10,131553096,22132426
RADM2,290.5,1.04546571400022e-09,137038272,23085630
RADM2,290.5,1.09263886827193e-09,142566096,24037820
RADM2,290.5,1.14123210881445e-09,148134416,24987566
RADM2,290.5,1.19090670658295e-09,153741120,25933622
RADM2,290.5,1.24166865678177e-09,159384016,26874616
RADM2,290.5,1.29352295541452e-09,165061504,27809320
RADM2,290.5,1.34647260008336e-09,170771504,28736516
RADM2,290.5,1.40052169861349e-09,176512512,29655432
RADM2,290.5,1.45567291554016e-09,182282944,30564956
RADM2,290.5,1.51192824926483e-09,188081472,31464668
RADM2,290.5,1.5692883659213e-09,193906752,32353636
RADM2,290.5,1.62775337653187e-09,199757616,33230494
RADM2,290.5,1.68732272598504e-09,205632640,34094600
RADM2,290.5,1.74799508201318e-09,211530928,34945272
RADM2,290.5,1.80976311714431e-09,217451136,35781832
RADM2,290.5,1.87262849671299e-09,223392336,36603620
RADM2,290.5,1.93658733493862e-09,229353312,37410500
RADM2,290.5,2.00177363574028e-09,235333232,38201584
RADM2,290.5,2.06832684312985e-09,241331328,38976624
